scenario,comparator,strategy,period,run_id,comparator_run_id,metric,value,comparator_value,delta,reason
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,reconciliation_residual_usdt,-3E-24,-1E-24,-2E-24,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,capital_deployed_usdt_daily_mean,1660.635320663830143421314904,1051.040075854035127333250440,609.595244809795016088064464,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,capital_deployed_usdt_daily_max,10518.366545230000000000000000,9667.791514294600000000000000,850.575030935400000000000000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,capital_utilization_daily_mean,0.1641260317672162679067123642,0.1042204491765538707102810628,0.0599055825906623971964313014,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,capital_utilization_daily_max,1.0418246045296627201409189794009677598643616358415,0.95489695136064988465951677277067404821792009153841,0.08692765316901283548140220663,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,gross_exposure_usdt_daily_mean,2245.617956353853863013698630,1427.100965892637917808219178,818.516990461215945205479452,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,gross_exposure_usdt_daily_max,14774.986889230000000,13476.0297036588600000,1298.9571855711400000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,collateral_usdt_daily_mean,537.8116465757417872569313430,337.5202026836221136346203025,200.2914438921196736223110405,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,collateral_usdt_daily_max,3129.724356000000000000000000,3023.078550207000000000000000,106.645805793000000000000000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,debt_usdt_daily_mean,0E-26,0E-26,0E-26,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,debt_usdt_daily_max,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,orders_submitted,290,150,140,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,failed_attempts,241,121,120,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,fills,50,30,20,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,partial_fills,1,1,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,openings,6,4,2,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,completed_openings,5,3,2,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,renewals,36,23,13,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,rebalances,16,10,6,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,corrections,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,close_requests,4,2,2,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,margin_close_requests,1,0,1,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,liquidation_fills,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,blocked_orders,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,turnover_usdt,64239.3950010,35149.6756140,29089.7193870,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,invested_seconds,33004680.000,30383820.000,2620860.000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,unhedged_seconds,20002980.000,20002440.000,540.000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,covered_seconds,13117920.000,10381680.000,2736240.000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,both_covered_seconds,9985140.000,4261920.000,5723220.000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,cash_seconds,30067320.000,32688180.000,-2620860.000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,calendar_seconds,63072000,63072000,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,invested_fraction,0.5232857686453576864535768645,0.4817323059360730593607305936,0.0415534627092846270928462709,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,maintenance_daily_mean_usdt,5.758858061079412027397260274,4.113869596876340335616438356,1.644988464203071691780821918,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,maintenance_daily_max_usdt,38.838974050000000,35.425191432213190,3.413782617786810,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022-2023,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,maintenance_ratio_daily_max,0.02321508255472762540022117229,0.02321153030002510659919636475,0.00000355225470251880102480754,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,starting_equity_usdt,10318.06339445872029486310000,10217.44071106276812412970000,100.62268339595217073340000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,final_equity_usdt,10878.31423365334728051730000,10785.76304964716593690000000,92.55118400618134361730000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,net_pnl_usdt,560.25083919462698565420000,568.32233858439781277030000,-8.07149938977082711610000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,net_return,0.054298061348945358393067176,0.055622768426642889470764155,-0.001324707077697531077696979,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,cagr,0.020012241438753624,0.020492334276123285,-0.000480092837369661,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,sharpe,5.784667492696792,6.181079222662197,-0.396411729965405,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,annual_volatility,0.003426476835573932,0.0032827820497003694,0.0001436947858735626,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,max_drawdown,-0.0026326404324395932438654197,-0.0020616558706701528492637308,-0.0005709845617694403946016889,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,max_drawdown_days,493,493,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,spot_pnl_usdt,917.346664339300000000000001,925.614376714400000000000000,-8.267712375099999999999999,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,futures_pnl_usdt,-926.9068748087799999999999962,-920.1768916280200000000000013,-6.7299831807599999999999949,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,funding_usdt,657.3590651694069856542,650.0746270154178127703,7.2844381539891728839,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,fees_usdt,-87.5480155053,-87.1897735174,-0.3582419879,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,liquidation_fees_usdt,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,slippage_informational_usdt,11.80770726943265727173153637,11.75733580774897931656312986,0.05037146168367795516840651,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,spot_realized_pnl_usdt,1585.885021523936088495667800,1590.567204386400316102804061,-4.682182862464227607136261,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,spot_unrealized_pnl_usdt,-668.538357184636088495667799,-664.952827672000316102804061,-3.585529512635772392863738,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,futures_realized_pnl_usdt,-1590.883729999999999999999999,-1580.595140000000000000000000,-10.288589999999999999999999,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,futures_unrealized_pnl_usdt,663.9768551912200000000000013,660.4182483719800000000000000,3.5586068192400000000000013,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,reconciliation_residual_usdt,-4.8E-24,1.3E-24,-6.1E-24,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,capital_deployed_usdt_daily_mean,2873.126048948395247617896653,2841.782893624725651580873451,31.343155323669596037023202,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,capital_deployed_usdt_daily_max,10964.624126505966807610993658,10811.783139323008315565031983,152.840987182958492045961675,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,capital_utilization_daily_mean,0.2690792646517421794777128980,0.2684063607141262453973630015,0.0006729039376159340803498965,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,capital_utilization_daily_max,1.0332313875720424925971421021004801973945951528666,1.0274044222483662865705574630022333774275912665613,0.005826965323676206026584639098,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,gross_exposure_usdt_daily_mean,3760.520919286131642710472279,3719.437226954995975359342916,41.083692331135667351129363,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,gross_exposure_usdt_daily_max,14892.9019091751000000,14684.3520215261000000,208.5498876490000000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,collateral_usdt_daily_mean,992.5009916786995597328863934,981.6894253391979308416537153,10.8115663395016288912326781,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,collateral_usdt_daily_max,3572.303550744736917434281991,3544.742637206845047924596894,27.560913537891869509685097,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,debt_usdt_daily_mean,0E-27,0E-27,0E-27,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,debt_usdt_daily_max,0E-26,0E-26,0E-26,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,orders_submitted,106,108,-2,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,failed_attempts,2,2,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,fills,106,108,-2,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,partial_fills,2,2,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,openings,6,6,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,completed_openings,6,6,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,renewals,77,77,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,rebalances,38,39,-1,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,corrections,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,close_requests,96,96,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,margin_close_requests,5,5,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,liquidation_fills,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,blocked_orders,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,turnover_usdt,116728.0610403,116245.1694274,482.8916129,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,invested_seconds,84153600.000,84153600.000,0.000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,unhedged_seconds,65641740.000,65641800.000,-60.000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,covered_seconds,31300620.000,31300560.000,60.000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,both_covered_seconds,18511860.000,18511800.000,60.000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,cash_seconds,0.000,0.000,0.000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,calendar_seconds,84153600,84153600,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,invested_fraction,1.000,1.000,0.000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,maintenance_daily_mean_usdt,10.36861447477023552874743326,10.26231227234318775154004107,0.10630220242704777720739219,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,maintenance_daily_max_usdt,39.638738695000000,39.136299750000000,0.502438945000000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2024+,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,maintenance_ratio_daily_max,0.03531794991078364508968137174,0.03531794991078364508968137174,0E-29,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,starting_equity_usdt,10000,10000,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,final_equity_usdt,10006.38159979669724022740000,10000,6.38159979669724022740000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,net_pnl_usdt,6.38159979669724022740000,0,6.38159979669724022740000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,net_return,0.00063815997966972402274,0,0.00063815997966972402274,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,cagr,0.0006381599796696502,0.0,0.0006381599796696502,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,sharpe,2.125640871201156,,,missing_or_undefined_metric
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,annual_volatility,0.00030014567664388717,0.0,0.00030014567664388717,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,max_drawdown,-0.0001049030479541228016,0,-0.0001049030479541228016,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,max_drawdown_days,2,0,2,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,spot_pnl_usdt,-217.88176000000,0,-217.88176000000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,futures_pnl_usdt,217.4610521874200000000000007,0E-8,217.4610521874200000000000007,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,funding_usdt,8.3824885092772402274,0,8.3824885092772402274,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,fees_usdt,-1.58018090,0,-1.58018090,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,liquidation_fees_usdt,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,slippage_informational_usdt,0.63911509036830991924181154,0,0.63911509036830991924181154,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,spot_realized_pnl_usdt,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,spot_unrealized_pnl_usdt,-217.88176000000,0,-217.88176000000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,futures_realized_pnl_usdt,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,futures_unrealized_pnl_usdt,217.4610521874200000000000007,0E-8,217.4610521874200000000000007,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,reconciliation_residual_usdt,-7E-25,0E-8,-7E-25,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,capital_deployed_usdt_daily_mean,207.7016488767123287671232877,0E-8,207.7016488767123287671232877,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,capital_deployed_usdt_daily_max,4591.7535200000000000000,0E-8,4591.7535200000000000000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,capital_utilization_daily_mean,0.02076487199509115808809178980,0E-8,0.02076487199509115808809178980,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,capital_utilization_daily_max,0.45902964455098593938141121010725406498617805512110,0E-8,0.4590296445509859393814112101,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,gross_exposure_usdt_daily_mean,271.3830993828191232876712329,0E-8,271.3830993828191232876712329,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,gross_exposure_usdt_daily_max,6022.35848030588,0E-8,6022.35848030588,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,collateral_usdt_daily_mean,71.98553917808219178082191781,0,71.98553917808219178082191781,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,collateral_usdt_daily_max,1580.2089000000000000000,0,1580.2089000000000000000,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,debt_usdt_daily_mean,0E-19,0,0E-19,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,debt_usdt_daily_max,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,orders_submitted,4,0,4,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,failed_attempts,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,fills,4,0,4,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,partial_fills,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,openings,1,0,1,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,completed_openings,1,0,1,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,renewals,2,0,2,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,rebalances,1,0,1,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,corrections,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,close_requests,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,margin_close_requests,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,liquidation_fills,0,0,0,
BTC_PROMO_DECISION,BTC_PROMO_REALIZADA,conditional,2022,run_d434594cde4077ba6661d7e4,run_1ae1cf88ac71b976740edc03,blocked_orders,0,0,0,
