scenario,strategy,run_id,period,symbol,invested_seconds,unhedged_seconds,covered_seconds,cash_seconds,calendar_seconds,invested_fraction,both_covered_seconds
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2026,ETHUSDT,20995200,20995200,0,0,20995200,1,
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2026,PORTFOLIO,20995200,20995200,0,0,20995200,1,0
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,full,BTCUSDT,114537420.000,89746560.000,24790860.000,32688180.000,147225600,0.7779721733176838810641627543,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,full,ETHUSDT,114537420.000,74224620.000,40312800.000,32688180.000,147225600,0.7779721733176838810641627543,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,full,PORTFOLIO,114537420.000,91111860.000,41678100.000,32688180.000,147225600,0.7779721733176838810641627543,23425560.000
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2022-2023,BTCUSDT,30383820.000,25330020.000,5053800.000,32688180.000,63072000,0.4817323059360730593607305936,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2022-2023,ETHUSDT,30383820.000,20002200.000,10381620.000,32688180.000,63072000,0.4817323059360730593607305936,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2022-2023,PORTFOLIO,30383820.000,25330140.000,10381740.000,32688180.000,63072000,0.4817323059360730593607305936,5053680.000
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2024+,BTCUSDT,84153600.000,64416540.000,19737060.000,0.000,84153600,1.000,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2024+,ETHUSDT,84153600.000,54222420.000,29931180.000,0.000,84153600,1.000,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2024+,PORTFOLIO,84153600.000,65781720.000,31296360.000,0.000,84153600,1.000,18371880.000
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2022,BTCUSDT,0,0,0,31536000,31536000,0,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2022,ETHUSDT,0,0,0,31536000,31536000,0,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2022,PORTFOLIO,0,0,0,31536000,31536000,0,0
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2023,BTCUSDT,30383820.000,25330020.000,5053800.000,1152180.000,31536000,0.9634646118721461187214611872,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2023,ETHUSDT,30383820.000,20002200.000,10381620.000,1152180.000,31536000,0.9634646118721461187214611872,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2023,PORTFOLIO,30383820.000,25330140.000,10381740.000,1152180.000,31536000,0.9634646118721461187214611872,5053680.000
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2024,BTCUSDT,31622400.000,11885340.000,19737060.000,0.000,31622400,1.000,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2024,ETHUSDT,31622400.000,11799660.000,19822740.000,0.000,31622400,1.000,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2024,PORTFOLIO,31622400.000,13250520.000,21187920.000,0.000,31622400,1.000,18371880.000
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2025,BTCUSDT,31536000.000,31536000.000,0.000,0.000,31536000,1.000,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2025,ETHUSDT,31536000.000,21427560.000,10108440.000,0.000,31536000,1.000,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2025,PORTFOLIO,31536000.000,31536000.000,10108440.000,0.000,31536000,1.000,0.000
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2026,BTCUSDT,20995200,20995200,0,0,20995200,1,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2026,ETHUSDT,20995200,20995200,0,0,20995200,1,
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2026,PORTFOLIO,20995200,20995200,0,0,20995200,1,0
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,full,BTCUSDT,88415820.000,64445940.000,23969880.000,58809780.000,147225600,0.6005465082159624413145539906,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,full,ETHUSDT,114537420.000,85606080.000,28931340.000,32688180.000,147225600,0.7779721733176838810641627543,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,full,PORTFOLIO,114537420.000,85776060.000,30259320.000,32688180.000,147225600,0.7779721733176838810641627543,22641900.000
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022-2023,BTCUSDT,4262220.000,240.000,4261980.000,58809780.000,63072000,0.06757705479452054794520547945,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022-2023,ETHUSDT,30383820.000,20002200.000,10381620.000,32688180.000,63072000,0.4817323059360730593607305936,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022-2023,PORTFOLIO,30383820.000,20002440.000,10381680.000,32688180.000,63072000,0.4817323059360730593607305936,4261920.000
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024+,BTCUSDT,84153600.000,64445700.000,19707900.000,0.000,84153600,1.000,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024+,ETHUSDT,84153600.000,65603880.000,18549720.000,0.000,84153600,1.000,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024+,PORTFOLIO,84153600.000,65773620.000,19877640.000,0.000,84153600,1.000,18379980.000
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022,BTCUSDT,0,0,0,31536000,31536000,0,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022,ETHUSDT,0,0,0,31536000,31536000,0,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022,PORTFOLIO,0,0,0,31536000,31536000,0,0
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2023,BTCUSDT,4262220.000,240.000,4261980.000,27273780.000,31536000,0.1351541095890410958904109589,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2023,ETHUSDT,30383820.000,20002200.000,10381620.000,1152180.000,31536000,0.9634646118721461187214611872,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2023,PORTFOLIO,30383820.000,20002440.000,10381680.000,1152180.000,31536000,0.9634646118721461187214611872,4261920.000
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024,BTCUSDT,31622400.000,11914500.000,19707900.000,0.000,31622400,1.000,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024,ETHUSDT,31622400.000,13072680.000,18549720.000,0.000,31622400,1.000,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024,PORTFOLIO,31622400.000,13242420.000,19877640.000,0.000,31622400,1.000,18379980.000
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2025,BTCUSDT,31536000,31536000,0,0,31536000,1,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2025,ETHUSDT,31536000,31536000,0,0,31536000,1,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2025,PORTFOLIO,31536000,31536000,0,0,31536000,1,0
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2026,BTCUSDT,20995200,20995200,0,0,20995200,1,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2026,ETHUSDT,20995200,20995200,0,0,20995200,1,
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2026,PORTFOLIO,20995200,20995200,0,0,20995200,1,0
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,full,BTCUSDT,146966280.000,2737140.000,144229140.000,259320.000,147225600,0.9982386215440792905581637976,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,full,ETHUSDT,146851020.000,14913900.000,131937120.000,374580.000,147225600,0.9974557413928012519561815336,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,full,PORTFOLIO,146966280.000,15241740.000,144556920.000,259320.000,147225600,0.9982386215440792905581637976,131609340.000
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022-2023,BTCUSDT,62812680.000,2197920.000,60614760.000,259320.000,63072000,0.9958885083713850837138508371,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022-2023,ETHUSDT,62697420.000,6921480.000,55775940.000,374580.000,63072000,0.9940610730593607305936073059,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022-2023,PORTFOLIO,62812680.000,7035060.000,60728280.000,259320.000,63072000,0.9958885083713850837138508371,55662420.000
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024+,BTCUSDT,84153600.000,539220.000,83614380.000,0.000,84153600,1.000,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024+,ETHUSDT,84153600.000,7992420.000,76161180.000,0.000,84153600,1.000,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024+,PORTFOLIO,84153600.000,8206680.000,83828640.000,0.000,84153600,1.000,75946920.000
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022,BTCUSDT,31276680.000,284340.000,30992340.000,259320.000,31536000,0.9917770167427701674277016743,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022,ETHUSDT,31161420.000,4892220.000,26269200.000,374580.000,31536000,0.9881221461187214611872146119,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022,PORTFOLIO,31276680.000,4892700.000,30992760.000,259320.000,31536000,0.9917770167427701674277016743,26268780.000
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2023,BTCUSDT,31536000.000,1913580.000,29622420.000,0.000,31536000,1.000,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2023,ETHUSDT,31536000.000,2029260.000,29506740.000,0.000,31536000,1.000,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2023,PORTFOLIO,31536000.000,2142360.000,29735520.000,0.000,31536000,1.000,29393640.000
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024,BTCUSDT,31622400.000,538500.000,31083900.000,0.000,31622400,1.000,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024,ETHUSDT,31622400.000,7551060.000,24071340.000,0.000,31622400,1.000,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024,PORTFOLIO,31622400.000,7764600.000,31297440.000,0.000,31622400,1.000,23857800.000
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2025,BTCUSDT,31536000.000,720.000,31535280.000,0.000,31536000,1.000,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2025,ETHUSDT,31536000.000,441240.000,31094760.000,0.000,31536000,1.000,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2025,PORTFOLIO,31536000.000,441960.000,31536000.000,0.000,31536000,1.000,31094040.000
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2026,BTCUSDT,20995200.000,0.000,20995200.000,0.000,20995200,1.000,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2026,ETHUSDT,20995200.000,120.000,20995080.000,0.000,20995200,1.000,
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2026,PORTFOLIO,20995200.000,120.000,20995200.000,0.000,20995200,1.000,20995080.000
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,full,BTCUSDT,146966280.000,2700600.000,144265680.000,259320.000,147225600,0.9982386215440792905581637976,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,full,ETHUSDT,146851020.000,7878000.000,138973020.000,374580.000,147225600,0.9974557413928012519561815336,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,full,PORTFOLIO,146966280.000,8164560.000,144552180.000,259320.000,147225600,0.9982386215440792905581637976,138686520.000
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022-2023,BTCUSDT,62812680.000,2197920.000,60614760.000,259320.000,63072000,0.9958885083713850837138508371,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022-2023,ETHUSDT,62697420.000,6921480.000,55775940.000,374580.000,63072000,0.9940610730593607305936073059,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022-2023,PORTFOLIO,62812680.000,7035060.000,60728280.000,259320.000,63072000,0.9958885083713850837138508371,55662420.000
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024+,BTCUSDT,84153600.000,502680.000,83650920.000,0.000,84153600,1.000,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024+,ETHUSDT,84153600.000,956520.000,83197080.000,0.000,84153600,1.000,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024+,PORTFOLIO,84153600.000,1129500.000,83823900.000,0.000,84153600,1.000,83024100.000
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022,BTCUSDT,31276680.000,284340.000,30992340.000,259320.000,31536000,0.9917770167427701674277016743,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022,ETHUSDT,31161420.000,4892220.000,26269200.000,374580.000,31536000,0.9881221461187214611872146119,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022,PORTFOLIO,31276680.000,4892700.000,30992760.000,259320.000,31536000,0.9917770167427701674277016743,26268780.000
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2023,BTCUSDT,31536000.000,1913580.000,29622420.000,0.000,31536000,1.000,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2023,ETHUSDT,31536000.000,2029260.000,29506740.000,0.000,31536000,1.000,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2023,PORTFOLIO,31536000.000,2142360.000,29735520.000,0.000,31536000,1.000,29393640.000
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024,BTCUSDT,31622400.000,501840.000,31120560.000,0.000,31622400,1.000,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024,ETHUSDT,31622400.000,529020.000,31093380.000,0.000,31622400,1.000,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024,PORTFOLIO,31622400.000,701160.000,31292700.000,0.000,31622400,1.000,30921240.000
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2025,BTCUSDT,31536000.000,840.000,31535160.000,0.000,31536000,1.000,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2025,ETHUSDT,31536000.000,427380.000,31108620.000,0.000,31536000,1.000,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2025,PORTFOLIO,31536000.000,428220.000,31536000.000,0.000,31536000,1.000,31107780.000
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2026,BTCUSDT,20995200.000,0.000,20995200.000,0.000,20995200,1.000,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2026,ETHUSDT,20995200.000,120.000,20995080.000,0.000,20995200,1.000,
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2026,PORTFOLIO,20995200.000,120.000,20995200.000,0.000,20995200,1.000,20995080.000
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,full,BTCUSDT,146966280.000,2700600.000,144265680.000,259320.000,147225600,0.9982386215440792905581637976,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,full,ETHUSDT,146851020.000,7878000.000,138973020.000,374580.000,147225600,0.9974557413928012519561815336,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,full,PORTFOLIO,146966280.000,8164560.000,144552180.000,259320.000,147225600,0.9982386215440792905581637976,138686520.000
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022-2023,BTCUSDT,62812680.000,2197920.000,60614760.000,259320.000,63072000,0.9958885083713850837138508371,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022-2023,ETHUSDT,62697420.000,6921480.000,55775940.000,374580.000,63072000,0.9940610730593607305936073059,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022-2023,PORTFOLIO,62812680.000,7035060.000,60728280.000,259320.000,63072000,0.9958885083713850837138508371,55662420.000
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024+,BTCUSDT,84153600.000,502680.000,83650920.000,0.000,84153600,1.000,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024+,ETHUSDT,84153600.000,956520.000,83197080.000,0.000,84153600,1.000,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024+,PORTFOLIO,84153600.000,1129500.000,83823900.000,0.000,84153600,1.000,83024100.000
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022,BTCUSDT,31276680.000,284340.000,30992340.000,259320.000,31536000,0.9917770167427701674277016743,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022,ETHUSDT,31161420.000,4892220.000,26269200.000,374580.000,31536000,0.9881221461187214611872146119,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022,PORTFOLIO,31276680.000,4892700.000,30992760.000,259320.000,31536000,0.9917770167427701674277016743,26268780.000
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2023,BTCUSDT,31536000.000,1913580.000,29622420.000,0.000,31536000,1.000,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2023,ETHUSDT,31536000.000,2029260.000,29506740.000,0.000,31536000,1.000,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2023,PORTFOLIO,31536000.000,2142360.000,29735520.000,0.000,31536000,1.000,29393640.000
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024,BTCUSDT,31622400.000,501840.000,31120560.000,0.000,31622400,1.000,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024,ETHUSDT,31622400.000,529020.000,31093380.000,0.000,31622400,1.000,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024,PORTFOLIO,31622400.000,701160.000,31292700.000,0.000,31622400,1.000,30921240.000
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2025,BTCUSDT,31536000.000,840.000,31535160.000,0.000,31536000,1.000,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2025,ETHUSDT,31536000.000,427380.000,31108620.000,0.000,31536000,1.000,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2025,PORTFOLIO,31536000.000,428220.000,31536000.000,0.000,31536000,1.000,31107780.000
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2026,BTCUSDT,20995200.000,0.000,20995200.000,0.000,20995200,1.000,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2026,ETHUSDT,20995200.000,120.000,20995080.000,0.000,20995200,1.000,
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2026,PORTFOLIO,20995200.000,120.000,20995200.000,0.000,20995200,1.000,20995080.000
