id_cifra,archivo_presentado,seleccion_presentada,campo_presentado,valor_original,unidad,archivo_fuente,campo_fuente,filtro_fuente,calculo,run_id
F00001,tablas/resultados_principales.csv,early/conditional,capital_inicial_usdt,10000,USDT,evidencia/revision/scenario_summary.csv,capital_usdt,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00002,tablas/resultados_principales.csv,early/conditional,equity_final_usdt,10073.63631770096690445460000,USDT,evidencia/revision/scenario_summary.csv,final_equity_usdt,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00003,tablas/resultados_principales.csv,early/conditional,retorno_neto,0.00736363177009669,proporción,evidencia/revision/scenario_summary.csv,net_return,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00004,tablas/resultados_principales.csv,early/conditional,cagr,0.00736363177009669,proporción/año,evidencia/revision/scenario_summary.csv,cagr,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00005,tablas/resultados_principales.csv,early/conditional,sharpe,1.9181736175616881,razón,evidencia/revision/scenario_summary.csv,sharpe,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00006,tablas/resultados_principales.csv,early/conditional,drawdown_diario,-0.0012238200504499641,proporción con signo,evidencia/revision/scenario_summary.csv,max_drawdown,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00007,tablas/resultados_principales.csv,early/conditional,aperturas_completas,1,aperturas,evidencia/revision/scenario_summary.csv,openings,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00008,tablas/resultados_principales.csv,early/conditional,ciclos_cerrados,1,ciclos,evidencia/revision/scenario_summary.csv,complete_cycles,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00009,tablas/resultados_principales.csv,early/conditional,intentos_orden_fallidos,121,órdenes/intentos,evidencia/revision/scenario_summary.csv,failed_attempts,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00010,tablas/resultados_principales.csv,early/conditional,aperturas_fallidas,1,ciclos sin apertura completa,evidencia/revision/scenario_summary.csv,failed_cycles,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00011,tablas/resultados_principales.csv,early/conditional,intentos_apertura,2,aperturas intentadas,evidencia/revision/scenario_summary.csv,opening_attempts,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00012,tablas/resultados_principales.csv,early/conditional,fills,18,fills,evidencia/revision/scenario_summary.csv,fills,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00013,tablas/resultados_principales.csv,early/conditional,fills_parciales,1,fills,evidencia/revision/scenario_summary.csv,partial_fills,window=early;scenario=vwap_joint;strategy=conditional,,run_f4151cc97937f3704d77fb14
F00014,datos/equity_diaria.csv,early/conditional/cada fecha_utc,equity_usdt,serie completa,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/equity_daily.csv,equity,strategy=conditional;partial_day=False;orden time_ns,copia decimal sin redondeo,run_f4151cc97937f3704d77fb14
F00015,datos/equity_diaria.csv,early/conditional/cada fecha_utc,retorno_diario_decimal,serie completa,proporción/día,evidencia/corridas/run_f4151cc97937f3704d77fb14/equity_daily.csv,equity; config.capital,strategy=conditional;partial_day=False;orden time_ns,equity_t/equity_anterior-1; primer denominador=capital; Decimal 60,run_f4151cc97937f3704d77fb14
F00016,datos/equity_diaria.csv,early/conditional/cada fecha_utc,retorno_diario_metricas,serie completa,proporción/día,evidencia/corridas/run_f4151cc97937f3704d77fb14/equity_daily.csv,equity; config.capital,strategy=conditional;partial_day=False;orden time_ns,"mismo cociente en binary64, convención de métricas persistidas",run_f4151cc97937f3704d77fb14
F00017,tablas/pnl_componentes.csv,early/conditional,spot_usdt,511.7728006730000000000000001,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt,strategy=conditional;component=spot_pnl,,run_f4151cc97937f3704d77fb14
F00018,tablas/pnl_componentes.csv,early/conditional,futuros_usdt,-472.3086499999999999999999989,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt,strategy=conditional;component=futures_pnl,,run_f4151cc97937f3704d77fb14
F00019,tablas/pnl_componentes.csv,early/conditional,funding_usdt,51.2707622339669044546,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt,strategy=conditional;component=funding,,run_f4151cc97937f3704d77fb14
F00020,tablas/pnl_componentes.csv,early/conditional,comisiones_usdt,-17.098595206,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt,strategy=conditional;component=fees,,run_f4151cc97937f3704d77fb14
F00021,tablas/pnl_componentes.csv,early/conditional,liquidaciones_usdt,0,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt,strategy=conditional;component=liquidation_fees,,run_f4151cc97937f3704d77fb14
F00022,tablas/pnl_componentes.csv,early/conditional,slippage_informativo_usdt,2.160014946032706543719342500,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt,strategy=conditional;component=slippage_informational,,run_f4151cc97937f3704d77fb14
F00023,tablas/pnl_componentes.csv,early/conditional,precios_usdt,39.4641506730000000000000012,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt; equity_daily.equity; config.capital,strategy=conditional,spot_usdt+futuros_usdt,run_f4151cc97937f3704d77fb14
F00024,tablas/pnl_componentes.csv,early/conditional,neto_componentes_usdt,73.6363177009669044546000012,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt; equity_daily.equity; config.capital,strategy=conditional,spot+futuros+funding+comisiones+liquidaciones; excluye slippage informativo,run_f4151cc97937f3704d77fb14
F00025,tablas/pnl_componentes.csv,early/conditional,beneficio_equity_usdt,73.63631770096690445460000,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt; equity_daily.equity; config.capital,strategy=conditional,equity_final-capital_inicial,run_f4151cc97937f3704d77fb14
F00026,tablas/pnl_componentes.csv,early/conditional,residuo_conciliacion_usdt,-1.2E-24,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt; equity_daily.equity; config.capital,strategy=conditional,beneficio_equity-neto_componentes,run_f4151cc97937f3704d77fb14
F00027,tablas/actividad_y_rechazos.csv,early/conditional,capital_deployed_daily_avg_usdt,842.5147340091264190500625236,USDT,evidencia/revision/scenario_summary.csv,capital_deployed_daily_avg_usdt,window=early;scenario=vwap_joint;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00028,tablas/actividad_y_rechazos.csv,early/conditional,capital_deployed_daily_max_usdt,5298.486771938165559529892693,USDT,evidencia/revision/scenario_summary.csv,capital_deployed_daily_max_usdt,window=early;scenario=vwap_joint;strategy=conditional,copia,run_f4151cc97937f3704d77fb14
F00029,tablas/actividad_y_rechazos.csv,early/conditional,covered_asset_hours,1627.850000000,horas-activo,evidencia/revision/scenario_summary.csv,covered_asset_seconds,window=early;scenario=vwap_joint;strategy=conditional,segundos/3600,run_f4151cc97937f3704d77fb14
F00030,tablas/actividad_y_rechazos.csv,early/conditional,unhedged_asset_hours,2.15,horas-activo,evidencia/revision/scenario_summary.csv,unhedged_asset_seconds,window=early;scenario=vwap_joint;strategy=conditional,segundos/3600,run_f4151cc97937f3704d77fb14
F00031,tablas/actividad_y_rechazos.csv,early/conditional,dust_asset_hours,3881.950000000,horas-activo,evidencia/revision/scenario_summary.csv,dust_asset_seconds,window=early;scenario=vwap_joint;strategy=conditional,segundos/3600,run_f4151cc97937f3704d77fb14
F00032,tablas/parametros_vigentes.csv,early,accounting_tolerance,1E-8,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.accounting_tolerance,corrida principal,,run_f4151cc97937f3704d77fb14
F00033,tablas/parametros_vigentes.csv,early,analysis_mode,prescribed_research,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.analysis_mode,corrida principal,,run_f4151cc97937f3704d77fb14
F00034,tablas/parametros_vigentes.csv,early,basis_exit,0.02,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.basis_exit,corrida principal,,run_f4151cc97937f3704d77fb14
F00035,tablas/parametros_vigentes.csv,early,basis_max,0.005,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.basis_max,corrida principal,,run_f4151cc97937f3704d77fb14
F00036,tablas/parametros_vigentes.csv,early,basis_min,0,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.basis_min,corrida principal,,run_f4151cc97937f3704d77fb14
F00037,tablas/parametros_vigentes.csv,early,capital,10000,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.capital,corrida principal,,run_f4151cc97937f3704d77fb14
F00038,tablas/parametros_vigentes.csv,early,cooldown_hours,24,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.cooldown_hours,corrida principal,,run_f4151cc97937f3704d77fb14
F00039,tablas/parametros_vigentes.csv,early,correction_seconds,60,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.correction_seconds,corrida principal,,run_f4151cc97937f3704d77fb14
F00040,tablas/parametros_vigentes.csv,early,cost_multiplier,1,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.cost_multiplier,corrida principal,,run_f4151cc97937f3704d77fb14
F00041,tablas/parametros_vigentes.csv,early,data_budget_bytes,20000000000,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.data_budget_bytes,corrida principal,,run_f4151cc97937f3704d77fb14
F00042,tablas/parametros_vigentes.csv,early,data_dir,data/minutes/2022_2023,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.data_dir,corrida principal,,run_f4151cc97937f3704d77fb14
F00043,tablas/parametros_vigentes.csv,early,end,2023-09-01T00:00:00Z,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.end,corrida principal,,run_f4151cc97937f3704d77fb14
F00044,tablas/parametros_vigentes.csv,early,execution_model,next_minute_vwap,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.execution_model,corrida principal,,run_f4151cc97937f3704d77fb14
F00045,tablas/parametros_vigentes.csv,early,fee_profile,prescribed_fixed_no_discounts,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.fee_profile,corrida principal,,run_f4151cc97937f3704d77fb14
F00046,tablas/parametros_vigentes.csv,early,freshness_seconds,60,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.freshness_seconds,corrida principal,,run_f4151cc97937f3704d77fb14
F00047,tablas/parametros_vigentes.csv,early,funding_proxy_stress_bps,0,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.funding_proxy_stress_bps,corrida principal,,run_f4151cc97937f3704d77fb14
F00048,tablas/parametros_vigentes.csv,early,half_life_hours,24,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.half_life_hours,corrida principal,,run_f4151cc97937f3704d77fb14
F00049,tablas/parametros_vigentes.csv,early,hedge_tolerance,0.005,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.hedge_tolerance,corrida principal,,run_f4151cc97937f3704d77fb14
F00050,tablas/parametros_vigentes.csv,early,hedge_trigger,0.02,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.hedge_trigger,corrida principal,,run_f4151cc97937f3704d77fb14
F00051,tablas/parametros_vigentes.csv,early,history_start,2022-09-01T00:00:00Z,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.history_start,corrida principal,,run_f4151cc97937f3704d77fb14
F00052,tablas/parametros_vigentes.csv,early,holding_hours,168,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.holding_hours,corrida principal,,run_f4151cc97937f3704d77fb14
F00053,tablas/parametros_vigentes.csv,early,horizon_hours,168,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.horizon_hours,corrida principal,,run_f4151cc97937f3704d77fb14
F00054,tablas/parametros_vigentes.csv,early,inactivity_seconds,1800,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.inactivity_seconds,corrida principal,,run_f4151cc97937f3704d77fb14
F00055,tablas/parametros_vigentes.csv,early,leg_delay_seconds,1,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.leg_delay_seconds,corrida principal,,run_f4151cc97937f3704d77fb14
F00056,tablas/parametros_vigentes.csv,early,leverage,2,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.leverage,corrida principal,,run_f4151cc97937f3704d77fb14
F00057,tablas/parametros_vigentes.csv,early,liquidation_distance,0.15,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.liquidation_distance,corrida principal,,run_f4151cc97937f3704d77fb14
F00058,tablas/parametros_vigentes.csv,early,margin_exit_ratio,0.50,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.margin_exit_ratio,corrida principal,,run_f4151cc97937f3704d77fb14
F00059,tablas/parametros_vigentes.csv,early,max_volume_participation,0.01,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.max_volume_participation,corrida principal,,run_f4151cc97937f3704d77fb14
F00060,tablas/parametros_vigentes.csv,early,order_timeout_seconds,120,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.order_timeout_seconds,corrida principal,,run_f4151cc97937f3704d77fb14
F00061,tablas/parametros_vigentes.csv,early,participation_seconds,60,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.participation_seconds,corrida principal,,run_f4151cc97937f3704d77fb14
F00062,tablas/parametros_vigentes.csv,early,rebalance_threshold,0.05,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.rebalance_threshold,corrida principal,,run_f4151cc97937f3704d77fb14
F00063,tablas/parametros_vigentes.csv,early,research_futures_taker_fee,0.0005,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.research_futures_taker_fee,corrida principal,,run_f4151cc97937f3704d77fb14
F00064,tablas/parametros_vigentes.csv,early,research_liquidation_fee,0.0125,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.research_liquidation_fee,corrida principal,,run_f4151cc97937f3704d77fb14
F00065,tablas/parametros_vigentes.csv,early,research_maintenance_multiplier,1,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.research_maintenance_multiplier,corrida principal,,run_f4151cc97937f3704d77fb14
F00066,tablas/parametros_vigentes.csv,early,rules_file,data/rules/history.json,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.rules_file,corrida principal,,run_f4151cc97937f3704d77fb14
F00067,tablas/parametros_vigentes.csv,early,sample_end,2022-09-02T00:00:00Z,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.sample_end,corrida principal,,run_f4151cc97937f3704d77fb14
F00068,tablas/parametros_vigentes.csv,early,sample_start,2022-09-01T00:00:00Z,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.sample_start,corrida principal,,run_f4151cc97937f3704d77fb14
F00069,tablas/parametros_vigentes.csv,early,signal_delay_seconds,60,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.signal_delay_seconds,corrida principal,,run_f4151cc97937f3704d77fb14
F00070,tablas/parametros_vigentes.csv,early,signal_price_model,closed_minute,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.signal_price_model,corrida principal,,run_f4151cc97937f3704d77fb14
F00071,tablas/parametros_vigentes.csv,early,sizing_model,joint_quantity,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.sizing_model,corrida principal,,run_f4151cc97937f3704d77fb14
F00072,tablas/parametros_vigentes.csv,early,slippage,0.0001,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.slippage,corrida principal,,run_f4151cc97937f3704d77fb14
F00073,tablas/parametros_vigentes.csv,early,start,2022-09-01T00:00:00Z,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.start,corrida principal,,run_f4151cc97937f3704d77fb14
F00074,tablas/parametros_vigentes.csv,early,symbols,"['BTCUSDT', 'ETHUSDT']",según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.symbols,corrida principal,,run_f4151cc97937f3704d77fb14
F00075,tablas/parametros_vigentes.csv,early,target_fraction,0.30,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.target_fraction,corrida principal,,run_f4151cc97937f3704d77fb14
F00076,tablas/parametros_vigentes.csv,early,vwap_seconds,5,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.vwap_seconds,corrida principal,,run_f4151cc97937f3704d77fb14
F00077,tablas/parametros_vigentes.csv,early,window_hours,336,según parámetro,evidencia/corridas/run_f4151cc97937f3704d77fb14/run_manifest.json,config.window_hours,corrida principal,,run_f4151cc97937f3704d77fb14
F00078,tablas/parametros_vigentes.csv,early,costo_ciclo_derivado,0.0034,proporción,evidencia/corridas/run_f4151cc97937f3704d77fb14/research_assumptions.json,rules[].values.taker_fee; config.slippage; cost_multiplier,spot y futures,"2*fee_spot+2*fee_futures+4*slippage, multiplicado por cost_multiplier",run_f4151cc97937f3704d77fb14
F00079,tablas/cobertura_funding.csv,early/BTCUSDT/False/not_required_before_start,eventos_unicos,46,eventos,evidencia/corridas/run_f4151cc97937f3704d77fb14/funding_mark_audit.json,consumed[].settlement_mark_method,symbol=BTCUSDT;economic_window=False;method=not_required_before_start,"count unique(symbol,funding_time)",run_f4151cc97937f3704d77fb14
F00080,tablas/cobertura_funding.csv,early/BTCUSDT/True/previous_closed_1m,eventos_unicos,1095,eventos,evidencia/corridas/run_f4151cc97937f3704d77fb14/funding_mark_audit.json,consumed[].settlement_mark_method,symbol=BTCUSDT;economic_window=True;method=previous_closed_1m,"count unique(symbol,funding_time)",run_f4151cc97937f3704d77fb14
F00081,tablas/cobertura_funding.csv,early/ETHUSDT/False/not_required_before_start,eventos_unicos,46,eventos,evidencia/corridas/run_f4151cc97937f3704d77fb14/funding_mark_audit.json,consumed[].settlement_mark_method,symbol=ETHUSDT;economic_window=False;method=not_required_before_start,"count unique(symbol,funding_time)",run_f4151cc97937f3704d77fb14
F00082,tablas/cobertura_funding.csv,early/ETHUSDT/True/previous_closed_1m,eventos_unicos,1095,eventos,evidencia/corridas/run_f4151cc97937f3704d77fb14/funding_mark_audit.json,consumed[].settlement_mark_method,symbol=ETHUSDT;economic_window=True;method=previous_closed_1m,"count unique(symbol,funding_time)",run_f4151cc97937f3704d77fb14
F00083,tablas/resultados_principales.csv,early/permanent,capital_inicial_usdt,10000,USDT,evidencia/revision/scenario_summary.csv,capital_usdt,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00084,tablas/resultados_principales.csv,early/permanent,equity_final_usdt,10334.39901597150466630770000,USDT,evidencia/revision/scenario_summary.csv,final_equity_usdt,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00085,tablas/resultados_principales.csv,early/permanent,retorno_neto,0.03343990159715049,proporción,evidencia/revision/scenario_summary.csv,net_return,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00086,tablas/resultados_principales.csv,early/permanent,cagr,0.03343990159715049,proporción/año,evidencia/revision/scenario_summary.csv,cagr,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00087,tablas/resultados_principales.csv,early/permanent,sharpe,4.110076292959999,razón,evidencia/revision/scenario_summary.csv,sharpe,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00088,tablas/resultados_principales.csv,early/permanent,drawdown_diario,-0.0013593578430675102,proporción con signo,evidencia/revision/scenario_summary.csv,max_drawdown,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00089,tablas/resultados_principales.csv,early/permanent,aperturas_completas,6,aperturas,evidencia/revision/scenario_summary.csv,openings,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00090,tablas/resultados_principales.csv,early/permanent,ciclos_cerrados,4,ciclos,evidencia/revision/scenario_summary.csv,complete_cycles,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00091,tablas/resultados_principales.csv,early/permanent,intentos_orden_fallidos,240,órdenes/intentos,evidencia/revision/scenario_summary.csv,failed_attempts,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00092,tablas/resultados_principales.csv,early/permanent,aperturas_fallidas,0,ciclos sin apertura completa,evidencia/revision/scenario_summary.csv,failed_cycles,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00093,tablas/resultados_principales.csv,early/permanent,intentos_apertura,6,aperturas intentadas,evidencia/revision/scenario_summary.csv,opening_attempts,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00094,tablas/resultados_principales.csv,early/permanent,fills,72,fills,evidencia/revision/scenario_summary.csv,fills,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00095,tablas/resultados_principales.csv,early/permanent,fills_parciales,0,fills,evidencia/revision/scenario_summary.csv,partial_fills,window=early;scenario=vwap_joint;strategy=permanent,,run_f4151cc97937f3704d77fb14
F00096,datos/equity_diaria.csv,early/permanent/cada fecha_utc,equity_usdt,serie completa,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/equity_daily.csv,equity,strategy=permanent;partial_day=False;orden time_ns,copia decimal sin redondeo,run_f4151cc97937f3704d77fb14
F00097,datos/equity_diaria.csv,early/permanent/cada fecha_utc,retorno_diario_decimal,serie completa,proporción/día,evidencia/corridas/run_f4151cc97937f3704d77fb14/equity_daily.csv,equity; config.capital,strategy=permanent;partial_day=False;orden time_ns,equity_t/equity_anterior-1; primer denominador=capital; Decimal 60,run_f4151cc97937f3704d77fb14
F00098,datos/equity_diaria.csv,early/permanent/cada fecha_utc,retorno_diario_metricas,serie completa,proporción/día,evidencia/corridas/run_f4151cc97937f3704d77fb14/equity_daily.csv,equity; config.capital,strategy=permanent;partial_day=False;orden time_ns,"mismo cociente en binary64, convención de métricas persistidas",run_f4151cc97937f3704d77fb14
F00099,tablas/pnl_componentes.csv,early/permanent,spot_usdt,1214.821370064000000000000001,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt,strategy=permanent;component=spot_pnl,,run_f4151cc97937f3704d77fb14
F00100,tablas/pnl_componentes.csv,early/permanent,futuros_usdt,-1107.733089364199999999999999,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt,strategy=permanent;component=futures_pnl,,run_f4151cc97937f3704d77fb14
F00101,tablas/pnl_componentes.csv,early/permanent,funding_usdt,286.4577636637046663077,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt,strategy=permanent;component=funding,,run_f4151cc97937f3704d77fb14
F00102,tablas/pnl_componentes.csv,early/permanent,comisiones_usdt,-59.1470283920,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt,strategy=permanent;component=fees,,run_f4151cc97937f3704d77fb14
F00103,tablas/pnl_componentes.csv,early/permanent,liquidaciones_usdt,0,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt,strategy=permanent;component=liquidation_fees,,run_f4151cc97937f3704d77fb14
F00104,tablas/pnl_componentes.csv,early/permanent,slippage_informativo_usdt,8.053750550718323267728835638,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt,strategy=permanent;component=slippage_informational,,run_f4151cc97937f3704d77fb14
F00105,tablas/pnl_componentes.csv,early/permanent,precios_usdt,107.088280699800000000000002,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt; equity_daily.equity; config.capital,strategy=permanent,spot_usdt+futuros_usdt,run_f4151cc97937f3704d77fb14
F00106,tablas/pnl_componentes.csv,early/permanent,neto_componentes_usdt,334.399015971504666307700002,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt; equity_daily.equity; config.capital,strategy=permanent,spot+futuros+funding+comisiones+liquidaciones; excluye slippage informativo,run_f4151cc97937f3704d77fb14
F00107,tablas/pnl_componentes.csv,early/permanent,beneficio_equity_usdt,334.39901597150466630770000,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt; equity_daily.equity; config.capital,strategy=permanent,equity_final-capital_inicial,run_f4151cc97937f3704d77fb14
F00108,tablas/pnl_componentes.csv,early/permanent,residuo_conciliacion_usdt,-2E-24,USDT,evidencia/corridas/run_f4151cc97937f3704d77fb14/pnl_components.csv,amount_usdt; equity_daily.equity; config.capital,strategy=permanent,beneficio_equity-neto_componentes,run_f4151cc97937f3704d77fb14
F00109,tablas/actividad_y_rechazos.csv,early/permanent,capital_deployed_daily_avg_usdt,7187.874168040020271649548277,USDT,evidencia/revision/scenario_summary.csv,capital_deployed_daily_avg_usdt,window=early;scenario=vwap_joint;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00110,tablas/actividad_y_rechazos.csv,early/permanent,capital_deployed_daily_max_usdt,10536.70518614061608820136202,USDT,evidencia/revision/scenario_summary.csv,capital_deployed_daily_max_usdt,window=early;scenario=vwap_joint;strategy=permanent,copia,run_f4151cc97937f3704d77fb14
F00111,tablas/actividad_y_rechazos.csv,early/permanent,covered_asset_hours,13601.900000000,horas-activo,evidencia/revision/scenario_summary.csv,covered_asset_seconds,window=early;scenario=vwap_joint;strategy=permanent,segundos/3600,run_f4151cc97937f3704d77fb14
F00112,tablas/actividad_y_rechazos.csv,early/permanent,unhedged_asset_hours,4.6,horas-activo,evidencia/revision/scenario_summary.csv,unhedged_asset_seconds,window=early;scenario=vwap_joint;strategy=permanent,segundos/3600,run_f4151cc97937f3704d77fb14
F00113,tablas/actividad_y_rechazos.csv,early/permanent,dust_asset_hours,1065.400000000,horas-activo,evidencia/revision/scenario_summary.csv,dust_asset_seconds,window=early;scenario=vwap_joint;strategy=permanent,segundos/3600,run_f4151cc97937f3704d77fb14
F00114,tablas/resultados_principales.csv,late/conditional,capital_inicial_usdt,10000,USDT,evidencia/revision/scenario_summary.csv,capital_usdt,window=late;scenario=vwap_joint;strategy=conditional,,run_519a165818e2cadce24bc873
F00115,tablas/resultados_principales.csv,late/conditional,equity_final_usdt,10000,USDT,evidencia/revision/scenario_summary.csv,final_equity_usdt,window=late;scenario=vwap_joint;strategy=conditional,,run_519a165818e2cadce24bc873
