fact_id,source_id,derived_fact_id,tier_index,floor_exclusive_usdt,cap_inclusive_usdt,published_rate,derived_deduction_usdt,maintenance_at_cap,next_formula_at_cap,continuity_checked,boundary_selection_passed
TIERS_MARGAUG25_BTCUSDT_after,MARGAUG25,TIERS_MARGAUG25_BTCUSDT_after_DERIVED,8,480000000,600000000,0.125,26482000.0000,48518000.0000,48518000.0000,True,True
TIERS_MARGAUG25_BTCUSDT_after,MARGAUG25,TIERS_MARGAUG25_BTCUSDT_after_DERIVED,9,600000000,800000000,0.15,41482000.0000,78518000.0000,78518000.0000,True,True
TIERS_MARGAUG25_BTCUSDT_after,MARGAUG25,TIERS_MARGAUG25_BTCUSDT_after_DERIVED,10,800000000,1200000000,0.25,121482000.0000,178518000.0000,178518000.0000,True,True
TIERS_MARGAUG25_BTCUSDT_after,MARGAUG25,TIERS_MARGAUG25_BTCUSDT_after_DERIVED,11,1200000000,1800000000,0.5,421482000.0000,478518000.0000,,False,True
TIERS_MARGAUG25_ETHUSDT_before,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_before_DERIVED,0,0,300000,0.004,0,1200.000,1200.000,True,True
TIERS_MARGAUG25_ETHUSDT_before,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_before_DERIVED,1,300000,800000,0.005,300.000,3700.000,3700.0000,True,True
TIERS_MARGAUG25_ETHUSDT_before,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_before_DERIVED,2,800000,3000000,0.0065,1500.0000,18000.0000,18000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_before,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_before_DERIVED,3,3000000,12000000,0.01,12000.0000,108000.0000,108000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_before,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_before_DERIVED,4,12000000,50000000,0.02,132000.0000,868000.0000,868000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_before,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_before_DERIVED,5,50000000,65000000,0.025,382000.0000,1243000.0000,1243000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_before,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_before_DERIVED,6,65000000,150000000,0.05,2007000.0000,5493000.0000,5493000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_before,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_before_DERIVED,7,150000000,320000000,0.1,9507000.0000,22493000.0000,22493000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_before,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_before_DERIVED,8,320000000,400000000,0.125,17507000.0000,32493000.0000,32493000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_before,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_before_DERIVED,9,400000000,530000000,0.15,27507000.0000,51993000.0000,51993000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_before,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_before_DERIVED,10,530000000,800000000,0.25,80507000.0000,119493000.0000,119493000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_before,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_before_DERIVED,11,800000000,1200000000,0.5,280507000.0000,319493000.0000,,False,True
TIERS_MARGAUG25_ETHUSDT_after,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_after_DERIVED,0,0,300000,0.004,0,1200.000,1200.000,True,True
TIERS_MARGAUG25_ETHUSDT_after,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_after_DERIVED,1,300000,800000,0.005,300.000,3700.000,3700.0000,True,True
TIERS_MARGAUG25_ETHUSDT_after,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_after_DERIVED,2,800000,3000000,0.0065,1500.0000,18000.0000,18000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_after,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_after_DERIVED,3,3000000,12000000,0.01,12000.0000,108000.0000,108000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_after,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_after_DERIVED,4,12000000,50000000,0.02,132000.0000,868000.0000,868000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_after,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_after_DERIVED,5,50000000,65000000,0.025,382000.0000,1243000.0000,1243000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_after,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_after_DERIVED,6,65000000,150000000,0.05,2007000.0000,5493000.0000,5493000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_after,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_after_DERIVED,7,150000000,320000000,0.1,9507000.0000,22493000.0000,22493000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_after,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_after_DERIVED,8,320000000,400000000,0.125,17507000.0000,32493000.0000,32493000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_after,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_after_DERIVED,9,400000000,530000000,0.15,27507000.0000,51993000.0000,51993000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_after,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_after_DERIVED,10,530000000,800000000,0.25,80507000.0000,119493000.0000,119493000.0000,True,True
TIERS_MARGAUG25_ETHUSDT_after,MARGAUG25,TIERS_MARGAUG25_ETHUSDT_after_DERIVED,11,800000000,1200000000,0.5,280507000.0000,319493000.0000,,False,True
