window,symbol,sample_reason,decision_utc,conditional_funding_anchor_utc,spot_interval_utc,spot_available_utc,futures_interval_utc,futures_available_utc,spot_original_source_path,spot_original_source_line,spot_original_timestamp_unit,futures_original_source_path,futures_original_source_line,futures_original_timestamp_unit,spot_original_close,futures_original_close,basis_independent,conditional_basis_persisted,permanent_basis_persisted,classification_audited,conditional_basis_difference,permanent_basis_difference,audit_status,conditional_signal_id,permanent_signal_id
late,BTCUSDT,minimum,2026-03-04T16:01:00.000000000Z,2026-03-04T16:00:00.000000000Z,"[2026-03-04T16:00:00.000000000Z,2026-03-04T16:01:00.000000000Z)",2026-03-04T16:01:00.000000000Z,"[2026-03-04T16:00:00.000000000Z,2026-03-04T16:01:00.000000000Z)",2026-03-04T16:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-03.zip,5281,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-03.zip,5282,ms,73444.71000000,73378.20,-0.000905579176498892840614388701378220432758193204112317960000,-0.0009055791764988928406143887,-0.0009055791764988928406143887,negative,1.378220432758193204112317960000E-30,1.378220432758193204112317960000E-30,verified,run_519a165818e2cadce24bc873:signals.parquet:row=1109,run_519a165818e2cadce24bc873:signals.parquet:row=3299
late,BTCUSDT,temporal_grid_7/13,2026-03-16T08:01:00.010000000Z,2026-03-16T08:00:00.010000000Z,"[2026-03-16T08:00:00.000000000Z,2026-03-16T08:01:00.000000000Z)",2026-03-16T08:01:00.000000000Z,"[2026-03-16T08:00:00.000000000Z,2026-03-16T08:01:00.000000000Z)",2026-03-16T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-03.zip,22081,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-03.zip,22082,ms,73621.09000000,73600.10,-0.000285108519854840508338031941662368758734759292479913024923,-0.0002851085198548405083380319,-0.0002851085198548405083380319,negative,4.1662368758734759292479913024923E-29,4.1662368758734759292479913024923E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=1179,run_519a165818e2cadce24bc873:signals.parquet:row=3369
late,BTCUSDT,temporal_grid_8/13,2026-04-13T08:01:00.006000000Z,2026-04-13T08:00:00.006000000Z,"[2026-04-13T08:00:00.000000000Z,2026-04-13T08:01:00.000000000Z)",2026-04-13T08:01:00.000000000Z,"[2026-04-13T08:00:00.000000000Z,2026-04-13T08:01:00.000000000Z)",2026-04-13T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-04.zip,17761,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-04.zip,17762,ms,70780.01000000,70746.60,-0.000472025929354912495773877398434953597774286836071370998676,-0.0004720259293549124957738774,-0.0004720259293549124957738774,negative,-1.565046402225713163928629001324E-30,-1.565046402225713163928629001324E-30,verified,run_519a165818e2cadce24bc873:signals.parquet:row=1347,run_519a165818e2cadce24bc873:signals.parquet:row=3537
late,BTCUSDT,temporal_grid_9/13,2026-05-11T08:01:00.000000000Z,2026-05-11T08:00:00.000000000Z,"[2026-05-11T08:00:00.000000000Z,2026-05-11T08:01:00.000000000Z)",2026-05-11T08:01:00.000000000Z,"[2026-05-11T08:00:00.000000000Z,2026-05-11T08:01:00.000000000Z)",2026-05-11T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-05.zip,14881,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-05.zip,14882,ms,80753.19000000,80714.70,-0.000476637517353803608253742050314049513090442619046999877033,-0.0004766375173538036082537421,-0.0004766375173538036082537421,negative,-4.9685950486909557380953000122967E-29,-4.9685950486909557380953000122967E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=1515,run_519a165818e2cadce24bc873:signals.parquet:row=3705
late,BTCUSDT,temporal_grid_10/13,2026-06-08T08:01:00.005000000Z,2026-06-08T08:00:00.005000000Z,"[2026-06-08T08:00:00.000000000Z,2026-06-08T08:01:00.000000000Z)",2026-06-08T08:01:00.000000000Z,"[2026-06-08T08:00:00.000000000Z,2026-06-08T08:01:00.000000000Z)",2026-06-08T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-06.zip,10561,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-06.zip,10562,ms,63220.00000000,63188.70,-0.000495096488453021195824106295476115153432458082885162923126,-0.0004950964884530211958241063,-0.0004950964884530211958241063,negative,-4.523884846567541917114837076874E-30,-4.523884846567541917114837076874E-30,verified,run_519a165818e2cadce24bc873:signals.parquet:row=1683,run_519a165818e2cadce24bc873:signals.parquet:row=3873
late,BTCUSDT,temporal_grid_11/13,2026-07-06T08:01:00.000000000Z,2026-07-06T08:00:00.000000000Z,"[2026-07-06T08:00:00.000000000Z,2026-07-06T08:01:00.000000000Z)",2026-07-06T08:01:00.000000000Z,"[2026-07-06T08:00:00.000000000Z,2026-07-06T08:01:00.000000000Z)",2026-07-06T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-07.zip,7681,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-07.zip,7682,ms,63145.54000000,63125.00,-0.000325280296914081342878689452968491519749454989220141279970,-0.0003252802969140813428786895,-0.0003252802969140813428786895,negative,-4.7031508480250545010779858720030E-29,-4.7031508480250545010779858720030E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=1851,run_519a165818e2cadce24bc873:signals.parquet:row=4041
late,BTCUSDT,temporal_grid_12/13,2026-08-03T08:01:00.000000000Z,2026-08-03T08:00:00.000000000Z,"[2026-08-03T08:00:00.000000000Z,2026-08-03T08:01:00.000000000Z)",2026-08-03T08:01:00.000000000Z,"[2026-08-03T08:00:00.000000000Z,2026-08-03T08:01:00.000000000Z)",2026-08-03T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,3361,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,3362,ms,62642.00000000,62614.90,-0.000432617093962517161010184859998084352351457488585932760768,-0.0004326170939625171610101849,-0.0004326170939625171610101849,negative,-4.0001915647648542511414067239232E-29,-4.0001915647648542511414067239232E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=2019,run_519a165818e2cadce24bc873:signals.parquet:row=4209
late,BTCUSDT,nearest_zero,2026-08-20T08:01:00.000000000Z,2026-08-20T08:00:00.000000000Z,"[2026-08-20T08:00:00.000000000Z,2026-08-20T08:01:00.000000000Z)",2026-08-20T08:01:00.000000000Z,"[2026-08-20T08:00:00.000000000Z,2026-08-20T08:01:00.000000000Z)",2026-08-20T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,27841,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,27842,ms,69790.00000000,69788.80,-0.000017194440464249892534747098438171657830634761427138558533,-0.0000171944404642498925347471,-0.0000171944404642498925347471,negative,-1.561828342169365238572861441467E-30,-1.561828342169365238572861441467E-30,verified,run_519a165818e2cadce24bc873:signals.parquet:row=2121,run_519a165818e2cadce24bc873:signals.parquet:row=4311
late,BTCUSDT,nearest_zero,2026-08-21T08:01:00.000000000Z,2026-08-21T08:00:00.000000000Z,"[2026-08-21T08:00:00.000000000Z,2026-08-21T08:01:00.000000000Z)",2026-08-21T08:01:00.000000000Z,"[2026-08-21T08:00:00.000000000Z,2026-08-21T08:01:00.000000000Z)",2026-08-21T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,29281,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,29282,ms,76341.99000000,76345.00,0.00003942784305203466663627709992888579404335674246898725066,0.000039427843052034666636277,0.000039427843052034666636277,positive_eligible,-9.992888579404335674246898725066E-29,-9.992888579404335674246898725066E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=2127,run_519a165818e2cadce24bc873:signals.parquet:row=4317
late,BTCUSDT,nearest_zero,2026-08-21T16:01:00.001000000Z,2026-08-21T16:00:00.001000000Z,"[2026-08-21T16:00:00.000000000Z,2026-08-21T16:01:00.000000000Z)",2026-08-21T16:01:00.000000000Z,"[2026-08-21T16:00:00.000000000Z,2026-08-21T16:01:00.000000000Z)",2026-08-21T16:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,29761,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,29762,ms,77283.14000000,77284.60,0.00001889157195217482105411348451939193982025057470490976428,0.000018891571952174821054113,0.000018891571952174821054113,positive_eligible,-4.8451939193982025057470490976428E-28,-4.8451939193982025057470490976428E-28,verified,run_519a165818e2cadce24bc873:signals.parquet:row=2129,run_519a165818e2cadce24bc873:signals.parquet:row=4319
late,BTCUSDT,nearest_zero,2026-08-22T08:01:00.000000000Z,2026-08-22T08:00:00.000000000Z,"[2026-08-22T08:00:00.000000000Z,2026-08-22T08:01:00.000000000Z)",2026-08-22T08:01:00.000000000Z,"[2026-08-22T08:00:00.000000000Z,2026-08-22T08:01:00.000000000Z)",2026-08-22T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,30721,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,30722,ms,77335.36000000,77331.50,-0.000049912485052115875583950213718537031443313899359878844554,-0.0000499124850521158755839502,-0.0000499124850521158755839502,negative,1.3718537031443313899359878844554E-29,1.3718537031443313899359878844554E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=2133,run_519a165818e2cadce24bc873:signals.parquet:row=4323
late,BTCUSDT,maximum,2026-08-23T08:01:00.000000000Z,2026-08-23T08:00:00.000000000Z,"[2026-08-23T08:00:00.000000000Z,2026-08-23T08:01:00.000000000Z)",2026-08-23T08:01:00.000000000Z,"[2026-08-23T08:00:00.000000000Z,2026-08-23T08:01:00.000000000Z)",2026-08-23T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,32161,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,32162,ms,76007.12000000,76023.60,0.00021682179248470406456658270961983561540024145106405820928,0.000216821792484704064566583,0.000216821792484704064566583,positive_eligible,2.9038016438459975854893594179072E-28,2.9038016438459975854893594179072E-28,verified,run_519a165818e2cadce24bc873:signals.parquet:row=2139,run_519a165818e2cadce24bc873:signals.parquet:row=4329
late,BTCUSDT,temporal_grid_13/13,2026-08-31T16:01:00.001000000Z,2026-08-31T16:00:00.001000000Z,"[2026-08-31T16:00:00.000000000Z,2026-08-31T16:01:00.000000000Z)",2026-08-31T16:01:00.000000000Z,"[2026-08-31T16:00:00.000000000Z,2026-08-31T16:01:00.000000000Z)",2026-08-31T16:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,44161,us,data/minutes/2025_2026/raw/futures/klines/BTCUSDT/BTCUSDT-1m-2026-08.zip,44162,ms,78574.01000000,78534.20,-0.000506656081317473805906049595788734722842833145463748127402,-0.0005066560813174738059060496,-0.0005066560813174738059060496,negative,-4.211265277157166854536251872598E-30,-4.211265277157166854536251872598E-30,verified,run_519a165818e2cadce24bc873:signals.parquet:row=2189,run_519a165818e2cadce24bc873:signals.parquet:row=4379
late,ETHUSDT,temporal_grid_0/14,2025-09-01T00:01:00.000000000Z,2025-09-01T00:00:00.000000000Z,"[2025-09-01T00:00:00.000000000Z,2025-09-01T00:01:00.000000000Z)",2025-09-01T00:01:00.000000000Z,"[2025-09-01T00:00:00.000000000Z,2025-09-01T00:01:00.000000000Z)",2025-09-01T00:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2025-09.zip,1,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2025-09.zip,2,ms,4389.95000000,4387.75,-0.000501144659961958564448342236244148566612375995170787822185,-0.0005011446599619585644483422,-0.0005011446599619585644483422,negative,3.6244148566612375995170787822185E-29,3.6244148566612375995170787822185E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=2,run_519a165818e2cadce24bc873:signals.parquet:row=2192
late,ETHUSDT,temporal_grid_1/14,2025-09-27T00:01:00.000000000Z,2025-09-27T00:00:00.000000000Z,"[2025-09-27T00:00:00.000000000Z,2025-09-27T00:01:00.000000000Z)",2025-09-27T00:01:00.000000000Z,"[2025-09-27T00:00:00.000000000Z,2025-09-27T00:01:00.000000000Z)",2025-09-27T00:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2025-09.zip,37441,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2025-09.zip,37442,ms,4028.93000000,4026.63,-0.000570871174232364424301241272496667849776491525045111233007,-0.0005708711742323644243012413,-0.0005708711742323644243012413,negative,-2.7503332150223508474954888766993E-29,-2.7503332150223508474954888766993E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=158,run_519a165818e2cadce24bc873:signals.parquet:row=2348
late,ETHUSDT,minimum,2025-10-11T00:01:00.000000000Z,2025-10-11T00:00:00.000000000Z,"[2025-10-11T00:00:00.000000000Z,2025-10-11T00:01:00.000000000Z)",2025-10-11T00:01:00.000000000Z,"[2025-10-11T00:00:00.000000000Z,2025-10-11T00:01:00.000000000Z)",2025-10-11T00:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2025-10.zip,14401,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2025-10.zip,14402,ms,3827.99000000,3819.64,-0.002181301414058030454625012082058730560947128910995065295364,-0.0021813014140580304546250121,-0.0021813014140580304546250121,negative,-1.7941269439052871089004934704636E-29,-1.7941269439052871089004934704636E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=242,run_519a165818e2cadce24bc873:signals.parquet:row=2432
late,ETHUSDT,temporal_grid_2/14,2025-10-23T00:01:00.000000000Z,2025-10-23T00:00:00.000000000Z,"[2025-10-23T00:00:00.000000000Z,2025-10-23T00:01:00.000000000Z)",2025-10-23T00:01:00.000000000Z,"[2025-10-23T00:00:00.000000000Z,2025-10-23T00:01:00.000000000Z)",2025-10-23T00:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2025-10.zip,31681,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2025-10.zip,31682,ms,3804.31000000,3802.42,-0.000496804939660542910540939092765836643175766433334822871953,-0.0004968049396605429105409391,-0.0004968049396605429105409391,negative,-7.234163356824233566665177128047E-30,-7.234163356824233566665177128047E-30,verified,run_519a165818e2cadce24bc873:signals.parquet:row=314,run_519a165818e2cadce24bc873:signals.parquet:row=2504
late,ETHUSDT,nearest_zero,2025-10-29T16:01:00.000000000Z,2025-10-29T16:00:00.000000000Z,"[2025-10-29T16:00:00.000000000Z,2025-10-29T16:01:00.000000000Z)",2025-10-29T16:01:00.000000000Z,"[2025-10-29T16:00:00.000000000Z,2025-10-29T16:01:00.000000000Z)",2025-10-29T16:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2025-10.zip,41281,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2025-10.zip,41282,ms,3947.73000000,3947.06,-0.000169717787184027276434811904562875373949079597642189308793,-0.0001697177871840272764348119,-0.0001697177871840272764348119,negative,4.562875373949079597642189308793E-30,4.562875373949079597642189308793E-30,verified,run_519a165818e2cadce24bc873:signals.parquet:row=354,run_519a165818e2cadce24bc873:signals.parquet:row=2544
late,ETHUSDT,temporal_grid_3/14,2025-11-18T00:01:00.002000000Z,2025-11-18T00:00:00.002000000Z,"[2025-11-18T00:00:00.000000000Z,2025-11-18T00:01:00.000000000Z)",2025-11-18T00:01:00.000000000Z,"[2025-11-18T00:00:00.000000000Z,2025-11-18T00:01:00.000000000Z)",2025-11-18T00:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2025-11.zip,24481,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2025-11.zip,24482,ms,3030.07000000,3028.36,-0.000564343398007306761889989340180259861983386522423574372869,-0.0005643433980073067618899893,-0.0005643433980073067618899893,negative,4.0180259861983386522423574372869E-29,4.0180259861983386522423574372869E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=470,run_519a165818e2cadce24bc873:signals.parquet:row=2660
late,ETHUSDT,temporal_grid_4/14,2025-12-14T00:01:00.000000000Z,2025-12-14T00:00:00.000000000Z,"[2025-12-14T00:00:00.000000000Z,2025-12-14T00:01:00.000000000Z)",2025-12-14T00:01:00.000000000Z,"[2025-12-14T00:00:00.000000000Z,2025-12-14T00:01:00.000000000Z)",2025-12-14T00:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2025-12.zip,18721,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2025-12.zip,18722,ms,3115.37000000,3114.21,-0.000372347425827429807695394126540346732490843784205407383393,-0.0003723474258274298076953941,-0.0003723474258274298076953941,negative,2.6540346732490843784205407383393E-29,2.6540346732490843784205407383393E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=626,run_519a165818e2cadce24bc873:signals.parquet:row=2816
late,ETHUSDT,temporal_grid_5/14,2026-01-09T00:01:00.003000000Z,2026-01-09T00:00:00.003000000Z,"[2026-01-09T00:00:00.000000000Z,2026-01-09T00:01:00.000000000Z)",2026-01-09T00:01:00.000000000Z,"[2026-01-09T00:00:00.000000000Z,2026-01-09T00:01:00.000000000Z)",2026-01-09T00:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2026-01.zip,11521,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2026-01.zip,11522,ms,3107.47000000,3106.38,-0.000350767666300881424438530380019758839184288182991308041590,-0.0003507676663008814244385304,-0.0003507676663008814244385304,negative,-1.9980241160815711817008691958410E-29,-1.9980241160815711817008691958410E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=782,run_519a165818e2cadce24bc873:signals.parquet:row=2972
late,ETHUSDT,temporal_grid_6/14,2026-02-04T00:01:00.002000000Z,2026-02-04T00:00:00.002000000Z,"[2026-02-04T00:00:00.000000000Z,2026-02-04T00:01:00.000000000Z)",2026-02-04T00:01:00.000000000Z,"[2026-02-04T00:00:00.000000000Z,2026-02-04T00:01:00.000000000Z)",2026-02-04T00:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2026-02.zip,4321,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2026-02.zip,4322,ms,2230.00000000,2228.40,-0.000717488789237668161434977578475336322869955156950672645740,-0.0007174887892376681614349776,-0.0007174887892376681614349776,negative,-2.1524663677130044843049327354260E-29,-2.1524663677130044843049327354260E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=938,run_519a165818e2cadce24bc873:signals.parquet:row=3128
late,ETHUSDT,temporal_grid_7/14,2026-03-02T08:01:00.007000000Z,2026-03-02T08:00:00.007000000Z,"[2026-03-02T08:00:00.000000000Z,2026-03-02T08:01:00.000000000Z)",2026-03-02T08:01:00.000000000Z,"[2026-03-02T08:00:00.000000000Z,2026-03-02T08:01:00.000000000Z)",2026-03-02T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2026-03.zip,1921,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2026-03.zip,1922,ms,1938.72000000,1937.32,-0.000722125938763720392836510687463893703061813980358174465627,-0.0007221259387637203928365107,-0.0007221259387637203928365107,negative,-1.2536106296938186019641825534373E-29,-1.2536106296938186019641825534373E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=1096,run_519a165818e2cadce24bc873:signals.parquet:row=3286
late,ETHUSDT,temporal_grid_8/14,2026-03-28T08:01:00.005000000Z,2026-03-28T08:00:00.005000000Z,"[2026-03-28T08:00:00.000000000Z,2026-03-28T08:01:00.000000000Z)",2026-03-28T08:01:00.000000000Z,"[2026-03-28T08:00:00.000000000Z,2026-03-28T08:01:00.000000000Z)",2026-03-28T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2026-03.zip,39361,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2026-03.zip,39362,ms,2006.15000000,2004.96,-0.000593175983849662288462976347730728011365052463674201829375,-0.0005931759838496622884629763,-0.0005931759838496622884629763,negative,4.7730728011365052463674201829375E-29,4.7730728011365052463674201829375E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=1252,run_519a165818e2cadce24bc873:signals.parquet:row=3442
late,ETHUSDT,temporal_grid_9/14,2026-04-23T08:01:00.000000000Z,2026-04-23T08:00:00.000000000Z,"[2026-04-23T08:00:00.000000000Z,2026-04-23T08:01:00.000000000Z)",2026-04-23T08:01:00.000000000Z,"[2026-04-23T08:00:00.000000000Z,2026-04-23T08:01:00.000000000Z)",2026-04-23T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2026-04.zip,32161,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2026-04.zip,32162,ms,2344.23000000,2342.89,-0.000571616266321990589660570848423576184930659534260716738545,-0.0005716162663219905896605708,-0.0005716162663219905896605708,negative,4.8423576184930659534260716738545E-29,4.8423576184930659534260716738545E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=1408,run_519a165818e2cadce24bc873:signals.parquet:row=3598
late,ETHUSDT,temporal_grid_10/14,2026-05-19T08:01:00.001000000Z,2026-05-19T08:00:00.001000000Z,"[2026-05-19T08:00:00.000000000Z,2026-05-19T08:01:00.000000000Z)",2026-05-19T08:01:00.000000000Z,"[2026-05-19T08:00:00.000000000Z,2026-05-19T08:01:00.000000000Z)",2026-05-19T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2026-05.zip,26401,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2026-05.zip,26402,ms,2140.40000000,2139.33,-0.000499906559521584750513922631283872173425527938703046159596,-0.0004999065595215847505139226,-0.0004999065595215847505139226,negative,3.1283872173425527938703046159596E-29,3.1283872173425527938703046159596E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=1564,run_519a165818e2cadce24bc873:signals.parquet:row=3754
late,ETHUSDT,temporal_grid_11/14,2026-06-14T08:01:00.009000000Z,2026-06-14T08:00:00.009000000Z,"[2026-06-14T08:00:00.000000000Z,2026-06-14T08:01:00.000000000Z)",2026-06-14T08:01:00.000000000Z,"[2026-06-14T08:00:00.000000000Z,2026-06-14T08:01:00.000000000Z)",2026-06-14T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2026-06.zip,19201,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2026-06.zip,19202,ms,1675.43000000,1674.54,-0.000531206914045946413756468488686486454223691828366449210054,-0.0005312069140459464137564685,-0.0005312069140459464137564685,negative,-1.1313513545776308171633550789946E-29,-1.1313513545776308171633550789946E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=1720,run_519a165818e2cadce24bc873:signals.parquet:row=3910
late,ETHUSDT,temporal_grid_12/14,2026-07-10T08:01:00.005000000Z,2026-07-10T08:00:00.005000000Z,"[2026-07-10T08:00:00.000000000Z,2026-07-10T08:01:00.000000000Z)",2026-07-10T08:01:00.000000000Z,"[2026-07-10T08:00:00.000000000Z,2026-07-10T08:01:00.000000000Z)",2026-07-10T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2026-07.zip,13441,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2026-07.zip,13442,ms,1772.94000000,1772.00,-0.000530192787121955621735648132480512594898868546030886550024,-0.0005301927871219556217356481,-0.0005301927871219556217356481,negative,3.2480512594898868546030886550024E-29,3.2480512594898868546030886550024E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=1876,run_519a165818e2cadce24bc873:signals.parquet:row=4066
late,ETHUSDT,temporal_grid_13/14,2026-08-05T08:01:00.004000000Z,2026-08-05T08:00:00.004000000Z,"[2026-08-05T08:00:00.000000000Z,2026-08-05T08:01:00.000000000Z)",2026-08-05T08:01:00.000000000Z,"[2026-08-05T08:00:00.000000000Z,2026-08-05T08:01:00.000000000Z)",2026-08-05T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2026-08.zip,6241,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2026-08.zip,6242,ms,1873.31000000,1872.68,-0.000336303121213253545862670887359806972684713154790184219376,-0.0003363031212132535458626709,-0.0003363031212132535458626709,negative,-1.2640193027315286845209815780624E-29,-1.2640193027315286845209815780624E-29,verified,run_519a165818e2cadce24bc873:signals.parquet:row=2032,run_519a165818e2cadce24bc873:signals.parquet:row=4222
late,ETHUSDT,nearest_zero,2026-08-20T08:01:00.000000000Z,2026-08-20T08:00:00.000000000Z,"[2026-08-20T08:00:00.000000000Z,2026-08-20T08:01:00.000000000Z)",2026-08-20T08:01:00.000000000Z,"[2026-08-20T08:00:00.000000000Z,2026-08-20T08:01:00.000000000Z)",2026-08-20T08:01:00.000000000Z,data/minutes/2025_2026/raw/spot/klines/ETHUSDT/ETHUSDT-1m-2026-08.zip,27841,us,data/minutes/2025_2026/raw/futures/klines/ETHUSDT/ETHUSDT-1m-2026-08.zip,27842,ms,2251.20000000,2250.92,-0.000124378109452736318407960199004975124378109452736318407960,-0.0001243781094527363184079602,-0.0001243781094527363184079602,negative,-9.95024875621890547263681592040E-31,-9.95024875621890547263681592040E-31,verified,run_519a165818e2cadce24bc873:signals.parquet:row=2122,run_519a165818e2cadce24bc873:signals.parquet:row=4312
