symbol,year,funding_time,funding_time_utc,funding_rate,rate_available_at,interval_hours,price_method,official_price,previous_closed_mark_price,saved_price,relative_error_bps,mark_open_time,mark_close_time,mark_available_at,mark_age_milliseconds,mark_estimation_method,mark_anchor_open_time,mark_source_file,funding_source_file
BTCUSDT,2022,1641398400000000000,2022-01-05T16:00:00.000000000Z,0.00010000,1641398460000000000,7.999995277777777777777777778,previous_closed_1m,,46611,46611,,1641398340000000000,1641398399999000000,1641398400000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641427200002000000,2022-01-06T00:00:00.002000000Z,0.00010000,1641427260002000000,8.000000555555555555555555556,previous_closed_1m,,43395.70000000,43395.70000000,,1641427140000000000,1641427199999000000,1641427200000000000,3,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641456000021000000,2022-01-06T08:00:00.021000000Z,0.00010000,1641456060021000000,8.000005277777777777777777778,previous_closed_1m,,43229.89728107,43229.89728107,,1641455940000000000,1641455999999000000,1641456000000000000,22,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641484800006000000,2022-01-06T16:00:00.006000000Z,0.00010000,1641484860006000000,7.999995833333333333333333333,previous_closed_1m,,42944.86000000,42944.86000000,,1641484740000000000,1641484799999000000,1641484800000000000,7,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641513600005000000,2022-01-07T00:00:00.005000000Z,0.00010000,1641513660005000000,7.999999722222222222222222222,previous_closed_1m,,43080,43080,,1641513540000000000,1641513599999000000,1641513600000000000,6,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641542400000000000,2022-01-07T08:00:00.000000000Z,0.00010000,1641542460000000000,7.999998611111111111111111111,previous_closed_1m,,41696.41749038,41696.41749038,,1641542340000000000,1641542399999000000,1641542400000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641571200001000000,2022-01-07T16:00:00.001000000Z,0.00010000,1641571260001000000,8.000000277777777777777777778,previous_closed_1m,,41319.99000000,41319.99000000,,1641571140000000000,1641571199999000000,1641571200000000000,2,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641600000014000000,2022-01-08T00:00:00.014000000Z,0.00010000,1641600060014000000,8.000003611111111111111111111,previous_closed_1m,,41550.45000000,41550.45000000,,1641599940000000000,1641599999999000000,1641600000000000000,15,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641628800013000000,2022-01-08T08:00:00.013000000Z,0.00010000,1641628860013000000,7.999999722222222222222222222,previous_closed_1m,,41903.67000000,41903.67000000,,1641628740000000000,1641628799999000000,1641628800000000000,14,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641657600000000000,2022-01-08T16:00:00.000000000Z,0.00010000,1641657660000000000,7.999996388888888888888888889,previous_closed_1m,,41605.61101703,41605.61101703,,1641657540000000000,1641657599999000000,1641657600000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641686400003000000,2022-01-09T00:00:00.003000000Z,0.00010000,1641686460003000000,8.000000833333333333333333333,previous_closed_1m,,41685.46232636,41685.46232636,,1641686340000000000,1641686399999000000,1641686400000000000,4,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641715200000000000,2022-01-09T08:00:00.000000000Z,0.00010000,1641715260000000000,7.999999166666666666666666667,previous_closed_1m,,41785.80632097,41785.80632097,,1641715140000000000,1641715199999000000,1641715200000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641744000000000000,2022-01-09T16:00:00.000000000Z,0.00010000,1641744060000000000,8,previous_closed_1m,,41617.54488578,41617.54488578,,1641743940000000000,1641743999999000000,1641744000000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641772800000000000,2022-01-10T00:00:00.000000000Z,0.00010000,1641772860000000000,8,previous_closed_1m,,41850,41850,,1641772740000000000,1641772799999000000,1641772800000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641801600010000000,2022-01-10T08:00:00.010000000Z,0.00004522,1641801660010000000,8.000002777777777777777777778,previous_closed_1m,,42032.00977110,42032.00977110,,1641801540000000000,1641801599999000000,1641801600000000000,11,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641830400007000000,2022-01-10T16:00:00.007000000Z,0.00010000,1641830460007000000,7.999999166666666666666666667,previous_closed_1m,,40968.60444814,40968.60444814,,1641830340000000000,1641830399999000000,1641830400000000000,8,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641859200013000000,2022-01-11T00:00:00.013000000Z,0.00010000,1641859260013000000,8.000001666666666666666666667,previous_closed_1m,,41803.05856743,41803.05856743,,1641859140000000000,1641859199999000000,1641859200000000000,14,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641888000004000000,2022-01-11T08:00:00.004000000Z,0.00007394,1641888060004000000,7.9999975,previous_closed_1m,,42184.13352742,42184.13352742,,1641887940000000000,1641887999999000000,1641888000000000000,5,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641916800000000000,2022-01-11T16:00:00.000000000Z,0.00010000,1641916860000000000,7.999998888888888888888888889,previous_closed_1m,,41719.26496261,41719.26496261,,1641916740000000000,1641916799999000000,1641916800000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641945600012000000,2022-01-12T00:00:00.012000000Z,-0.00004772,1641945660012000000,8.000003333333333333333333333,previous_closed_1m,,42702.41787332,42702.41787332,,1641945540000000000,1641945599999000000,1641945600000000000,13,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1641974400015000000,2022-01-12T08:00:00.015000000Z,0.00009625,1641974460015000000,8.000000833333333333333333333,previous_closed_1m,,42551.96000000,42551.96000000,,1641974340000000000,1641974399999000000,1641974400000000000,16,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642003200000000000,2022-01-12T16:00:00.000000000Z,-0.00005342,1642003260000000000,7.999995833333333333333333333,previous_closed_1m,,43540.49000000,43540.49000000,,1642003140000000000,1642003199999000000,1642003200000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642032000007000000,2022-01-13T00:00:00.007000000Z,-0.00007506,1642032060007000000,8.000001944444444444444444444,previous_closed_1m,,43880.72000000,43880.72000000,,1642031940000000000,1642031999999000000,1642032000000000000,8,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642060800000000000,2022-01-13T08:00:00.000000000Z,0.00010000,1642060860000000000,7.999998055555555555555555556,previous_closed_1m,,43685.59724257,43685.59724257,,1642060740000000000,1642060799999000000,1642060800000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642089600014000000,2022-01-13T16:00:00.014000000Z,-0.00006081,1642089660014000000,8.000003888888888888888888889,previous_closed_1m,,43177.12409895,43177.12409895,,1642089540000000000,1642089599999000000,1642089600000000000,15,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642118400000000000,2022-01-14T00:00:00.000000000Z,0.00000592,1642118460000000000,7.999996111111111111111111111,previous_closed_1m,,42555.75000000,42555.75000000,,1642118340000000000,1642118399999000000,1642118400000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642147200006000000,2022-01-14T08:00:00.006000000Z,-0.00009170,1642147260006000000,8.000001666666666666666666667,previous_closed_1m,,42627.99000000,42627.99000000,,1642147140000000000,1642147199999000000,1642147200000000000,7,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642176000014000000,2022-01-14T16:00:00.014000000Z,-0.00006655,1642176060014000000,8.000002222222222222222222222,previous_closed_1m,,43086.19000000,43086.19000000,,1642175940000000000,1642175999999000000,1642176000000000000,15,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642204800000000000,2022-01-15T00:00:00.000000000Z,0.00002282,1642204860000000000,7.999996111111111111111111111,previous_closed_1m,,43048.19100549,43048.19100549,,1642204740000000000,1642204799999000000,1642204800000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642233600002000000,2022-01-15T08:00:00.002000000Z,0.00010000,1642233660002000000,8.000000555555555555555555556,previous_closed_1m,,43074,43074,,1642233540000000000,1642233599999000000,1642233600000000000,3,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642262400000000000,2022-01-15T16:00:00.000000000Z,0.00002661,1642262460000000000,7.999999444444444444444444444,previous_closed_1m,,43370,43370,,1642262340000000000,1642262399999000000,1642262400000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642291200000000000,2022-01-16T00:00:00.000000000Z,0.00009070,1642291260000000000,8,previous_closed_1m,,43070.51000000,43070.51000000,,1642291140000000000,1642291199999000000,1642291200000000000,1,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642320000017000000,2022-01-16T08:00:00.017000000Z,-0.00002330,1642320060017000000,8.000004722222222222222222222,previous_closed_1m,,43169.58642557,43169.58642557,,1642319940000000000,1642319999999000000,1642320000000000000,18,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2022,1642348800011000000,2022-01-16T16:00:00.011000000Z,0.00003620,1642348860011000000,7.999998333333333333333333333,previous_closed_1m,,43205.58422153,43205.58422153,,1642348740000000000,1642348799999000000,1642348800000000000,12,official,,BTCUSDT-1m-2022-01.zip,funding-1638403200000-1788220799999.json
