symbol,year,funding_time,funding_time_utc,funding_rate,rate_available_at,interval_hours,price_method,official_price,previous_closed_mark_price,saved_price,relative_error_bps,mark_open_time,mark_close_time,mark_available_at,mark_age_milliseconds,mark_estimation_method,mark_anchor_open_time,mark_source_file,funding_source_file
BTCUSDT,2024,1707465600000000000,2024-02-09T08:00:00.000000000Z,0.00010000,1707465660000000000,8,exact,46189.13810284,46189.13810284,46189.13810284,0,1707465540000000000,1707465599999000000,1707465600000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707494400001000000,2024-02-09T16:00:00.001000000Z,0.00009801,1707494460001000000,8.000000277777777777777777778,exact,47136.90000000,47135.80000000,47136.90000000,-0.2333628219081017207325900000,1707494340000000000,1707494399999000000,1707494400000000000,2,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707523200001000000,2024-02-10T00:00:00.001000000Z,0.00008041,1707523260001000000,8,exact,47116.64691288,47119.90000000,47116.64691288,0.690432646027432557370010000,1707523140000000000,1707523199999000000,1707523200000000000,2,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707552000000000000,2024-02-10T08:00:00.000000000Z,0.00010000,1707552060000000000,7.999999722222222222222222222,exact,47132.38896970,47132.95260606,47132.38896970,0.119585782159768077944040000,1707551940000000000,1707551999999000000,1707552000000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707580800000000000,2024-02-10T16:00:00.000000000Z,0.00010000,1707580860000000000,8,exact,47334.57771120,47334.58680211,47334.57771120,0.001920564297724571859140000,1707580740000000000,1707580799999000000,1707580800000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707609600000000000,2024-02-11T00:00:00.000000000Z,0.00010000,1707609660000000000,8,exact,47734.61973485,47735.43587121,47734.61973485,0.170973680011146443712250000,1707609540000000000,1707609599999000000,1707609600000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707638400001000000,2024-02-11T08:00:00.001000000Z,0.00010000,1707638460001000000,8.000000277777777777777777778,exact,48169.53924621,48169.10000000,48169.53924621,-0.0911875465021310288169940000,1707638340000000000,1707638399999000000,1707638400000000000,2,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707667200000000000,2024-02-11T16:00:00.000000000Z,0.00010000,1707667260000000000,7.999999722222222222222222222,exact,48145.85068561,48145.85477652,48145.85068561,0.000849691082771273053470000,1707667140000000000,1707667199999000000,1707667200000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707696000000000000,2024-02-12T00:00:00.000000000Z,0.00010000,1707696060000000000,8,exact,48298.07332955,48297.93764773,48298.07332955,-0.0280925947240604280151280000,1707695940000000000,1707695999999000000,1707696000000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707724800000000000,2024-02-12T08:00:00.000000000Z,0.00010000,1707724860000000000,8,exact,48206.78867803,48206.78413258,48206.78867803,-0.0009429066164018442149900000,1707724740000000000,1707724799999000000,1707724800000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707753600000000000,2024-02-12T16:00:00.000000000Z,0.00010000,1707753660000000000,8,exact,49919.40000000,49919.90000000,49919.40000000,0.100161460273961626141340000,1707753540000000000,1707753599999000000,1707753600000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707782400000000000,2024-02-13T00:00:00.000000000Z,0.00010000,1707782460000000000,8,exact,49935.64595076,49935.63231439,49935.64595076,-0.0027307887462688284410350000,1707782340000000000,1707782399999000000,1707782400000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707811200000000000,2024-02-13T08:00:00.000000000Z,0.00010000,1707811260000000000,8,exact,50016.04285106,50016.23689362,50016.04285106,0.038796064010467316931070000,1707811140000000000,1707811199999000000,1707811200000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707840000000000000,2024-02-13T16:00:00.000000000Z,0.00010000,1707840060000000000,8,exact,48753.20000000,48750.10000000,48753.20000000,-0.6358556976772806708072500000,1707839940000000000,1707839999999000000,1707840000000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707868800000000000,2024-02-14T00:00:00.000000000Z,0.00010000,1707868860000000000,8,exact,49697.29248227,49697.28120567,49697.29248227,-0.0022690572135339240944760000,1707868740000000000,1707868799999000000,1707868800000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707897600000000000,2024-02-14T08:00:00.000000000Z,0.00010000,1707897660000000000,8,exact,49841.90018794,49841.88274113,49841.90018794,-0.0035004303476016989816150000,1707897540000000000,1707897599999000000,1707897600000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707926400000000000,2024-02-14T16:00:00.000000000Z,0.00012283,1707926460000000000,8,exact,51610.33415603,51609.20000000,51610.33415603,-0.2197536692111280464293780000,1707926340000000000,1707926399999000000,1707926400000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707955200000000000,2024-02-15T00:00:00.000000000Z,0.00010000,1707955260000000000,8,exact,51816.90327305,51809.06603901,51816.90327305,-1.512485992978308634486952000,1707955140000000000,1707955199999000000,1707955200000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1707984000000000000,2024-02-15T08:00:00.000000000Z,0.00010000,1707984060000000000,8,exact,51802.40000000,51802.40000000,51802.40000000,0,1707983940000000000,1707983999999000000,1707984000000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708012800000000000,2024-02-15T16:00:00.000000000Z,0.00010000,1708012860000000000,8,exact,51961.58883688,51961.58883688,51961.58883688,0,1708012740000000000,1708012799999000000,1708012800000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708041600000000000,2024-02-16T00:00:00.000000000Z,0.00010000,1708041660000000000,8,exact,51899.10000000,51900,51899.10000000,0.173413411793268091354190000,1708041540000000000,1708041599999000000,1708041600000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708070400000000000,2024-02-16T08:00:00.000000000Z,0.00010000,1708070460000000000,8,exact,51779.57268794,51777.29821986,51779.57268794,-0.4392597238504726453572430000,1708070340000000000,1708070399999000000,1708070400000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708099200000000000,2024-02-16T16:00:00.000000000Z,0.00010000,1708099260000000000,8,exact,51909.30000000,51909.30000000,51909.30000000,0,1708099140000000000,1708099199999000000,1708099200000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708128000000000000,2024-02-17T00:00:00.000000000Z,0.00010000,1708128060000000000,8,exact,52145.88278014,52145.88639716,52145.88278014,0.000693634819694251825360000,1708127940000000000,1708127999999000000,1708128000000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708156800000000000,2024-02-17T08:00:00.000000000Z,0.00010000,1708156860000000000,8,exact,51934.00000000,51933.90000000,51934.00000000,-0.0192552085339084222282130000,1708156740000000000,1708156799999000000,1708156800000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708185600000000000,2024-02-17T16:00:00.000000000Z,0.00016041,1708185660000000000,8,exact,51013.40000000,51013.30000000,51013.40000000,-0.0196026926258590880043280000,1708185540000000000,1708185599999000000,1708185600000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708214400000000000,2024-02-18T00:00:00.000000000Z,0.00017240,1708214460000000000,8,exact,51675.01974242,51675.01519697,51675.01974242,-0.0008796223054499662203870000,1708214340000000000,1708214399999000000,1708214400000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708243200000000000,2024-02-18T08:00:00.000000000Z,0.00015305,1708243260000000000,8,exact,51697.70652273,51697.70197727,51697.70652273,-0.0008792382304235278797610000,1708243140000000000,1708243199999000000,1708243200000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708272000000000000,2024-02-18T16:00:00.000000000Z,0.00017095,1708272060000000000,8,exact,51809.00000000,51809,51809.00000000,0,1708271940000000000,1708271999999000000,1708272000000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708300800000000000,2024-02-19T00:00:00.000000000Z,0.00023064,1708300860000000000,8,exact,52163.39962677,52163.05813741,52163.39962677,-0.0654653190634356854431670000,1708300740000000000,1708300799999000000,1708300800000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708329600000000000,2024-02-19T08:00:00.000000000Z,0.00019594,1708329660000000000,8,exact,52423.90000000,52424,52423.90000000,0.019075269104358889743040000,1708329540000000000,1708329599999000000,1708329600000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708358400000000000,2024-02-19T16:00:00.000000000Z,0.00013327,1708358460000000000,8,exact,52158.90000000,52158.90000000,52158.90000000,0,1708358340000000000,1708358399999000000,1708358400000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708387200000000000,2024-02-20T00:00:00.000000000Z,0.00010461,1708387260000000000,8,exact,51813.08142803,51810.60000000,51813.08142803,-0.4789192153041084021500760000,1708387140000000000,1708387199999000000,1708387200000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708416000000000000,2024-02-20T08:00:00.000000000Z,0.00010912,1708416060000000000,8,exact,51868.89496454,51868.88709220,51868.89496454,-0.0015177381367738602168020000,1708415940000000000,1708415999999000000,1708416000000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708444800000000000,2024-02-20T16:00:00.000000000Z,0.00020259,1708444860000000000,8,exact,51703.73815248,51703.73815248,51703.73815248,0,1708444740000000000,1708444799999000000,1708444800000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708473600000000000,2024-02-21T00:00:00.000000000Z,0.00010000,1708473660000000000,8,exact,52297.40000000,52297.40000000,52297.40000000,0,1708473540000000000,1708473599999000000,1708473600000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708502400000000000,2024-02-21T08:00:00.000000000Z,0.00011242,1708502460000000000,8,exact,51595.13521986,51595.20566667,51595.13521986,0.013653769817601643408860000,1708502340000000000,1708502399999000000,1708502400000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708531200000000000,2024-02-21T16:00:00.000000000Z,0.00010000,1708531260000000000,8,exact,51183.70000000,51183.70000000,51183.70000000,0,1708531140000000000,1708531199999000000,1708531200000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708560000001000000,2024-02-22T00:00:00.001000000Z,0.00010000,1708560060001000000,8.000000277777777777777777778,exact,51877.90000000,51877.90000000,51877.90000000,0,1708559940000000000,1708559999999000000,1708560000000000000,2,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708588800001000000,2024-02-22T08:00:00.001000000Z,0.00013480,1708588860001000000,8,exact,51856.75509429,51856.75509429,51856.75509429,0,1708588740000000000,1708588799999000000,1708588800000000000,2,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708617600000000000,2024-02-22T16:00:00.000000000Z,0.00012557,1708617660000000000,7.999999722222222222222222222,exact,51630.00000000,51630,51630.00000000,0,1708617540000000000,1708617599999000000,1708617600000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708646400000000000,2024-02-23T00:00:00.000000000Z,0.00010000,1708646460000000000,8,exact,51315.77902837,51315.77902837,51315.77902837,0,1708646340000000000,1708646399999000000,1708646400000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708675200000000000,2024-02-23T08:00:00.000000000Z,0.00010000,1708675260000000000,8,exact,50947.90000721,50947.89936891,50947.90000721,-0.0001252848497994362129340000,1708675140000000000,1708675199999000000,1708675200000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708704000000000000,2024-02-23T16:00:00.000000000Z,0.00012991,1708704060000000000,8,exact,50934.48172469,50934.63434526,50934.48172469,0.029964095997862808719080000,1708703940000000000,1708703999999000000,1708704000000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708732800000000000,2024-02-24T00:00:00.000000000Z,0.00010000,1708732860000000000,8,exact,50759.00207801,50758.91139716,50759.00207801,-0.0178649788781574743671070000,1708732740000000000,1708732799999000000,1708732800000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708761600001000000,2024-02-24T08:00:00.001000000Z,0.00010000,1708761660001000000,8.000000277777777777777777778,exact,51094.97830142,51094.97766312,51094.97830142,-0.0001249242139285262719490000,1708761540000000000,1708761599999000000,1708761600000000000,2,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708790400000000000,2024-02-24T16:00:00.000000000Z,0.00010000,1708790460000000000,7.999999722222222222222222222,exact,51124.60000000,51124.70000000,51124.60000000,0.019560055237595990971080000,1708790340000000000,1708790399999000000,1708790400000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708819200001000000,2024-02-25T00:00:00.001000000Z,0.00011438,1708819260001000000,8.000000277777777777777777778,exact,51601.57573485,51601.57573485,51601.57573485,0,1708819140000000000,1708819199999000000,1708819200000000000,2,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708848000000000000,2024-02-25T08:00:00.000000000Z,0.00015012,1708848060000000000,7.999999722222222222222222222,exact,51747.27246212,51747.26723485,51747.27246212,-0.0010101537243004377298630000,1708847940000000000,1708847999999000000,1708848000000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708876800000000000,2024-02-25T16:00:00.000000000Z,0.00015062,1708876860000000000,8,exact,51547.90000000,51550.90000000,51547.90000000,0.581982971178263324015140000,1708876740000000000,1708876799999000000,1708876800000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708905600000000000,2024-02-26T00:00:00.000000000Z,0.00026761,1708905660000000000,8,exact,51758.94718182,51758.41013636,51758.94718182,-0.1037589613470023964724020000,1708905540000000000,1708905599999000000,1708905600000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708934400000000000,2024-02-26T08:00:00.000000000Z,0.00021567,1708934460000000000,8,exact,51326.60957197,51326.61343561,51326.60957197,0.000752755740583725277050000,1708934340000000000,1708934399999000000,1708934400000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708963200000000000,2024-02-26T16:00:00.000000000Z,0.00027227,1708963260000000000,8,exact,52868.43844318,52867.39117045,52868.43844318,-0.1980903466868137877524940000,1708963140000000000,1708963199999000000,1708963200000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1708992000000000000,2024-02-27T00:00:00.000000000Z,0.00032262,1708992060000000000,8,exact,54511.60000000,54511.60000000,54511.60000000,0,1708991940000000000,1708991999999000000,1708992000000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709020800000000000,2024-02-27T08:00:00.000000000Z,0.00073521,1709020860000000000,8,exact,56100.10000000,56100,56100.10000000,-0.0178252801688410537592620000,1709020740000000000,1709020799999000000,1709020800000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709049600000000000,2024-02-27T16:00:00.000000000Z,0.00022965,1709049660000000000,8,exact,56772.28422340,56771.10000000,56772.28422340,-0.2085918183844882438216740000,1709049540000000000,1709049599999000000,1709049600000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709078400000000000,2024-02-28T00:00:00.000000000Z,0.00026729,1709078460000000000,8,exact,57074.35007447,57074.40000000,57074.35007447,0.008747454843525629951150000,1709078340000000000,1709078399999000000,1709078400000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709107200000000000,2024-02-28T08:00:00.000000000Z,0.00023682,1709107260000000000,8,exact,58285.92319504,58276.90000000,58285.92319504,-1.548091639520921829235498000,1709107140000000000,1709107199999000000,1709107200000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709136000000000000,2024-02-28T16:00:00.000000000Z,0.00053538,1709136060000000000,8,exact,60999.30823050,60999.80737943,60999.30823050,0.081828621418762697487900000,1709135940000000000,1709135999999000000,1709136000000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709164800000000000,2024-02-29T00:00:00.000000000Z,0.00069091,1709164860000000000,8,exact,62477.48158640,62477.31899210,62477.48158640,-0.0260244644744760761428140000,1709164740000000000,1709164799999000000,1709164800000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709193600000000000,2024-02-29T08:00:00.000000000Z,0.00076337,1709193660000000000,8,exact,62755.48857737,62755.62049226,62755.48857737,0.021020454623242195394590000,1709193540000000000,1709193599999000000,1709193600000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709222400000000000,2024-02-29T16:00:00.000000000Z,0.00057031,1709222460000000000,8,exact,62809.10000000,62809.10000000,62809.10000000,0,1709222340000000000,1709222399999000000,1709222400000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709251200000000000,2024-03-01T00:00:00.000000000Z,0.00053322,1709251260000000000,8,exact,61203.40000000,61203.40000000,61203.40000000,0,1709251140000000000,1709251199999000000,1709251200000000000,1,official,,BTCUSDT-1m-2024-02.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709280000000000000,2024-03-01T08:00:00.000000000Z,0.00064824,1709280060000000000,8,exact,61474.21160638,61474.29385106,61474.21160638,0.013378728714182382630240000,1709279940000000000,1709279999999000000,1709280000000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709308800000000000,2024-03-01T16:00:00.000000000Z,0.00046010,1709308860000000000,8,exact,61335.40000000,61334.45390191,61335.40000000,-0.1542499258177170117093880000,1709308740000000000,1709308799999000000,1709308800000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709337600000000000,2024-03-02T00:00:00.000000000Z,0.00033426,1709337660000000000,8,exact,62426.84994681,62426.84696809,62426.84994681,-0.0004771536610509709080520000,1709337540000000000,1709337599999000000,1709337600000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709366400001000000,2024-03-02T08:00:00.001000000Z,0.00057174,1709366460001000000,8.000000277777777777777777778,exact,62071.90000000,62071.90000000,62071.90000000,0,1709366340000000000,1709366399999000000,1709366400000000000,2,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709395200000000000,2024-03-02T16:00:00.000000000Z,0.00056396,1709395260000000000,7.999999722222222222222222222,exact,61834.60000000,61834.50000000,61834.60000000,-0.0161721754486970078240980000,1709395140000000000,1709395199999000000,1709395200000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709424000000000000,2024-03-03T00:00:00.000000000Z,0.00046267,1709424060000000000,8,exact,62039.90000000,62040,62039.90000000,0.016118659120985043496200000,1709423940000000000,1709423999999000000,1709424000000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709452800000000000,2024-03-03T08:00:00.000000000Z,0.00042989,1709452860000000000,8,exact,61641.10000000,61641.10000000,61641.10000000,0,1709452740000000000,1709452799999000000,1709452800000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709481600000000000,2024-03-03T16:00:00.000000000Z,0.00044598,1709481660000000000,8,exact,62210.70000000,62210.80000000,62210.70000000,0.016074405206821334593570000,1709481540000000000,1709481599999000000,1709481600000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709510400000000000,2024-03-04T00:00:00.000000000Z,0.00055071,1709510460000000000,8,exact,63178.60000000,63173.70000000,63178.60000000,-0.7755790726606794072676510000,1709510340000000000,1709510399999000000,1709510400000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709539200000000000,2024-03-04T08:00:00.000000000Z,0.00046833,1709539260000000000,8,exact,64120.50000000,64121.10000000,64120.50000000,0.093573818045710810115330000,1709539140000000000,1709539199999000000,1709539200000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709568000000000000,2024-03-04T16:00:00.000000000Z,0.00063620,1709568060000000000,8,exact,66504.19310494,66504.19310494,66504.19310494,0,1709567940000000000,1709567999999000000,1709568000000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709596800000000000,2024-03-05T00:00:00.000000000Z,0.00048960,1709596860000000000,8,exact,68296.40000000,68280.20000000,68296.40000000,-2.372013751822936494456516000,1709596740000000000,1709596799999000000,1709596800000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709625600000000000,2024-03-05T08:00:00.000000000Z,0.00082969,1709625660000000000,8,exact,66223.70000000,66248.20000000,66223.70000000,3.699581871746821757165490000,1709625540000000000,1709625599999000000,1709625600000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709654400000000000,2024-03-05T16:00:00.000000000Z,0.00088148,1709654460000000000,8,exact,66840.70000000,66850.50000000,66840.70000000,1.466172556541149329674880000,1709654340000000000,1709654399999000000,1709654400000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709683200000000000,2024-03-06T00:00:00.000000000Z,0.00036280,1709683260000000000,8,exact,63737.46570213,63738.28205319,63737.46570213,0.128080250917902263966940000,1709683140000000000,1709683199999000000,1709683200000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709712000001000000,2024-03-06T08:00:00.001000000Z,0.00033876,1709712060001000000,8.000000277777777777777777778,exact,66733.45835461,66733.45835461,66733.45835461,0,1709711940000000000,1709711999999000000,1709712000000000000,2,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709740800000000000,2024-03-06T16:00:00.000000000Z,0.00049354,1709740860000000000,7.999999722222222222222222222,exact,66534.41841489,66518.60000000,66534.41841489,-2.377478494117254434775281000,1709740740000000000,1709740799999000000,1709740800000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709769600000000000,2024-03-07T00:00:00.000000000Z,0.00030311,1709769660000000000,8,exact,66118.62122727,66118.62804545,66118.62122727,0.001031204201394917494560000,1709769540000000000,1709769599999000000,1709769600000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709798400000000000,2024-03-07T08:00:00.000000000Z,0.00040984,1709798460000000000,8,exact,66447.80000000,66441.90000000,66447.80000000,-0.8879150250271641800029500000,1709798340000000000,1709798399999000000,1709798400000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709827200000000000,2024-03-07T16:00:00.000000000Z,0.00054217,1709827260000000000,8,exact,67317.10000000,67327.10000000,67317.10000000,1.485506654327058058056570000,1709827140000000000,1709827199999000000,1709827200000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709856000000000000,2024-03-08T00:00:00.000000000Z,0.00034819,1709856060000000000,8,exact,66869.90000000,66869.90000000,66869.90000000,0,1709855940000000000,1709855999999000000,1709856000000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709884800000000000,2024-03-08T08:00:00.000000000Z,0.00043497,1709884860000000000,8,exact,67302.03139394,67302.20048485,67302.03139394,0.025124191127346159097240000,1709884740000000000,1709884799999000000,1709884800000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709913600000000000,2024-03-08T16:00:00.000000000Z,0.00062913,1709913660000000000,8,exact,67699.70000000,67694,67699.70000000,-0.8419535093951671868560720000,1709913540000000000,1709913599999000000,1709913600000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709942400000000000,2024-03-09T00:00:00.000000000Z,0.00019134,1709942460000000000,8,exact,68174.99267730,68175.01037234,68174.99267730,0.002595532365329004057130000,1709942340000000000,1709942399999000000,1709942400000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1709971200001000000,2024-03-09T08:00:00.001000000Z,0.00031281,1709971260001000000,8.000000277777777777777777778,exact,68336.40000000,68345.20000000,68336.40000000,1.287747086472216856609360000,1709971140000000000,1709971199999000000,1709971200000000000,2,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
BTCUSDT,2024,1710000000000000000,2024-03-09T16:00:00.000000000Z,0.00026407,1710000060000000000,7.999999722222222222222222222,exact,68340.09113121,68340.00665957,68340.09113121,-0.0123604810297689138881020000,1709999940000000000,1709999999999000000,1710000000000000000,1,official,,BTCUSDT-1m-2024-03.zip,funding-1638403200000-1788220799999.json
