strategy,symbol,year,funding_time,funding_time_utc,price_method,event_id,short_before,prior_ledger_event_id,prior_ledger_time_ns,p95_abs_bps,base_funding_usdt,known_proxy_delta_usdt,favorable_price,adverse_price,favorable_delta_usdt,adverse_delta_usdt
conditional,ETHUSDT,2023,1674115200015000000,2023-01-19T08:00:00.015000000Z,previous_closed_1m,funding:ETHUSDT:1674115200015000000,1.925,funding:ETHUSDT:1674086400000000000,1674086400000000000,1.135601893930837155781560200,0.2942484511601250000,,1528.736966597233066694798777,1528.389798702766933305201223,0.00003341490984236533874876457250,-0.00003341490984236533874876457250
conditional,ETHUSDT,2023,1674144000012000000,2023-01-19T16:00:00.012000000Z,previous_closed_1m,funding:ETHUSDT:1674144000012000000,1.925,funding:ETHUSDT:1674115200015000000,1674115200015000000,1.135601893930837155781560200,0.2951377869805750000,,1533.357417576943219190870201,1533.009200403056780809129799,0.00003351590298656969424251369250,-0.00003351590298656969424251369250
conditional,ETHUSDT,2023,1674172800000000000,2023-01-20T00:00:00.000000000Z,previous_closed_1m,funding:ETHUSDT:1674172800000000000,1.925,funding:ETHUSDT:1674144000012000000,1674144000012000000,1.135601893930837155781560200,0.2986250455996500000,,1551.475103981225010466612243,1551.122772378774989533387757,0.00003391191673581451482285677750,-0.00003391191673581451482285677750
conditional,ETHUSDT,2023,1674201600000000000,2023-01-20T08:00:00.000000000Z,previous_closed_1m,funding:ETHUSDT:1674201600000000000,1.925,funding:ETHUSDT:1674172800000000000,1674172800000000000,1.135601893930837155781560200,0.2983961750000000000,,1550.286030785180112998354855,1549.933969214819887001645145,0.00003388592614717175218330958750,-0.00003388592614717175218330958750
conditional,ETHUSDT,2023,1674230400000000000,2023-01-20T16:00:00.000000000Z,previous_closed_1m,funding:ETHUSDT:1674230400000000000,1.925,funding:ETHUSDT:1674201600000000000,1674201600000000000,1.135601893930837155781560200,0.3009371750000000000,,1563.487529779680101703400487,1563.132470220319898296599513,0.00003417448258841957790459374750,-0.00003417448258841957790459374750
conditional,ETHUSDT,2023,1674259200013000000,2023-01-21T00:00:00.013000000Z,previous_closed_1m,funding:ETHUSDT:1674259200013000000,1.925,funding:ETHUSDT:1674230400000000000,1674230400000000000,1.135601893930837155781560200,0.31935750000,,1659.188396354203125884144161,1658.811603645796874115855839,0.00003626629818410173269775099250,-0.00003626629818410173269775099250
conditional,ETHUSDT,2023,1674288000001000000,2023-01-21T08:00:00.001000000Z,previous_closed_1m,funding:ETHUSDT:1674288000001000000,1.925,funding:ETHUSDT:1674259200013000000,1674259200013000000,1.135601893930837155781560200,0.31801000000,,1652.187601432877374298135114,1651.812398567122625701864886,0.00003611327582889455239100944500,-0.00003611327582889455239100944500
conditional,ETHUSDT,2023,1674316800016000000,2023-01-21T16:00:00.016000000Z,previous_closed_1m,funding:ETHUSDT:1674316800016000000,1.925,funding:ETHUSDT:1674288000001000000,1674288000001000000,1.135601893930837155781560200,0.3171519753113250000,,1647.729824154325946377655856,1647.355633625674053622344144,0.00003601583838274467769875228000,-0.00003601583838274467769875228000
conditional,ETHUSDT,2023,1674345600000000000,2023-01-22T00:00:00.000000000Z,previous_closed_1m,funding:ETHUSDT:1674345600000000000,1.925,funding:ETHUSDT:1674316800016000000,1674316800016000000,1.135601893930837155781560200,0.3132481896659500000,,1627.448115271145485148865312,1627.078530608854514851134688,0.00003557252374550589115657256000,-0.00003557252374550589115657256000
conditional,ETHUSDT,2023,1674374400000000000,2023-01-22T08:00:00.000000000Z,previous_closed_1m,funding:ETHUSDT:1674374400000000000,1.925,funding:ETHUSDT:1674345600000000000,1674345600000000000,1.135601893930837155781560200,0.3132783500000000000,,1627.604810123422092300406203,1627.235189876577907699593797,0.00003557594875875276782819407750,-0.00003557594875875276782819407750
conditional,ETHUSDT,2023,1674403200023000000,2023-01-22T16:00:00.023000000Z,previous_closed_1m,funding:ETHUSDT:1674403200023000000,1.925,funding:ETHUSDT:1674374400000000000,1674374400000000000,1.135601893930837155781560200,0.3148967980562250000,,1636.013287253254756088468209,1635.641757486745243911531791,0.00003575974002654054703013023250,-0.00003575974002654054703013023250
conditional,ETHUSDT,2023,1674432000014000000,2023-01-23T00:00:00.014000000Z,previous_closed_1m,funding:ETHUSDT:1674432000014000000,1.925,funding:ETHUSDT:1674403200023000000,1674403200023000000,1.135601893930837155781560200,0.3245235659217043800,,1628.068897279263254817735896,1627.699171640736745182264104,0.00003685295760858763768010407529,-0.00003685295760858763768010407529
conditional,ETHUSDT,2023,1674460800014000000,2023-01-23T08:00:00.014000000Z,previous_closed_1m,funding:ETHUSDT:1674460800014000000,1.925,funding:ETHUSDT:1674432000014000000,1674432000014000000,1.135601893930837155781560200,0.3145507750000000000,,1634.215560756273980583766174,1633.844439243726019416233826,0.00003572044558274126237498849500,-0.00003572044558274126237498849500
conditional,ETHUSDT,2023,1674489600016000000,2023-01-23T16:00:00.016000000Z,previous_closed_1m,funding:ETHUSDT:1674489600016000000,1.925,funding:ETHUSDT:1674460800014000000,1674460800014000000,1.135601893930837155781560200,0.3120261931036250000,,1621.099360297191950997028598,1620.731217402808049002971402,0.00003543375358445056692800511500,-0.00003543375358445056692800511500
conditional,ETHUSDT,2023,1674518400008000000,2023-01-24T00:00:00.008000000Z,previous_closed_1m,funding:ETHUSDT:1674518400008000000,1.925,funding:ETHUSDT:1674489600016000000,1674489600016000000,1.135601893930837155781560200,0.3131397500000000000,,1626.884728360085729280130986,1626.515271639914270719869014,0.00003556020931650288642521480500,-0.00003556020931650288642521480500
conditional,ETHUSDT,2023,1674547200008000000,2023-01-24T08:00:00.008000000Z,previous_closed_1m,funding:ETHUSDT:1674547200008000000,1.925,funding:ETHUSDT:1674518400008000000,1674518400008000000,1.135601893930837155781560200,0.3149973750000000000,,1636.535824215913372537986316,1636.164175784086627462013684,0.00003577116156332421356236583000,-0.00003577116156332421356236583000
conditional,ETHUSDT,2023,1674576000000000000,2023-01-24T16:00:00.000000000Z,previous_closed_1m,funding:ETHUSDT:1674576000000000000,1.925,funding:ETHUSDT:1674547200008000000,1674547200008000000,1.135601893930837155781560200,0.3119800863352250000,,1620.859817417745967583795164,1620.491728922254032416204836,0.00003542851769109875988056907000,-0.00003542851769109875988056907000
conditional,ETHUSDT,2023,1674604800012000000,2023-01-25T00:00:00.012000000Z,previous_closed_1m,funding:ETHUSDT:1674604800012000000,1.925,funding:ETHUSDT:1674576000000000000,1674576000000000000,1.135601893930837155781560200,0.2995164094326250000,,1556.106091287306521043441712,1555.752708012693478956558288,0.00003401314018150530086252956000,-0.00003401314018150530086252956000
conditional,ETHUSDT,2023,1674633600000000000,2023-01-25T08:00:00.000000000Z,previous_closed_1m,funding:ETHUSDT:1674633600000000000,1.925,funding:ETHUSDT:1674604800012000000,1674604800012000000,1.135601893930837155781560200,0.2989748218976750000,,1553.292330052329680236448990,1552.939585767670319763551010,0.00003395163739846344551643057500,-0.00003395163739846344551643057500
conditional,ETHUSDT,2023,1674662400010000000,2023-01-25T16:00:00.010000000Z,previous_closed_1m,funding:ETHUSDT:1674662400010000000,1.925,funding:ETHUSDT:1674633600000000000,1674633600000000000,1.135601893930837155781560200,0.2971369014979750000,,1543.743607380700177150095998,1543.393031559299822849904002,0.00003374292280978410139347961500,-0.00003374292280978410139347961500
conditional,ETHUSDT,2023,1674691200010000000,2023-01-26T00:00:00.010000000Z,previous_closed_1m,funding:ETHUSDT:1674691200010000000,1.925,funding:ETHUSDT:1674662400010000000,1674662400010000000,1.135601893930837155781560200,0.3101309750000000000,,1611.252953414325515381656500,1610.887046585674484618343500,0.00003521853225766171096887625000,-0.00003521853225766171096887625000
conditional,ETHUSDT,2023,1674720000003000000,2023-01-26T08:00:00.003000000Z,previous_closed_1m,funding:ETHUSDT:1674720000003000000,1.925,funding:ETHUSDT:1674691200010000000,1674691200010000000,1.135601893930837155781560200,0.3088947324424500000,,1604.830184866330859962462590,1604.465736613669140037537410,0.00003507814431869054277404857500,-0.00003507814431869054277404857500
conditional,ETHUSDT,2023,1674748800020000000,2023-01-26T16:00:00.020000000Z,previous_closed_1m,funding:ETHUSDT:1674748800020000000,1.925,funding:ETHUSDT:1674720000003000000,1674720000003000000,1.135601893930837155781560200,0.3060499750000000000,,1590.050545938310382006886243,1589.689454061689617993113757,0.00003475509312474853632560177750,-0.00003475509312474853632560177750
conditional,ETHUSDT,2023,1674777600008000000,2023-01-27T00:00:00.008000000Z,previous_closed_1m,funding:ETHUSDT:1674777600008000000,1.925,funding:ETHUSDT:1674748800020000000,1674748800020000000,1.135601893930837155781560200,0.3081691425023750000,,1601.060458434091812516936326,1600.696866265908187483063674,0.00003499574618767390951024275500,-0.00003499574618767390951024275500
conditional,ETHUSDT,2023,1674806400000000000,2023-01-27T08:00:00.000000000Z,previous_closed_1m,funding:ETHUSDT:1674806400000000000,1.925,funding:ETHUSDT:1674777600008000000,1674777600008000000,1.135601893930837155781560200,0.3051241955338500000,,1585.240755819653175659173463,1584.880756220346824340826537,0.00003464996143323631439089162750,-0.00003464996143323631439089162750
conditional,ETHUSDT,2023,1674835200000000000,2023-01-27T16:00:00.000000000Z,previous_closed_1m,funding:ETHUSDT:1674835200000000000,1.925,funding:ETHUSDT:1674806400000000000,1674806400000000000,1.135601893930837155781560200,0.3034493000000000000,,1576.539011740151681445888782,1576.180988259848318554111218,0.00003445975997919867833359053500,-0.00003445975997919867833359053500
conditional,ETHUSDT,2023,1674864000009000000,2023-01-28T00:00:00.009000000Z,previous_closed_1m,funding:ETHUSDT:1674864000009000000,1.925,funding:ETHUSDT:1674835200000000000,1674835200000000000,1.135601893930837155781560200,0.3074137710355250000,,1597.136005203043305413261100,1596.773304256956694586738900,0.00003490996606083629205276175000,-0.00003490996606083629205276175000
conditional,ETHUSDT,2023,1674892800018000000,2023-01-28T08:00:00.018000000Z,previous_closed_1m,funding:ETHUSDT:1674892800018000000,1.925,funding:ETHUSDT:1674864000009000000,1674864000009000000,1.135601893930837155781560200,0.3065062000000000000,,1592.420815075959243615292163,1592.059184924040756384707837,0.00003480690212215439594374137750,-0.00003480690212215439594374137750
conditional,ETHUSDT,2023,1674921600005000000,2023-01-28T16:00:00.005000000Z,previous_closed_1m,funding:ETHUSDT:1674921600005000000,1.925,funding:ETHUSDT:1674892800018000000,1674892800018000000,1.135601893930837155781560200,0.3037603950477250000,,1578.155273432294740674030510,1577.796882907705259325969490,0.00003449508799173757975087317500,-0.00003449508799173757975087317500
conditional,ETHUSDT,2023,1674950400011000000,2023-01-29T00:00:00.011000000Z,previous_closed_1m,funding:ETHUSDT:1674950400011000000,1.925,funding:ETHUSDT:1674921600005000000,1674921600005000000,1.135601893930837155781560200,0.3025952403628000000,,1572.101834470675559781648180,1571.744818649324440218351820,0.00003436277280504525796727465000,-0.00003436277280504525796727465000
