time_ns,date,symbol,spot_pnl_usdt,futures_pnl_usdt,funding_usdt,fees_usdt,liquidation_fees_usdt,slippage_informational_usdt,net_pnl_usdt,strategy,source_run_id
1719532799999999999,2024-06-27,ETHUSDT,71.473308135000000000000000,-71.592539298330000000000000,0.9289590958111980000,0E-9,0,0E-27,0.809727932481198000000000,conditional,run_ad71d751b20623006c195ff3
1719619199999999999,2024-06-28,BTCUSDT,-65.211908729800000000000000,63.834933808290000000000000,0.9387160571637900000,0E-10,0,0E-27,-0.438258864346210000000000,conditional,run_ad71d751b20623006c195ff3
1719619199999999999,2024-06-28,ETHUSDT,-63.966105343000000000000000,64.155549393380000000000000,0.9377593501475110000,0E-9,0,0E-27,1.127203400527511000000000,conditional,run_ad71d751b20623006c195ff3
1719705599999999999,2024-06-29,BTCUSDT,28.501840323600000000000000,-28.177500000000000000000000,0.9311980706638410000,0E-10,0,0E-27,1.255538394263841000000000,conditional,run_ad71d751b20623006c195ff3
1719705599999999999,2024-06-29,ETHUSDT,-1.293716986000000000000000,1.775635620660000000000000,0.9265964104094620000,0E-9,0,0E-27,1.408515045069462000000000,conditional,run_ad71d751b20623006c195ff3
1719791999999999999,2024-06-30,BTCUSDT,90.982093181000000000000000,-91.014476522370000000000000,0.9395574580213200000,0E-10,0,0E-27,0.907174116651320000000000,conditional,run_ad71d751b20623006c195ff3
1719791999999999999,2024-06-30,ETHUSDT,54.381666827000000000000000,-53.830990000000000000000000,0.9264461506215280000,0E-9,0,0E-27,1.477122977621528000000000,conditional,run_ad71d751b20623006c195ff3
1719878399999999999,2024-07-01,BTCUSDT,7.648738446300000000000000,-7.509457158510000000000000,0.9646651775957190000,0E-10,0,0E-27,1.103946465385719000000000,conditional,run_ad71d751b20623006c195ff3
1719878399999999999,2024-07-01,ETHUSDT,5.019986333000000000000000,-5.633064973960000000000000,0.9474263350000000000,0E-9,0,0E-27,0.334347694040000000000000,conditional,run_ad71d751b20623006c195ff3
1719964799999999999,2024-07-02,BTCUSDT,-40.420958646600000000000000,40.945812616920000000000000,0.9560340053425890000,0E-10,0,0E-27,1.480887975662589000000000,conditional,run_ad71d751b20623006c195ff3
1719964799999999999,2024-07-02,ETHUSDT,-20.116388064000000000000000,20.423343215280000000000000,0.9378115512801650000,0E-9,0,0E-27,1.244766702560165000000000,conditional,run_ad71d751b20623006c195ff3
1720051199999999999,2024-07-03,BTCUSDT,-96.801397420000000000000000,96.193276573920000000000000,0.9342005887808460000,0E-10,0,0E-27,0.326079742700846000000000,conditional,run_ad71d751b20623006c195ff3
1720051199999999999,2024-07-03,ETHUSDT,-113.737766572000000000000000,113.408997326970000000000000,0.9178813530646270000,0E-9,0,0E-27,0.589112108034627000000000,conditional,run_ad71d751b20623006c195ff3
1720137599999999999,2024-07-04,BTCUSDT,-164.810754331300000000000000,165.012544490040000000000000,0.9003886800000000000,0E-10,0,0E-27,1.102178838740000000000000,conditional,run_ad71d751b20623006c195ff3
1720137599999999999,2024-07-04,ETHUSDT,-219.895444888000000000000000,219.711624431710000000000000,0.8758326621689670000,0E-9,0,0E-27,0.692012205878967000000000,conditional,run_ad71d751b20623006c195ff3
1720223999999999999,2024-07-05,BTCUSDT,-17.664979984400000000000000,18.778200000000000000000000,0.6192408959541930000,0E-10,0,0E-27,1.732460911554193000000000,conditional,run_ad71d751b20623006c195ff3
1720223999999999999,2024-07-05,ETHUSDT,-67.555714445000000000000000,68.115470000000000000000000,0.6634745442385385869,0E-9,0,0E-27,1.223230099238538586900000,conditional,run_ad71d751b20623006c195ff3
1720310399999999999,2024-07-06,BTCUSDT,84.042279615700000000000000,-84.851523521670000000000000,0.4771216581540120138,0E-10,0,0E-27,-0.332122247815987986200000,conditional,run_ad71d751b20623006c195ff3
1720310399999999999,2024-07-06,ETHUSDT,93.625849392000000000000000,-94.033245032649999999999999,0.6435365137819954990,-0.688265992,0,0.093073010050698501778621980,-0.452125118868004500999999,conditional,run_ad71d751b20623006c195ff3
1720396799999999999,2024-07-07,BTCUSDT,-124.954895517900000000000000,125.207823521670000000000000,0.8245715299103790000,0E-10,0,0E-27,1.077499533680379000000000,conditional,run_ad71d751b20623006c195ff3
1720396799999999999,2024-07-07,ETHUSDT,-147.781370392000000000000000,147.269285032650000000000000,0.5849517646382481300,0E-9,0,0E-27,0.072866405288248130000000,conditional,run_ad71d751b20623006c195ff3
1720483199999999999,2024-07-08,BTCUSDT,44.460810432500000000000000,-44.329085340270000000000000,0.7434274259961150000,0E-10,0,0E-27,0.875152518226115000000000,conditional,run_ad71d751b20623006c195ff3
1720483199999999999,2024-07-08,ETHUSDT,94.828864368000000000000000,-94.295100000000000000000000,0.7145199691874410575,0E-9,0,0E-27,1.248284337187441057500000,conditional,run_ad71d751b20623006c195ff3
1720569599999999999,2024-07-09,BTCUSDT,66.636388724500000000000000,-66.019614659730000000000000,0.6072508601158140000,0E-10,0,0E-27,1.224024924885814000000000,conditional,run_ad71d751b20623006c195ff3
1720569599999999999,2024-07-09,ETHUSDT,48.628548372000000000000000,-47.903700000000000000000000,0.4709379046781338740,0E-9,0,0E-27,1.195786276678133874000000,conditional,run_ad71d751b20623006c195ff3
1720655999999999999,2024-07-10,BTCUSDT,-13.272705829600000000000000,12.637800000000000000000000,0.7345850069876401440,0E-10,0,0E-27,0.099679177387640144000000,conditional,run_ad71d751b20623006c195ff3
1720655999999999999,2024-07-10,ETHUSDT,40.374688322000000000000000,-41.066400000000000000000000,0.5111662896445105875,0E-9,0,0E-27,-0.180545388355489412500000,conditional,run_ad71d751b20623006c195ff3
1720742399999999999,2024-07-11,BTCUSDT,-21.423811907400000000000000,21.588300000000000000000000,0.8835982921340610000,0E-10,0,0E-27,1.048086384734061000000000,conditional,run_ad71d751b20623006c195ff3
1720742399999999999,2024-07-11,ETHUSDT,-2.769036920000000000000000,2.705100000000000000000000,0.6146716962662679990,0E-9,0,0E-27,0.550734776266267999000000,conditional,run_ad71d751b20623006c195ff3
1720828799999999999,2024-07-12,BTCUSDT,27.045739219100000000000000,-27.214898148900000000000000,0.3943259154134845704,0E-10,0,0E-27,0.225166985613484570400000,conditional,run_ad71d751b20623006c195ff3
1720828799999999999,2024-07-12,ETHUSDT,35.486273144000000000000000,-35.602950000000000000000000,0.7231670901274665900,0E-9,0,0E-27,0.606490234127466590000000,conditional,run_ad71d751b20623006c195ff3
1720915199999999999,2024-07-13,BTCUSDT,68.123090903000000000000000,-67.773205893570000000000000,0.7490115453418272360,0E-10,0,0E-27,1.098896554771827236000000,conditional,run_ad71d751b20623006c195ff3
1720915199999999999,2024-07-13,ETHUSDT,45.273753642000000000000000,-44.911050000000000000000000,0.9227308308803286720,0E-9,0,0E-27,1.285434472880328672000000,conditional,run_ad71d751b20623006c195ff3
1721001599999999999,2024-07-14,BTCUSDT,79.665816015800000000000000,-79.168285999830000000000000,0.6327695319139622871,0E-10,0,0E-27,1.130299547883962287100000,conditional,run_ad71d751b20623006c195ff3
1721001599999999999,2024-07-14,ETHUSDT,71.835207790000000000000000,-71.781000000000000000000000,0.6625964373456685020,0E-9,0,0E-27,0.716804227345668502000000,conditional,run_ad71d751b20623006c195ff3
1721087999999999999,2024-07-15,BTCUSDT,206.038561295700000000000000,-206.267909957700000000000000,0.2283225379259186460,0E-10,0,0E-27,-0.001026124074081354000000,conditional,run_ad71d751b20623006c195ff3
1721087999999999999,2024-07-15,ETHUSDT,258.585447760000000000000000,-259.338779319150000000000000,0.6460733248473750000,0E-9,0,0E-27,-0.107258234302625000000000,conditional,run_ad71d751b20623006c195ff3
1721174399999999999,2024-07-16,BTCUSDT,12.248589886400000000000000,-12.228003063960000000000000,0.2054797924838604444,0E-10,0,0E-27,0.226066614923860444400000,conditional,run_ad71d751b20623006c195ff3
1721174399999999999,2024-07-16,ETHUSDT,-47.893688574000000000000000,48.758257618800000000000000,0.6869912852121854685,0E-9,0,0E-27,1.551560330012185468500000,conditional,run_ad71d751b20623006c195ff3
