period,symbol,scope,filter,state,applied,count,denominator,strategy,source_run_id
full,ETHUSDT,simultaneous,state_active,fail,True,4822,5112,permanent,run_dfea4b7ac1475668d5968c97
full,ETHUSDT,simultaneous,state_active,pass,True,290,5112,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,actual_decision,accepted,selected,True,4,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,actual_decision,basis_outside_entry_range,selected,True,74,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,actual_decision,state_or_cooldown,selected,True,2112,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,first_rejection,all_pass,selected,True,4,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,first_rejection,basis_negative,selected,True,74,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,first_rejection,cooldown,selected,True,9,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,first_rejection,state_active,selected,True,2103,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,basis_above_max,not_evaluable,True,1,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,basis_above_max,pass,True,2189,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,basis_negative,fail,True,1960,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,basis_negative,not_evaluable,True,1,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,basis_negative,pass,True,229,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,budget,fail,True,572,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,budget,not_evaluable,True,551,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,budget,pass,True,1067,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,cooldown,fail,True,9,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,cooldown,pass,True,2181,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,coverage,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,debt,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,forecast,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,freshness,fail,True,1,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,freshness,pass,True,2189,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,funding,fail,False,2145,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,funding,pass,False,45,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,mark,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,operational,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,pending_orders,fail,True,1,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,pending_orders,pass,True,2189,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,price_alignment,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,rules,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,sizing,fail,True,551,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,sizing,pass,True,1639,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,state_active,fail,True,2103,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,BTCUSDT,simultaneous,state_active,pass,True,87,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,actual_decision,accepted,selected,True,5,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,actual_decision,basis_outside_entry_range,selected,True,238,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,actual_decision,state_or_cooldown,selected,True,1947,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,first_rejection,all_pass,selected,True,5,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,first_rejection,basis_negative,selected,True,238,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,first_rejection,cooldown,selected,True,12,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,first_rejection,state_active,selected,True,1935,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,basis_above_max,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,basis_negative,fail,True,1905,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,basis_negative,pass,True,285,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,budget,fail,True,1032,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,budget,not_evaluable,True,55,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,budget,pass,True,1103,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,cooldown,fail,True,12,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,cooldown,pass,True,2178,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,coverage,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,debt,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,forecast,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,freshness,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,funding,fail,False,2125,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,funding,pass,False,65,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,mark,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,operational,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,pending_orders,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,price_alignment,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,rules,pass,True,2190,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,sizing,fail,True,55,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,sizing,pass,True,2135,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,state_active,fail,True,1935,2190,permanent,run_dfea4b7ac1475668d5968c97
2022-2023,ETHUSDT,simultaneous,state_active,pass,True,255,2190,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,actual_decision,accepted,selected,True,5,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,actual_decision,state_or_cooldown,selected,True,2917,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,first_rejection,all_pass,selected,True,5,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,first_rejection,cooldown,selected,True,15,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,first_rejection,state_active,selected,True,2902,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,basis_above_max,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,basis_negative,fail,True,2491,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,basis_negative,pass,True,431,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,budget,fail,True,1123,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,budget,not_evaluable,True,669,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,budget,pass,True,1130,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,cooldown,fail,True,15,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,cooldown,pass,True,2907,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,coverage,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,debt,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,forecast,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,freshness,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,funding,fail,False,2743,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,funding,pass,False,179,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,mark,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,operational,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,pending_orders,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,price_alignment,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,rules,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,sizing,fail,True,669,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,sizing,pass,True,2253,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,state_active,fail,True,2902,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,BTCUSDT,simultaneous,state_active,pass,True,20,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,actual_decision,accepted,selected,True,6,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,actual_decision,basis_outside_entry_range,selected,True,11,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,actual_decision,state_or_cooldown,selected,True,2905,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,first_rejection,all_pass,selected,True,6,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,first_rejection,basis_negative,selected,True,11,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,first_rejection,cooldown,selected,True,18,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,first_rejection,state_active,selected,True,2887,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,basis_above_max,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,basis_negative,fail,True,2494,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,basis_negative,pass,True,428,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,budget,fail,True,1194,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,budget,not_evaluable,True,100,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,budget,pass,True,1628,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,cooldown,fail,True,18,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,cooldown,pass,True,2904,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,coverage,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,debt,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,forecast,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,freshness,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,funding,fail,False,2727,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,funding,pass,False,195,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,mark,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,operational,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,pending_orders,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,price_alignment,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,rules,pass,True,2922,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,sizing,fail,True,100,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,sizing,pass,True,2822,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,state_active,fail,True,2887,2922,permanent,run_dfea4b7ac1475668d5968c97
2024-2026-08,ETHUSDT,simultaneous,state_active,pass,True,35,2922,permanent,run_dfea4b7ac1475668d5968c97
