symbol,start_ns,end_ns,start_utc,end_exclusive_utc,seconds,exposure,spot,short,state,collateral_usdt,strategy,source_run_id
ETHUSDT,1786319999999999999,1786406399999999999,2026-08-09T23:59:59.999999999Z,2026-08-10T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1786406399999999999,1786492799999999999,2026-08-10T23:59:59.999999999Z,2026-08-11T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1786406399999999999,1786492799999999999,2026-08-10T23:59:59.999999999Z,2026-08-11T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1786492799999999999,1786579199999999999,2026-08-11T23:59:59.999999999Z,2026-08-12T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1786492799999999999,1786579199999999999,2026-08-11T23:59:59.999999999Z,2026-08-12T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1786579199999999999,1786665599999999999,2026-08-12T23:59:59.999999999Z,2026-08-13T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1786579199999999999,1786665599999999999,2026-08-12T23:59:59.999999999Z,2026-08-13T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1786665599999999999,1786751999999999999,2026-08-13T23:59:59.999999999Z,2026-08-14T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1786665599999999999,1786751999999999999,2026-08-13T23:59:59.999999999Z,2026-08-14T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1786751999999999999,1786838399999999999,2026-08-14T23:59:59.999999999Z,2026-08-15T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1786751999999999999,1786838399999999999,2026-08-14T23:59:59.999999999Z,2026-08-15T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1786838399999999999,1786924799999999999,2026-08-15T23:59:59.999999999Z,2026-08-16T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1786838399999999999,1786924799999999999,2026-08-15T23:59:59.999999999Z,2026-08-16T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1786924799999999999,1787011199999999999,2026-08-16T23:59:59.999999999Z,2026-08-17T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1786924799999999999,1787011199999999999,2026-08-16T23:59:59.999999999Z,2026-08-17T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1787011199999999999,1787097599999999999,2026-08-17T23:59:59.999999999Z,2026-08-18T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1787011199999999999,1787097599999999999,2026-08-17T23:59:59.999999999Z,2026-08-18T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1787097599999999999,1787183999999999999,2026-08-18T23:59:59.999999999Z,2026-08-19T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1787097599999999999,1787183999999999999,2026-08-18T23:59:59.999999999Z,2026-08-19T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1787183999999999999,1787270399999999999,2026-08-19T23:59:59.999999999Z,2026-08-20T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1787183999999999999,1787270399999999999,2026-08-19T23:59:59.999999999Z,2026-08-20T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1787270399999999999,1787356799999999999,2026-08-20T23:59:59.999999999Z,2026-08-21T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1787270399999999999,1787356799999999999,2026-08-20T23:59:59.999999999Z,2026-08-21T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1787356799999999999,1787443199999999999,2026-08-21T23:59:59.999999999Z,2026-08-22T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1787356799999999999,1787443199999999999,2026-08-21T23:59:59.999999999Z,2026-08-22T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1787443199999999999,1787529599999999999,2026-08-22T23:59:59.999999999Z,2026-08-23T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1787443199999999999,1787529599999999999,2026-08-22T23:59:59.999999999Z,2026-08-23T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1787529599999999999,1787615999999999999,2026-08-23T23:59:59.999999999Z,2026-08-24T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1787529599999999999,1787615999999999999,2026-08-23T23:59:59.999999999Z,2026-08-24T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1787615999999999999,1787702399999999999,2026-08-24T23:59:59.999999999Z,2026-08-25T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1787615999999999999,1787702399999999999,2026-08-24T23:59:59.999999999Z,2026-08-25T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1787702399999999999,1787788799999999999,2026-08-25T23:59:59.999999999Z,2026-08-26T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1787702399999999999,1787788799999999999,2026-08-25T23:59:59.999999999Z,2026-08-26T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1787788799999999999,1787875199999999999,2026-08-26T23:59:59.999999999Z,2026-08-27T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1787788799999999999,1787875199999999999,2026-08-26T23:59:59.999999999Z,2026-08-27T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1787875199999999999,1787961599999999999,2026-08-27T23:59:59.999999999Z,2026-08-28T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1787875199999999999,1787961599999999999,2026-08-27T23:59:59.999999999Z,2026-08-28T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1787961599999999999,1788047999999999999,2026-08-28T23:59:59.999999999Z,2026-08-29T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1787961599999999999,1788047999999999999,2026-08-28T23:59:59.999999999Z,2026-08-29T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1788047999999999999,1788134399999999999,2026-08-29T23:59:59.999999999Z,2026-08-30T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1788047999999999999,1788134399999999999,2026-08-29T23:59:59.999999999Z,2026-08-30T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1788134399999999999,1788220799999999999,2026-08-30T23:59:59.999999999Z,2026-08-31T23:59:59.999999999Z,86400,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1788134399999999999,1788220799999999999,2026-08-30T23:59:59.999999999Z,2026-08-31T23:59:59.999999999Z,86400,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1788220799999999999,1788220800000000000,2026-08-31T23:59:59.999999999Z,2026-09-01T00:00:00.000000000Z,1E-9,dust,0.00000774,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1788220799999999999,1788220800000000000,2026-08-31T23:59:59.999999999Z,2026-09-01T00:00:00.000000000Z,1E-9,dust,0.0000365,0.000,FLAT,0E-24,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1640995200000000000,1641081599999999999,2022-01-01T00:00:00.000000000Z,2022-01-01T23:59:59.999999999Z,86399.999999999,flat,0,0,FLAT,0,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1640995200000000000,1641081599999999999,2022-01-01T00:00:00.000000000Z,2022-01-01T23:59:59.999999999Z,86399.999999999,flat,0,0,FLAT,0,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641081599999999999,1641167999999999999,2022-01-01T23:59:59.999999999Z,2022-01-02T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641081599999999999,1641167999999999999,2022-01-01T23:59:59.999999999Z,2022-01-02T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641167999999999999,1641254399999999999,2022-01-02T23:59:59.999999999Z,2022-01-03T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641167999999999999,1641254399999999999,2022-01-02T23:59:59.999999999Z,2022-01-03T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641254399999999999,1641254460000000000,2022-01-03T23:59:59.999999999Z,2022-01-04T00:01:00.000000000Z,60.000000001,flat,0,0,FLAT,0,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641254399999999999,1641340799999999999,2022-01-03T23:59:59.999999999Z,2022-01-04T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641254460000000000,1641254520000000000,2022-01-04T00:01:00.000000000Z,2022-01-04T00:02:00.000000000Z,60,flat,0,0,OPENING_SPOT,0,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641254520000000000,1641254580000000000,2022-01-04T00:02:00.000000000Z,2022-01-04T00:03:00.000000000Z,60,unhedged,0.06400593,0,OPENING_PERP,0,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641254580000000000,1641340799999999999,2022-01-04T00:03:00.000000000Z,2022-01-04T23:59:59.999999999Z,86219.999999999,covered,0.06400593,0.064,HOLDING,1488.41728000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641340799999999999,1641427199999999999,2022-01-04T23:59:59.999999999Z,2022-01-05T23:59:59.999999999Z,86400,covered,0.06400593,0.064,HOLDING,1488.41728000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641340799999999999,1641369660017000000,2022-01-04T23:59:59.999999999Z,2022-01-05T08:01:00.017000000Z,28860.017000001,flat,0,0,FLAT,0,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641369660017000000,1641369780000000000,2022-01-05T08:01:00.017000000Z,2022-01-05T08:03:00.000000000Z,119.983,flat,0,0,OPENING_SPOT,0,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641369780000000000,1641369840000000000,2022-01-05T08:03:00.000000000Z,2022-01-05T08:04:00.000000000Z,60,unhedged,0.7850142,0,OPENING_PERP,0,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641369840000000000,1641427199999999999,2022-01-05T08:04:00.000000000Z,2022-01-05T23:59:59.999999999Z,57359.999999999,covered,0.7850142,0.785,HOLDING,1495.01811788155,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641427199999999999,1641513599999999999,2022-01-05T23:59:59.999999999Z,2022-01-06T23:59:59.999999999Z,86400,covered,0.06400593,0.064,HOLDING,1488.41728000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641427199999999999,1641513599999999999,2022-01-05T23:59:59.999999999Z,2022-01-06T23:59:59.999999999Z,86400,covered,0.7850142,0.785,HOLDING,1495.01811788155,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641513599999999999,1641599999999999999,2022-01-06T23:59:59.999999999Z,2022-01-07T23:59:59.999999999Z,86400,covered,0.06400593,0.064,HOLDING,1488.41728000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641513599999999999,1641599999999999999,2022-01-06T23:59:59.999999999Z,2022-01-07T23:59:59.999999999Z,86400,covered,0.7850142,0.785,HOLDING,1495.01811788155,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641599999999999999,1641686399999999999,2022-01-07T23:59:59.999999999Z,2022-01-08T23:59:59.999999999Z,86400,covered,0.06400593,0.064,HOLDING,1488.41728000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641599999999999999,1641686399999999999,2022-01-07T23:59:59.999999999Z,2022-01-08T23:59:59.999999999Z,86400,covered,0.7850142,0.785,HOLDING,1495.01811788155,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641686399999999999,1641772799999999999,2022-01-08T23:59:59.999999999Z,2022-01-09T23:59:59.999999999Z,86400,covered,0.06400593,0.064,HOLDING,1488.41728000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641686399999999999,1641772799999999999,2022-01-08T23:59:59.999999999Z,2022-01-09T23:59:59.999999999Z,86400,covered,0.7850142,0.785,HOLDING,1495.01811788155,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641772799999999999,1641859199999999999,2022-01-09T23:59:59.999999999Z,2022-01-10T23:59:59.999999999Z,86400,covered,0.06400593,0.064,HOLDING,1488.41728000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641772799999999999,1641859199999999999,2022-01-09T23:59:59.999999999Z,2022-01-10T23:59:59.999999999Z,86400,covered,0.7850142,0.785,HOLDING,1495.0181178815500000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641859199999999999,1641859380000000000,2022-01-10T23:59:59.999999999Z,2022-01-11T00:03:00.000000000Z,180.000000001,covered,0.06400593,0.064,HOLDING,1488.41728000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641859199999999999,1641945599999999999,2022-01-10T23:59:59.999999999Z,2022-01-11T23:59:59.999999999Z,86400,covered,0.7850142,0.785,HOLDING,1495.0181178815500000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641859380000000000,1641859440000000000,2022-01-11T00:03:00.000000000Z,2022-01-11T00:04:00.000000000Z,60,covered,0.06400593,0.064,REBALANCING,1488.41728000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641859440000000000,1641859500000000000,2022-01-11T00:04:00.000000000Z,2022-01-11T00:05:00.000000000Z,60,unhedged,0.07100892,0.064,REBALANCING,1488.41728000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641859500000000000,1641945599999999999,2022-01-11T00:05:00.000000000Z,2022-01-11T23:59:59.999999999Z,86099.999999999,covered,0.07100892,0.071,HOLDING,1634.69687084858,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1641945599999999999,1642031999999999999,2022-01-11T23:59:59.999999999Z,2022-01-12T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.69687084858,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641945599999999999,1641974640000000000,2022-01-11T23:59:59.999999999Z,2022-01-12T08:04:00.000000000Z,29040.000000001,covered,0.7850142,0.785,HOLDING,1495.0181178815500000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641974640000000000,1641974700000000000,2022-01-12T08:04:00.000000000Z,2022-01-12T08:05:00.000000000Z,60,covered,0.7850142,0.785,REBALANCING,1495.0181178815500000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641974700000000000,1641974760000000000,2022-01-12T08:05:00.000000000Z,2022-01-12T08:06:00.000000000Z,60,unhedged,0.9100890,0.785,REBALANCING,1495.0181178815500000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1641974760000000000,1642031999999999999,2022-01-12T08:06:00.000000000Z,2022-01-12T23:59:59.999999999Z,57239.999999999,covered,0.9100890,0.910,HOLDING,1696.2563887015500000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1642031999999999999,1642118399999999999,2022-01-12T23:59:59.999999999Z,2022-01-13T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.5317296072982000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1642031999999999999,1642118399999999999,2022-01-12T23:59:59.999999999Z,2022-01-13T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.6506512444980000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1642118399999999999,1642204799999999999,2022-01-13T23:59:59.999999999Z,2022-01-14T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1642118399999999999,1642204799999999999,2022-01-13T23:59:59.999999999Z,2022-01-14T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1642204799999999999,1642291199999999999,2022-01-14T23:59:59.999999999Z,2022-01-15T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1642204799999999999,1642291199999999999,2022-01-14T23:59:59.999999999Z,2022-01-15T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1642291199999999999,1642377599999999999,2022-01-15T23:59:59.999999999Z,2022-01-16T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1642291199999999999,1642377599999999999,2022-01-15T23:59:59.999999999Z,2022-01-16T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1642377599999999999,1642463999999999999,2022-01-16T23:59:59.999999999Z,2022-01-17T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1642377599999999999,1642463999999999999,2022-01-16T23:59:59.999999999Z,2022-01-17T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1642463999999999999,1642550399999999999,2022-01-17T23:59:59.999999999Z,2022-01-18T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1642463999999999999,1642550399999999999,2022-01-17T23:59:59.999999999Z,2022-01-18T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1642550399999999999,1642636799999999999,2022-01-18T23:59:59.999999999Z,2022-01-19T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1642550399999999999,1642636799999999999,2022-01-18T23:59:59.999999999Z,2022-01-19T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1642636799999999999,1642723199999999999,2022-01-19T23:59:59.999999999Z,2022-01-20T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1642636799999999999,1642723199999999999,2022-01-19T23:59:59.999999999Z,2022-01-20T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1642723199999999999,1642809599999999999,2022-01-20T23:59:59.999999999Z,2022-01-21T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1642723199999999999,1642809599999999999,2022-01-20T23:59:59.999999999Z,2022-01-21T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1642809599999999999,1642895999999999999,2022-01-21T23:59:59.999999999Z,2022-01-22T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1642809599999999999,1642895999999999999,2022-01-21T23:59:59.999999999Z,2022-01-22T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1642895999999999999,1642982399999999999,2022-01-22T23:59:59.999999999Z,2022-01-23T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1642895999999999999,1642982399999999999,2022-01-22T23:59:59.999999999Z,2022-01-23T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1642982399999999999,1643068799999999999,2022-01-23T23:59:59.999999999Z,2022-01-24T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1642982399999999999,1643068799999999999,2022-01-23T23:59:59.999999999Z,2022-01-24T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1643068799999999999,1643155199999999999,2022-01-24T23:59:59.999999999Z,2022-01-25T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1643068799999999999,1643155199999999999,2022-01-24T23:59:59.999999999Z,2022-01-25T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1643155199999999999,1643241599999999999,2022-01-25T23:59:59.999999999Z,2022-01-26T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1643155199999999999,1643241599999999999,2022-01-25T23:59:59.999999999Z,2022-01-26T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1643241599999999999,1643327999999999999,2022-01-26T23:59:59.999999999Z,2022-01-27T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1643241599999999999,1643327999999999999,2022-01-26T23:59:59.999999999Z,2022-01-27T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1643327999999999999,1643414399999999999,2022-01-27T23:59:59.999999999Z,2022-01-28T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1643327999999999999,1643414399999999999,2022-01-27T23:59:59.999999999Z,2022-01-28T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1643414399999999999,1643500799999999999,2022-01-28T23:59:59.999999999Z,2022-01-29T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1643414399999999999,1643500799999999999,2022-01-28T23:59:59.999999999Z,2022-01-29T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1643500799999999999,1643587199999999999,2022-01-29T23:59:59.999999999Z,2022-01-30T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1643500799999999999,1643587199999999999,2022-01-29T23:59:59.999999999Z,2022-01-30T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1643587199999999999,1643673599999999999,2022-01-30T23:59:59.999999999Z,2022-01-31T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1643587199999999999,1643673599999999999,2022-01-30T23:59:59.999999999Z,2022-01-31T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1643673599999999999,1643759999999999999,2022-01-31T23:59:59.999999999Z,2022-02-01T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1643673599999999999,1643759999999999999,2022-01-31T23:59:59.999999999Z,2022-02-01T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
BTCUSDT,1643759999999999999,1643846399999999999,2022-02-01T23:59:59.999999999Z,2022-02-02T23:59:59.999999999Z,86400,covered,0.07100892,0.071,HOLDING,1634.2978778414310000000,permanent,run_dfea4b7ac1475668d5968c97
ETHUSDT,1643759999999999999,1643846399999999999,2022-02-01T23:59:59.999999999Z,2022-02-02T23:59:59.999999999Z,86400,covered,0.9100890,0.910,HOLDING,1695.5796548221830000000,permanent,run_dfea4b7ac1475668d5968c97
