symbol,start_ns,end_ns,start_utc,end_exclusive_utc,seconds,exposure,spot,short,state,collateral_usdt,strategy,source_run_id
BTCUSDT,1640995200000000000,1641081599999999999,2022-01-01T00:00:00.000000000Z,2022-01-01T23:59:59.999999999Z,86399.999999999,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1640995200000000000,1641081599999999999,2022-01-01T00:00:00.000000000Z,2022-01-01T23:59:59.999999999Z,86399.999999999,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1641081599999999999,1641167999999999999,2022-01-01T23:59:59.999999999Z,2022-01-02T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1641081599999999999,1641167999999999999,2022-01-01T23:59:59.999999999Z,2022-01-02T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1641167999999999999,1641254399999999999,2022-01-02T23:59:59.999999999Z,2022-01-03T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1641167999999999999,1641254399999999999,2022-01-02T23:59:59.999999999Z,2022-01-03T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1641254399999999999,1641340799999999999,2022-01-03T23:59:59.999999999Z,2022-01-04T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1641254399999999999,1641340799999999999,2022-01-03T23:59:59.999999999Z,2022-01-04T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1641340799999999999,1641427199999999999,2022-01-04T23:59:59.999999999Z,2022-01-05T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1641340799999999999,1641427199999999999,2022-01-04T23:59:59.999999999Z,2022-01-05T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1641427199999999999,1641513599999999999,2022-01-05T23:59:59.999999999Z,2022-01-06T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1641427199999999999,1641513599999999999,2022-01-05T23:59:59.999999999Z,2022-01-06T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1641513599999999999,1641599999999999999,2022-01-06T23:59:59.999999999Z,2022-01-07T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1641513599999999999,1641599999999999999,2022-01-06T23:59:59.999999999Z,2022-01-07T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1641599999999999999,1641686399999999999,2022-01-07T23:59:59.999999999Z,2022-01-08T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1641599999999999999,1641686399999999999,2022-01-07T23:59:59.999999999Z,2022-01-08T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1641686399999999999,1641772799999999999,2022-01-08T23:59:59.999999999Z,2022-01-09T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1641686399999999999,1641772799999999999,2022-01-08T23:59:59.999999999Z,2022-01-09T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1641772799999999999,1641859199999999999,2022-01-09T23:59:59.999999999Z,2022-01-10T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1641772799999999999,1641859199999999999,2022-01-09T23:59:59.999999999Z,2022-01-10T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1641859199999999999,1641945599999999999,2022-01-10T23:59:59.999999999Z,2022-01-11T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1641859199999999999,1641945599999999999,2022-01-10T23:59:59.999999999Z,2022-01-11T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1641945599999999999,1642031999999999999,2022-01-11T23:59:59.999999999Z,2022-01-12T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1641945599999999999,1642031999999999999,2022-01-11T23:59:59.999999999Z,2022-01-12T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1642031999999999999,1642118399999999999,2022-01-12T23:59:59.999999999Z,2022-01-13T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1642031999999999999,1642118399999999999,2022-01-12T23:59:59.999999999Z,2022-01-13T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1642118399999999999,1642204799999999999,2022-01-13T23:59:59.999999999Z,2022-01-14T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1642118399999999999,1642204799999999999,2022-01-13T23:59:59.999999999Z,2022-01-14T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1642204799999999999,1642291199999999999,2022-01-14T23:59:59.999999999Z,2022-01-15T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1642204799999999999,1642291199999999999,2022-01-14T23:59:59.999999999Z,2022-01-15T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1642291199999999999,1642377599999999999,2022-01-15T23:59:59.999999999Z,2022-01-16T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1642291199999999999,1642377599999999999,2022-01-15T23:59:59.999999999Z,2022-01-16T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1642377599999999999,1642463999999999999,2022-01-16T23:59:59.999999999Z,2022-01-17T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1642377599999999999,1642463999999999999,2022-01-16T23:59:59.999999999Z,2022-01-17T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1642463999999999999,1642550399999999999,2022-01-17T23:59:59.999999999Z,2022-01-18T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1642463999999999999,1642550399999999999,2022-01-17T23:59:59.999999999Z,2022-01-18T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1642550399999999999,1642636799999999999,2022-01-18T23:59:59.999999999Z,2022-01-19T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1642550399999999999,1642636799999999999,2022-01-18T23:59:59.999999999Z,2022-01-19T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1642636799999999999,1642723199999999999,2022-01-19T23:59:59.999999999Z,2022-01-20T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1642636799999999999,1642723199999999999,2022-01-19T23:59:59.999999999Z,2022-01-20T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1642723199999999999,1642809599999999999,2022-01-20T23:59:59.999999999Z,2022-01-21T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1642723199999999999,1642809599999999999,2022-01-20T23:59:59.999999999Z,2022-01-21T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1642809599999999999,1642895999999999999,2022-01-21T23:59:59.999999999Z,2022-01-22T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1642809599999999999,1642895999999999999,2022-01-21T23:59:59.999999999Z,2022-01-22T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1642895999999999999,1642982399999999999,2022-01-22T23:59:59.999999999Z,2022-01-23T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1642895999999999999,1642982399999999999,2022-01-22T23:59:59.999999999Z,2022-01-23T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1642982399999999999,1643068799999999999,2022-01-23T23:59:59.999999999Z,2022-01-24T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1642982399999999999,1643068799999999999,2022-01-23T23:59:59.999999999Z,2022-01-24T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1643068799999999999,1643155199999999999,2022-01-24T23:59:59.999999999Z,2022-01-25T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1643068799999999999,1643155199999999999,2022-01-24T23:59:59.999999999Z,2022-01-25T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1643155199999999999,1643241599999999999,2022-01-25T23:59:59.999999999Z,2022-01-26T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1643155199999999999,1643241599999999999,2022-01-25T23:59:59.999999999Z,2022-01-26T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1643241599999999999,1643327999999999999,2022-01-26T23:59:59.999999999Z,2022-01-27T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1643241599999999999,1643327999999999999,2022-01-26T23:59:59.999999999Z,2022-01-27T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1643327999999999999,1643414399999999999,2022-01-27T23:59:59.999999999Z,2022-01-28T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1643327999999999999,1643414399999999999,2022-01-27T23:59:59.999999999Z,2022-01-28T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1643414399999999999,1643500799999999999,2022-01-28T23:59:59.999999999Z,2022-01-29T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1643414399999999999,1643500799999999999,2022-01-28T23:59:59.999999999Z,2022-01-29T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1643500799999999999,1643587199999999999,2022-01-29T23:59:59.999999999Z,2022-01-30T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1643500799999999999,1643587199999999999,2022-01-29T23:59:59.999999999Z,2022-01-30T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1643587199999999999,1643673599999999999,2022-01-30T23:59:59.999999999Z,2022-01-31T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1643587199999999999,1643673599999999999,2022-01-30T23:59:59.999999999Z,2022-01-31T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1643673599999999999,1643759999999999999,2022-01-31T23:59:59.999999999Z,2022-02-01T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1643673599999999999,1643759999999999999,2022-01-31T23:59:59.999999999Z,2022-02-01T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1643759999999999999,1643846399999999999,2022-02-01T23:59:59.999999999Z,2022-02-02T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1643759999999999999,1643846399999999999,2022-02-01T23:59:59.999999999Z,2022-02-02T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1643846399999999999,1643932799999999999,2022-02-02T23:59:59.999999999Z,2022-02-03T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1643846399999999999,1643932799999999999,2022-02-02T23:59:59.999999999Z,2022-02-03T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1643932799999999999,1644019199999999999,2022-02-03T23:59:59.999999999Z,2022-02-04T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1643932799999999999,1644019199999999999,2022-02-03T23:59:59.999999999Z,2022-02-04T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1644019199999999999,1644105599999999999,2022-02-04T23:59:59.999999999Z,2022-02-05T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1644019199999999999,1644105599999999999,2022-02-04T23:59:59.999999999Z,2022-02-05T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1644105599999999999,1644191999999999999,2022-02-05T23:59:59.999999999Z,2022-02-06T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1644105599999999999,1644191999999999999,2022-02-05T23:59:59.999999999Z,2022-02-06T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1644191999999999999,1644278399999999999,2022-02-06T23:59:59.999999999Z,2022-02-07T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1644191999999999999,1644278399999999999,2022-02-06T23:59:59.999999999Z,2022-02-07T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1644278399999999999,1644364799999999999,2022-02-07T23:59:59.999999999Z,2022-02-08T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1644278399999999999,1644364799999999999,2022-02-07T23:59:59.999999999Z,2022-02-08T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1644364799999999999,1644451199999999999,2022-02-08T23:59:59.999999999Z,2022-02-09T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1644364799999999999,1644451199999999999,2022-02-08T23:59:59.999999999Z,2022-02-09T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1644451199999999999,1644537599999999999,2022-02-09T23:59:59.999999999Z,2022-02-10T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1644451199999999999,1644537599999999999,2022-02-09T23:59:59.999999999Z,2022-02-10T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1644537599999999999,1644623999999999999,2022-02-10T23:59:59.999999999Z,2022-02-11T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1644537599999999999,1644623999999999999,2022-02-10T23:59:59.999999999Z,2022-02-11T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1644623999999999999,1644710399999999999,2022-02-11T23:59:59.999999999Z,2022-02-12T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1644623999999999999,1644710399999999999,2022-02-11T23:59:59.999999999Z,2022-02-12T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1644710399999999999,1644796799999999999,2022-02-12T23:59:59.999999999Z,2022-02-13T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1644710399999999999,1644796799999999999,2022-02-12T23:59:59.999999999Z,2022-02-13T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1644796799999999999,1644883199999999999,2022-02-13T23:59:59.999999999Z,2022-02-14T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1644796799999999999,1644883199999999999,2022-02-13T23:59:59.999999999Z,2022-02-14T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1644883199999999999,1644969599999999999,2022-02-14T23:59:59.999999999Z,2022-02-15T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1644883199999999999,1644969599999999999,2022-02-14T23:59:59.999999999Z,2022-02-15T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1644969599999999999,1645055999999999999,2022-02-15T23:59:59.999999999Z,2022-02-16T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1644969599999999999,1645055999999999999,2022-02-15T23:59:59.999999999Z,2022-02-16T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1645055999999999999,1645142399999999999,2022-02-16T23:59:59.999999999Z,2022-02-17T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1645055999999999999,1645142399999999999,2022-02-16T23:59:59.999999999Z,2022-02-17T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1645142399999999999,1645228799999999999,2022-02-17T23:59:59.999999999Z,2022-02-18T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1645142399999999999,1645228799999999999,2022-02-17T23:59:59.999999999Z,2022-02-18T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1645228799999999999,1645315199999999999,2022-02-18T23:59:59.999999999Z,2022-02-19T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1645228799999999999,1645315199999999999,2022-02-18T23:59:59.999999999Z,2022-02-19T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1645315199999999999,1645401599999999999,2022-02-19T23:59:59.999999999Z,2022-02-20T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1645315199999999999,1645401599999999999,2022-02-19T23:59:59.999999999Z,2022-02-20T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1645401599999999999,1645487999999999999,2022-02-20T23:59:59.999999999Z,2022-02-21T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1645401599999999999,1645487999999999999,2022-02-20T23:59:59.999999999Z,2022-02-21T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1645487999999999999,1645574399999999999,2022-02-21T23:59:59.999999999Z,2022-02-22T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1645487999999999999,1645574399999999999,2022-02-21T23:59:59.999999999Z,2022-02-22T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1645574399999999999,1645660799999999999,2022-02-22T23:59:59.999999999Z,2022-02-23T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1645574399999999999,1645660799999999999,2022-02-22T23:59:59.999999999Z,2022-02-23T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1645660799999999999,1645747199999999999,2022-02-23T23:59:59.999999999Z,2022-02-24T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1645660799999999999,1645747199999999999,2022-02-23T23:59:59.999999999Z,2022-02-24T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1645747199999999999,1645833599999999999,2022-02-24T23:59:59.999999999Z,2022-02-25T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1645747199999999999,1645833599999999999,2022-02-24T23:59:59.999999999Z,2022-02-25T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1645833599999999999,1645919999999999999,2022-02-25T23:59:59.999999999Z,2022-02-26T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1645833599999999999,1645919999999999999,2022-02-25T23:59:59.999999999Z,2022-02-26T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1645919999999999999,1646006399999999999,2022-02-26T23:59:59.999999999Z,2022-02-27T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1645919999999999999,1646006399999999999,2022-02-26T23:59:59.999999999Z,2022-02-27T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1646006399999999999,1646092799999999999,2022-02-27T23:59:59.999999999Z,2022-02-28T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1646006399999999999,1646092799999999999,2022-02-27T23:59:59.999999999Z,2022-02-28T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1646092799999999999,1646179199999999999,2022-02-28T23:59:59.999999999Z,2022-03-01T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1646092799999999999,1646179199999999999,2022-02-28T23:59:59.999999999Z,2022-03-01T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1646179199999999999,1646265599999999999,2022-03-01T23:59:59.999999999Z,2022-03-02T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1646179199999999999,1646265599999999999,2022-03-01T23:59:59.999999999Z,2022-03-02T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1646265599999999999,1646351999999999999,2022-03-02T23:59:59.999999999Z,2022-03-03T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1646265599999999999,1646351999999999999,2022-03-02T23:59:59.999999999Z,2022-03-03T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1646351999999999999,1646438399999999999,2022-03-03T23:59:59.999999999Z,2022-03-04T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1646351999999999999,1646438399999999999,2022-03-03T23:59:59.999999999Z,2022-03-04T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1646438399999999999,1646524799999999999,2022-03-04T23:59:59.999999999Z,2022-03-05T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1646438399999999999,1646524799999999999,2022-03-04T23:59:59.999999999Z,2022-03-05T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1646524799999999999,1646611199999999999,2022-03-05T23:59:59.999999999Z,2022-03-06T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1646524799999999999,1646611199999999999,2022-03-05T23:59:59.999999999Z,2022-03-06T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1646611199999999999,1646697599999999999,2022-03-06T23:59:59.999999999Z,2022-03-07T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1646611199999999999,1646697599999999999,2022-03-06T23:59:59.999999999Z,2022-03-07T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1646697599999999999,1646783999999999999,2022-03-07T23:59:59.999999999Z,2022-03-08T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1646697599999999999,1646783999999999999,2022-03-07T23:59:59.999999999Z,2022-03-08T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1646783999999999999,1646870399999999999,2022-03-08T23:59:59.999999999Z,2022-03-09T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1646783999999999999,1646870399999999999,2022-03-08T23:59:59.999999999Z,2022-03-09T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1646870399999999999,1646956799999999999,2022-03-09T23:59:59.999999999Z,2022-03-10T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
ETHUSDT,1646870399999999999,1646956799999999999,2022-03-09T23:59:59.999999999Z,2022-03-10T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
BTCUSDT,1646956799999999999,1647043199999999999,2022-03-10T23:59:59.999999999Z,2022-03-11T23:59:59.999999999Z,86400,flat,0,0,FLAT,0,conditional,run_ad71d751b20623006c195ff3
