method,strategy,symbol,open_time_utc,available_at_utc,spot,short,average,collateral,mark_close,mark_method,runtime_position_match,close_causes,source,balance,maintenance,liquidation_price,ratio,distance,liquidate,preventive
last_official,permanent,ETHUSDT,2022-07-12T13:19:00.000000000Z,2022-07-12T13:20:00.000000000Z,0.0000690,0.000,0,0E-24,1075.28000000,last_official,True,[],persisted_ledger_and_causal_mark,,,,,,,
last_official,permanent,BTCUSDT,2022-07-12T13:20:00.000000000Z,2022-07-12T13:21:00.000000000Z,0.14600377,0.146,28309.78150684931506849315068,2068.013650000000000000000000,19919.50000000,official,False,[],persisted_ledger_and_causal_mark,3292.994749999999999999999999,11.63298800000000,42305.03840801178846258800414,0.003532646992528609406376976460,1.123800216271080522231381518,False,False
last_official,permanent,ETHUSDT,2022-07-12T13:20:00.000000000Z,2022-07-12T13:21:00.000000000Z,0.0000690,0.000,0,0E-24,1075.28000000,last_official,True,[],persisted_ledger_and_causal_mark,,,,,,,
last_official,permanent,BTCUSDT,2022-07-12T13:21:00.000000000Z,2022-07-12T13:22:00.000000000Z,0.14600377,0.146,28309.78150684931506849315068,2068.013650000000000000000000,19907.57458687,official,False,[],persisted_ledger_and_causal_mark,3294.735860316979999999999999,11.62602355873208,42305.03840801178846258800414,0.003528666348874948458154584459,1.125072455381580727656706061,False,False
last_official,permanent,ETHUSDT,2022-07-12T13:21:00.000000000Z,2022-07-12T13:22:00.000000000Z,0.0000690,0.000,0,0E-24,1075.28000000,last_official,True,[],persisted_ledger_and_causal_mark,,,,,,,
last_official,permanent,BTCUSDT,2022-07-12T13:52:00.000000000Z,2022-07-12T13:53:00.000000000Z,0.14600377,0.146,28309.78150684931506849315068,2068.013650000000000000000000,19853.10000000,official,False,[],persisted_ledger_and_causal_mark,3302.689149999999999999999999,11.59421040000000,42305.03840801178846258800414,0.003510536376092191419225754263,1.130903405917050156529106494,False,False
last_official,permanent,ETHUSDT,2022-07-12T13:52:00.000000000Z,2022-07-12T13:53:00.000000000Z,0.0000690,0.000,0,0E-24,1070.61000000,last_official,True,[],persisted_ledger_and_causal_mark,,,,,,,
last_official,permanent,BTCUSDT,2022-07-13T06:59:00.000000000Z,2022-07-13T07:00:00.000000000Z,0.15600376,0.156,27731.21858974358974358974358,2164.685650000000000000000000,19529.80000000,official,False,[],persisted_ledger_and_causal_mark,3444.106949999999999999999998,12.18659520000000,41441.64208550413729696598221,0.003538390467229828620740131199,1.121969609801643503618366917,False,False
last_official,permanent,ETHUSDT,2022-07-13T06:59:00.000000000Z,2022-07-13T07:00:00.000000000Z,0.0000690,0.000,0,0E-24,1060.56000000,last_official,True,[],persisted_ledger_and_causal_mark,,,,,,,
last_official,permanent,BTCUSDT,2024-08-12T10:02:00.000000000Z,2024-08-12T10:03:00.000000000Z,0.05900933,0.059,60764.90041320200251575671986,1793.739328493475895084933460,58269.46845611,last_official,True,[],persisted_ledger_and_causal_mark,1940.969813961904043514579932,13.75159455564196,90804.04573017074150034742272,0.007084909026777820041866600444,0.5583469033798821605810674375,False,False
last_official,permanent,ETHUSDT,2024-08-12T10:02:00.000000000Z,2024-08-12T10:03:00.000000000Z,1.1900866,1.190,3217.165400087905548690834751,1914.349087983394981649404313,2597.79000000,last_official,True,[],persisted_ledger_and_causal_mark,2651.405814088002584591497667,20.093905650000000,4794.696584877291374629193993,0.007578585497260686360059938768,0.8456829015729875681364521355,False,False
