symbol,strategy,funding_filter_enabled,time_ns,timestamp_utc,event_id,kind,amount_usdt,funding,short,debt,average,collateral,collateral_change,fee,free_futures,free_spot,pnl,spot,source_run_id
ETHUSDT,conditional,True,1675238400000000000,2023-02-01T08:00:00.000000000Z,funding:ETHUSDT:1675238400000000000,funding,0.3032155125422500000,0.3032155125422500000,1.925,0,1555.82,1497.78475000000,0,0,15.4305034726394043800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675267200012000000,2023-02-01T16:00:00.012000000Z,funding:ETHUSDT:1675267200012000000,funding,0.3032188300988000000,0.3032188300988000000,1.925,0,1555.82,1497.78475000000,0,0,15.7337223027382043800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675296000004000000,2023-02-02T00:00:00.004000000Z,funding:ETHUSDT:1675296000004000000,funding,0.3160169232855250000,0.3160169232855250000,1.925,0,1555.82,1497.78475000000,0,0,16.0497392260237293800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675324800023000000,2023-02-02T08:00:00.023000000Z,funding:ETHUSDT:1675324800023000000,funding,0.3206029750000000000,0.3206029750000000000,1.925,0,1555.82,1497.78475000000,0,0,16.3703422010237293800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675353600003000000,2023-02-02T16:00:00.003000000Z,funding:ETHUSDT:1675353600003000000,funding,0.3231189500000000000,0.3231189500000000000,1.925,0,1555.82,1497.78475000000,0,0,16.6934611510237293800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675382400010000000,2023-02-03T00:00:00.010000000Z,funding:ETHUSDT:1675382400010000000,funding,0.3164043150999500000,0.3164043150999500000,1.925,0,1555.82,1497.78475000000,0,0,17.0098654661236793800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675411200000000000,2023-02-03T08:00:00.000000000Z,funding:ETHUSDT:1675411200000000000,funding,0.3152931450110750000,0.3152931450110750000,1.925,0,1555.82,1497.78475000000,0,0,17.3251586111347543800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675440000000000000,2023-02-03T16:00:00.000000000Z,funding:ETHUSDT:1675440000000000000,funding,0.3202251686037250000,0.3202251686037250000,1.925,0,1555.82,1497.78475000000,0,0,17.6453837797384793800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675468800010000000,2023-02-04T00:00:00.010000000Z,funding:ETHUSDT:1675468800010000000,funding,0.3202584000000000000,0.3202584000000000000,1.925,0,1555.82,1497.78475000000,0,0,17.9656421797384793800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675497600000000000,2023-02-04T08:00:00.000000000Z,funding:ETHUSDT:1675497600000000000,funding,0.3192173119520000000,0.3192173119520000000,1.925,0,1555.82,1497.78475000000,0,0,18.2848594916904793800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675526400000000000,2023-02-04T16:00:00.000000000Z,funding:ETHUSDT:1675526400000000000,funding,0.3234458133522000000,0.3234458133522000000,1.925,0,1555.82,1497.78475000000,0,0,18.6083053050426793800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675555200016000000,2023-02-05T00:00:00.016000000Z,funding:ETHUSDT:1675555200016000000,funding,0.3207877750000000000,0.3207877750000000000,1.925,0,1555.82,1497.78475000000,0,0,18.9290930800426793800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675584000009000000,2023-02-05T08:00:00.009000000Z,funding:ETHUSDT:1675584000009000000,funding,0.3211185711907250000,0.3211185711907250000,1.925,0,1555.82,1497.78475000000,0,0,19.2502116512334043800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675612800018000000,2023-02-05T16:00:00.018000000Z,funding:ETHUSDT:1675612800018000000,funding,0.3165797250000000000,0.3165797250000000000,1.925,0,1555.82,1497.78475000000,0,0,19.5667913762334043800,5496.85851428200,0,1.9250524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675641600001000000,2023-02-06T00:00:00.001000000Z,funding:ETHUSDT:1675641600001000000,funding,0.2977318440000000000,0.2977318440000000000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,86.81766596523340438000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675670400000000000,2023-02-06T08:00:00.000000000Z,funding:ETHUSDT:1675670400000000000,funding,0.2988688600000000000,0.2988688600000000000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,87.11653482523340438000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675699200012000000,2023-02-06T16:00:00.012000000Z,funding:ETHUSDT:1675699200012000000,funding,0.3013640800000000000,0.3013640800000000000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,87.41789890523340438000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675728000004000000,2023-02-07T00:00:00.004000000Z,funding:ETHUSDT:1675728000004000000,funding,0.2950190920000000000,0.2950190920000000000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,87.71291799723340438000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675756800011000000,2023-02-07T08:00:00.011000000Z,funding:ETHUSDT:1675756800011000000,funding,0.2982677315374240000,0.2982677315374240000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,88.01118572877082838000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675785600018000000,2023-02-07T16:00:00.018000000Z,funding:ETHUSDT:1675785600018000000,funding,0.2980608840000000000,0.2980608840000000000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,88.30924661277082838000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675814400009000000,2023-02-08T00:00:00.009000000Z,funding:ETHUSDT:1675814400009000000,funding,0.3053992247195520000,0.3053992247195520000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,88.61464583749038038000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675843200010000000,2023-02-08T08:00:00.010000000Z,funding:ETHUSDT:1675843200010000000,funding,0.3066520745535920000,0.3066520745535920000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,88.92129791204397238000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675872000000000000,2023-02-08T16:00:00.000000000Z,funding:ETHUSDT:1675872000000000000,funding,0.3022945320000000000,0.3022945320000000000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,89.22359244404397238000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675900800014000000,2023-02-09T00:00:00.014000000Z,funding:ETHUSDT:1675900800014000000,funding,0.3016675280000000000,0.3016675280000000000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,89.52525997204397238000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675929600006000000,2023-02-09T08:00:00.006000000Z,funding:ETHUSDT:1675929600006000000,funding,0.2979526852576480000,0.2979526852576480000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,89.82321265730162038000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675958400001000000,2023-02-09T16:00:00.001000000Z,funding:ETHUSDT:1675958400001000000,funding,0.2983486669649680000,0.2983486669649680000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,90.12156132426658838000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1675987200012000000,2023-02-10T00:00:00.012000000Z,funding:ETHUSDT:1675987200012000000,funding,0.2823675040000000000,0.2823675040000000000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,90.40392882826658838000000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676016000005000000,2023-02-10T08:00:00.005000000Z,funding:ETHUSDT:1676016000005000000,funding,0.1935518546652046704,0.1935518546652046704,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,90.59748068293179305040000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676044800020000000,2023-02-10T16:00:00.020000000Z,funding:ETHUSDT:1676044800020000000,funding,0.2781429960000000000,0.2781429960000000000,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,90.87562367893179305040000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676073600007000000,2023-02-11T00:00:00.007000000Z,funding:ETHUSDT:1676073600007000000,funding,0.1789161309273852160,0.1789161309273852160,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,91.05453980985917826640000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676102400002000000,2023-02-11T08:00:00.002000000Z,funding:ETHUSDT:1676102400002000000,funding,0.0929498088674167560,0.0929498088674167560,1.828,0E-9,1555.82,1422.311960000000000000000000,0,0,91.14748961872659502240000000,5656.10987351200,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676131200021000000,2023-02-11T16:00:00.021000000Z,funding:ETHUSDT:1676131200021000000,funding,-0.0692989882346305912,-0.0692989882346305912,1.828,0E-19,1555.82,1422.311960000000000000000000,0E-19,0,91.07819063049196443120000000,5656.1098735120000000000,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676160000004000000,2023-02-12T00:00:00.004000000Z,funding:ETHUSDT:1676160000004000000,funding,0.2493084508419449812,0.2493084508419449812,1.828,0E-19,1555.82,1422.311960000000000000000000,0,0,91.32749908133390941240000000,5656.1098735120000000000,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676188800000000000,2023-02-12T08:00:00.000000000Z,funding:ETHUSDT:1676188800000000000,funding,0.0902075989992254100,0.0902075989992254100,1.828,0E-19,1555.82,1422.311960000000000000000000,0,0,91.41770668033313482240000000,5656.1098735120000000000,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676217600002000000,2023-02-12T16:00:00.002000000Z,funding:ETHUSDT:1676217600002000000,funding,0.1285226078449555728,0.1285226078449555728,1.828,0E-19,1555.82,1422.311960000000000000000000,0,0,91.54622928817809039520000000,5656.1098735120000000000,0,1.8280524,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676246400006000000,2023-02-13T00:00:00.006000000Z,funding:ETHUSDT:1676246400006000000,funding,0.0757275445885000000,0.0757275445885000000,1.957,0E-19,1554.442330097087378640776699,1521.314300000000000000000000,0,0,0.07572754458850000000000000,5450.290726460178090395200000,0,1.9570233,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676275200008000000,2023-02-13T08:00:00.008000000Z,funding:ETHUSDT:1676275200008000000,funding,0.1785083985944736462,0.1785083985944736462,1.957,0E-19,1554.442330097087378640776699,1521.314300000000000000000000,0,0,0.25423594318297364620000000,5450.290726460178090395200000,0,1.9570233,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676304000002000000,2023-02-13T16:00:00.002000000Z,funding:ETHUSDT:1676304000002000000,funding,0.2886941391418720000,0.2886941391418720000,1.957,0E-19,1554.442330097087378640776699,1521.314300000000000000000000,0,0,0.54293008232484564620000000,5450.290726460178090395200000,0,1.9570233,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676332800013000000,2023-02-14T00:00:00.013000000Z,funding:ETHUSDT:1676332800013000000,funding,-0.0133699946396000000,-0.0133699946396000000,1.957,0E-19,1554.442330097087378640776699,1521.314300000000000000000000,0E-19,0,0.52956008768524564620000000,5450.290726460178090395200000,0,1.9570233,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676361600014000000,2023-02-14T08:00:00.014000000Z,funding:ETHUSDT:1676361600014000000,funding,0.1297793755833912840,0.1297793755833912840,1.957,0E-19,1554.442330097087378640776699,1521.314300000000000000000000,0,0,0.65933946326863693020000000,5450.290726460178090395200000,0,1.9570233,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1676390400016000000,2023-02-14T16:00:00.016000000Z,funding:ETHUSDT:1676390400016000000,funding,0.1605268276252020864,0.1605268276252020864,1.957,0E-19,1554.442330097087378640776699,1521.314300000000000000000000,0,0,0.81986629089383901660000000,5450.290726460178090395200000,0,1.9570233,run_ad71d751b20623006c195ff3
