symbol,time_ns,minute_utc,candle_open_utc,spot_close,future_close,mark_close,spot_base_volume,future_base_volume,forecast,forecast_available_at,cycle_cost,complete,eligible,funding_pass,basis_pass,operational,known_closure,forecast_valid,unknown_market_data
BTCUSDT,1641340800000000000,2022-01-05T00:00:00.000000000Z,2022-01-04T23:59:00.000000000Z,45832.01,45833.42,45837.60240322,11.86031,109.666,0.002077585374947990069300293733,1641312060002000000,0.0034,True,False,False,True,True,False,True,False
BTCUSDT,1641340920000000000,2022-01-05T00:02:00.000000000Z,2022-01-05T00:01:00.000000000Z,45819.58,45823.65,45818.44285856,17.32674,234.679,0.002082209291179369079605881817,1641340860001000000,0.0034,True,False,False,True,True,False,True,False
BTCUSDT,1641369720000000000,2022-01-05T08:02:00.000000000Z,2022-01-05T08:01:00.000000000Z,46371.33,46366.73,46378.17517703,9.99234,74.863,0.002085879266361566913503601614,1641369660017000000,0.0034,True,False,False,False,True,False,True,False
BTCUSDT,1641384000000000000,2022-01-05T12:00:00.000000000Z,2022-01-05T11:59:00.000000000Z,46270.99,46271.93,46273.55967802,9.66862,94.712,0.002085879266361566913503601614,1641369660017000000,0.0034,True,False,False,True,True,False,True,False
BTCUSDT,1641398460000000000,2022-01-05T16:01:00.000000000Z,2022-01-05T16:00:00.000000000Z,46605.02,46594.38,46604.12318459,17.02419,186.714,0.002088792761448974015534140320,1641398460000000000,0.0034,True,False,False,False,True,False,True,False
BTCUSDT,1641427140000000000,2022-01-05T23:59:00.000000000Z,2022-01-05T23:58:00.000000000Z,43450.0,43420.27,43420.27,38.92253,230.365,0.002088792761448974015534140320,1641398460000000000,0.0034,True,False,False,False,True,False,True,False
BTCUSDT,1641427200000000000,2022-01-06T00:00:00.000000000Z,2022-01-05T23:59:00.000000000Z,43451.13,43421.69,43395.7,63.80056,470.108,0.002088792761448974015534140320,1641398460000000000,0.0034,True,False,False,False,True,False,True,False
BTCUSDT,1641427320000000000,2022-01-06T00:02:00.000000000Z,2022-01-06T00:01:00.000000000Z,43354.54,43324.58,43325.91,100.20889,991.04,0.002091104778952861110784375304,1641427260002000000,0.0034,True,False,False,False,True,False,True,False
BTCUSDT,1641456120000000000,2022-01-06T08:02:00.000000000Z,2022-01-06T08:01:00.000000000Z,43218.36,43194.93,43198.62652645,36.05125,265.562,0.002092940072503301555492246682,1641456060021000000,0.0034,True,False,False,False,True,False,True,False
BTCUSDT,1641470400000000000,2022-01-06T12:00:00.000000000Z,2022-01-06T11:59:00.000000000Z,42878.34,42865.15,42865.14,14.68141,96.964,0.002092940072503301555492246682,1641456060021000000,0.0034,True,False,False,False,True,False,True,False
BTCUSDT,1641484920000000000,2022-01-06T16:02:00.000000000Z,2022-01-06T16:01:00.000000000Z,42922.0,42916.36,42924.46490877,19.22093,360.818,0.002094412575415659876917415852,1641484860006000000,0.0034,True,False,False,False,True,False,True,False
BTCUSDT,1641513540000000000,2022-01-06T23:59:00.000000000Z,2022-01-06T23:58:00.000000000Z,43128.29,43123.16,43123.16,10.99406,46.703,0.002094412575415659876917415852,1641484860006000000,0.0034,True,False,False,False,True,False,True,False
BTCUSDT,1641513600000000000,2022-01-07T00:00:00.000000000Z,2022-01-06T23:59:00.000000000Z,43082.31,43080.01,43080.0,12.72209,102.243,0.002094412575415659876917415852,1641484860006000000,0.0034,True,False,False,False,True,False,True,False
BTCUSDT,1641513720000000000,2022-01-07T00:02:00.000000000Z,2022-01-07T00:01:00.000000000Z,43090.6,43084.07,43081.99,19.49916,130.274,0.002095565273179567965261335535,1641513660005000000,0.0034,True,False,False,False,True,False,True,False
