symbol,strategy,funding_filter_enabled,time_ns,timestamp_utc,fill_id,order_id,market,side,quantity,price,reference_price,trade_id,fee_rate,liquidation,participation,recent_volume_quantity,partial,remaining_quantity,window_start,window_end,slippage_rate,execution_model,window_base_volume,window_quote_volume,max_volume_participation,capacity_used,fill_reason,source_file,window_end_utc,window_start_utc,participation_window_seconds,purpose,rounding_cost,source_run_id
ETHUSDT,conditional,True,1736121900000000000,2025-01-06T00:05:00.000000000Z,fill-conditional-00000234-1736121900000000000,conditional-00000234,futures,BUY,0.097,3639.24,3638.869229757233292988367280,bar:ETHUSDT:futures:1736121840000000000,0.0005,False,0.0001379598721666669037111205613,737.457,False,0.000,1736121840000000000,1736121900000000000,0.0001,next_minute_vwap,703.103,2558499.87205,0.01,0.097,full,ETHUSDT-1m-2025-01.zip,2025-01-06T00:05:00.000000000Z,2025-01-06T00:04:00.000000000Z,60,reduce_perp,0.000667682019725417186386651,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1736121960000000000,2025-01-06T00:06:00.000000000Z,fill-conditional-00000235-1736121960000000000,conditional-00000235,spot,SELL,0.0970,3638.69,3639.061843482847788818237591,bar:ETHUSDT:spot:1736121900000000000,0.001,False,0.001853879864762330690121113780,108.86390000,False,0.0000,1736121900000000000,1736121960000000000,0.0001,next_minute_vwap,52.32270000,190405.54111800,0.01,0.0970,full,ETHUSDT-1m-2025-01.zip,2025-01-06T00:06:00.000000000Z,2025-01-06T00:05:00.000000000Z,60,reduce_spot,0.0007699179544518918175093990,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1736726700000000000,2025-01-13T00:05:00.000000000Z,fill-conditional-00000236-1736726700000000000,conditional-00000236,spot,BUY,0.1001,3275.87,3275.539123029238635521973228,bar:ETHUSDT:spot:1736726640000000000,0.001,False,0.001256617326756910453775689413,196.85490000,False,0.0000,1736726640000000000,1736726700000000000,0.0001,next_minute_vwap,79.65830000,260923.87812400,0.01,0.1001,full,ETHUSDT-1m-2025-01.zip,2025-01-13T00:05:00.000000000Z,2025-01-13T00:04:00.000000000Z,60,increase_spot,0.0003326381516899055089049575,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1736726760000000000,2025-01-13T00:06:00.000000000Z,fill-conditional-00000237-1736726760000000000,conditional-00000237,futures,SELL,0.100,3271.03,3271.359707586957645491946592,bar:ETHUSDT:futures:1736726700000000000,0.0005,False,0.00005067904857181373219771721294,1297.411,False,0.000,1736726700000000000,1736726760000000000,0.0001,next_minute_vwap,1973.202,6455053.51773,0.01,0.100,full,ETHUSDT-1m-2025-01.zip,2025-01-13T00:06:00.000000000Z,2025-01-13T00:05:00.000000000Z,60,increase_perp,0.000257161619894972739739700,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1738541100000000000,2025-02-03T00:05:00.000000000Z,fill-conditional-00000238-1738541100000000000,conditional-00000238,spot,BUY,0.1441,2856.36,2856.069904410173627105953821,bar:ETHUSDT:spot:1738541040000000000,0.001,False,0.0001275309833470732258833910143,1167.65720000,False,0.0000,1738541040000000000,1738541100000000000,0.0001,next_minute_vwap,1129.92150000,3227134.79049600,0.01,0.1441,full,ETHUSDT-1m-2025-02.zip,2025-02-03T00:05:00.000000000Z,2025-02-03T00:04:00.000000000Z,60,increase_spot,0.0006468071714297320654576544,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1738541160000000000,2025-02-03T00:06:00.000000000Z,fill-conditional-00000239-1738541160000000000,conditional-00000239,futures,SELL,0.144,2854.07,2854.356980846713079425444187,bar:ETHUSDT:futures:1738541100000000000,0.0005,False,0.00001711770634146828552619472675,4896.864,False,0.000,1738541100000000000,1738541160000000000,0.0001,next_minute_vwap,8412.342,24011827.11297,0.01,0.144,full,ETHUSDT-1m-2025-02.zip,2025-02-03T00:06:00.000000000Z,2025-02-03T00:05:00.000000000Z,60,increase_perp,0.000222501402490768920236592,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1739145900000000000,2025-02-10T00:05:00.000000000Z,fill-conditional-00000240-1739145900000000000,conditional-00000240,spot,BUY,0.0951,2643.71,2643.437573240511377707339076,bar:ETHUSDT:spot:1739145840000000000,0.001,False,0.00004985485997337299634313815741,685.93340000,False,0.0000,1739145840000000000,1739145900000000000,0.0001,next_minute_vwap,1907.53720000,5042455.50683400,0.01,0.0951,full,ETHUSDT-1m-2025-02.zip,2025-02-10T00:05:00.000000000Z,2025-02-10T00:04:00.000000000Z,60,increase_spot,0.0007686935058507168300570690,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1739145960000000000,2025-02-10T00:06:00.000000000Z,fill-conditional-00000241-1739145960000000000,conditional-00000241,futures,SELL,0.095,2642.45,2642.723212550890261494659676,bar:ETHUSDT:futures:1739145900000000000,0.0005,False,0.00002111283297993414129552343491,8628.318,False,0.000,1739145900000000000,1739145960000000000,0.0001,next_minute_vwap,4499.633,11891284.57706,0.01,0.095,full,ETHUSDT-1m-2025-02.zip,2025-02-10T00:06:00.000000000Z,2025-02-10T00:05:00.000000000Z,60,increase_perp,0.000849321815341384508469950,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1740355500000000000,2025-02-24T00:05:00.000000000Z,fill-conditional-00000242-1740355500000000000,conditional-00000242,futures,BUY,0.079,2820.52,2820.233736989071864162778871,bar:ETHUSDT:futures:1740355440000000000,0.0005,False,0.00003298398147552797333892251770,1650.521,False,0.000,1740355440000000000,1740355500000000000,0.0001,next_minute_vwap,2395.102,6754747.46393,0.01,0.079,full,ETHUSDT-1m-2025-02.zip,2025-02-24T00:05:00.000000000Z,2025-02-24T00:04:00.000000000Z,60,reduce_perp,0.000334931341109063413583229,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1740355560000000000,2025-02-24T00:06:00.000000000Z,fill-conditional-00000243-1740355560000000000,conditional-00000243,spot,SELL,0.0790,2822.92,2823.210424081781709215673546,bar:ETHUSDT:spot:1740355500000000000,0.001,False,0.0002864927377717465213797925430,321.61010000,False,0.0000,1740355500000000000,1740355560000000000,0.0001,next_minute_vwap,275.74870000,778496.60426700,0.01,0.0790,full,ETHUSDT-1m-2025-02.zip,2025-02-24T00:06:00.000000000Z,2025-02-24T00:05:00.000000000Z,60,reduce_spot,0.0006401401105089525354063410,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1740960300000000000,2025-03-03T00:05:00.000000000Z,fill-conditional-00000244-1740960300000000000,conditional-00000244,spot,BUY,0.1452,2500.46,2500.208117474359684396538070,bar:ETHUSDT:spot:1740960240000000000,0.001,False,0.00006119940206666840317862613412,817.25460000,False,0.0000,1740960240000000000,1740960300000000000,0.0001,next_minute_vwap,2372.57220000,5931924.27373400,0.01,0.1452,full,ETHUSDT-1m-2025-03.zip,2025-03-03T00:05:00.000000000Z,2025-03-03T00:04:00.000000000Z,60,increase_spot,0.0002703208572461230052344752,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1740960360000000000,2025-03-03T00:06:00.000000000Z,fill-conditional-00000245-1740960360000000000,conditional-00000245,futures,SELL,0.145,2500.53,2500.781649157207991473654906,bar:ETHUSDT:futures:1740960300000000000,0.0005,False,0.00001847459711044560091175322015,19154.129,False,0.000,1740960300000000000,1740960360000000000,0.0001,next_minute_vwap,7848.615,19627672.36330,0.01,0.145,full,ETHUSDT-1m-2025-03.zip,2025-03-03T00:06:00.000000000Z,2025-03-03T00:05:00.000000000Z,60,increase_perp,0.000227793882379247803593445,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1741565100000000000,2025-03-10T00:05:00.000000000Z,fill-conditional-00000246-1741565100000000000,conditional-00000246,spot,BUY,0.3043,2030.91,2030.703037461092051888822446,bar:ETHUSDT:spot:1741565040000000000,0.001,False,0.0003121766220027376751017959440,828.52080000,False,0.0000,1741565040000000000,1741565100000000000,0.0001,next_minute_vwap,974.76870000,1979465.75991200,0.01,0.3043,full,ETHUSDT-1m-2025-03.zip,2025-03-10T00:05:00.000000000Z,2025-03-10T00:04:00.000000000Z,60,increase_spot,0.0011844071597475790923528896,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1741565160000000000,2025-03-10T00:06:00.000000000Z,fill-conditional-00000247-1741565160000000000,conditional-00000247,futures,SELL,0.304,2026.96,2027.170331214880478331315051,bar:ETHUSDT:futures:1741565100000000000,0.0005,False,0.00005025044225348108285735916074,10812.195,False,0.000,1741565100000000000,1741565160000000000,0.0001,next_minute_vwap,6049.698,12263768.29841,0.01,0.304,full,ETHUSDT-1m-2025-03.zip,2025-03-10T00:06:00.000000000Z,2025-03-10T00:05:00.000000000Z,60,increase_perp,0.002314711254733046178503376,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1742169900000000000,2025-03-17T00:05:00.000000000Z,fill-conditional-00000248-1742169900000000000,conditional-00000248,spot,BUY,0.1161,1890.26,1890.065017216292583100997869,bar:ETHUSDT:spot:1742169840000000000,0.001,False,0.001089864541383874510687431355,273.47540000,False,0.0000,1742169840000000000,1742169900000000000,0.0001,next_minute_vwap,106.52700000,201342.95608900,0.01,0.1161,full,ETHUSDT-1m-2025-03.zip,2025-03-17T00:05:00.000000000Z,2025-03-17T00:04:00.000000000Z,60,increase_spot,0.0006938463385499450843447991,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1742169960000000000,2025-03-17T00:06:00.000000000Z,fill-conditional-00000249-1742169960000000000,conditional-00000249,futures,SELL,0.116,1889.59,1889.787880099702905483659802,bar:ETHUSDT:futures:1742169900000000000,0.0005,False,0.00005841180321264917669570471826,1345.897,False,0.000,1742169900000000000,1742169960000000000,0.0001,next_minute_vwap,1985.900,3752929.75109,0.01,0.116,full,ETHUSDT-1m-2025-03.zip,2025-03-17T00:06:00.000000000Z,2025-03-17T00:05:00.000000000Z,60,increase_perp,0.001032552156380482400926576,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1742774700000000000,2025-03-24T00:05:00.000000000Z,fill-conditional-00000250-1742774700000000000,conditional-00000250,futures,BUY,0.096,2003.13,2002.919756494348370010379023,bar:ETHUSDT:futures:1742774640000000000,0.0005,False,0.00006819891634763545121752825815,2369.809,False,0.000,1742774640000000000,1742774700000000000,0.0001,next_minute_vwap,1407.647,2819403.98647,0.01,0.096,full,ETHUSDT-1m-2025-03.zip,2025-03-24T00:05:00.000000000Z,2025-03-24T00:04:00.000000000Z,60,reduce_perp,0.000955346880210734651514144,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1742774760000000000,2025-03-24T00:06:00.000000000Z,fill-conditional-00000251-1742774760000000000,conditional-00000251,spot,SELL,0.0960,2001.91,2002.118672440712377835075422,bar:ETHUSDT:spot:1742774700000000000,0.001,False,0.0004631845481634732665318284982,75.04490000,False,0.0000,1742774700000000000,1742774760000000000,0.0001,next_minute_vwap,207.26080000,414960.71774500,0.01,0.0960,full,ETHUSDT-1m-2025-03.zip,2025-03-24T00:06:00.000000000Z,2025-03-24T00:05:00.000000000Z,60,reduce_spot,0.0008122150529574333400237440,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1743379500000000000,2025-03-31T00:05:00.000000000Z,fill-conditional-00000252-1743379500000000000,conditional-00000252,spot,BUY,0.1762,1806.84,1806.649575788566699490875568,bar:ETHUSDT:spot:1743379440000000000,0.001,False,0.001153648725093758511596723166,872.61530000,False,0.0000,1743379440000000000,1743379500000000000,0.0001,next_minute_vwap,152.73280000,275934.64832900,0.01,0.1762,full,ETHUSDT-1m-2025-03.zip,2025-03-31T00:05:00.000000000Z,2025-03-31T00:04:00.000000000Z,60,increase_spot,0.0017195805291530044626956128,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1743379560000000000,2025-03-31T00:06:00.000000000Z,fill-conditional-00000253-1743379560000000000,conditional-00000253,futures,SELL,0.176,1806.31,1806.490652860145396081172022,bar:ETHUSDT:futures:1743379500000000000,0.0005,False,0.00008288433726201952397076255003,3444.119,False,0.000,1743379500000000000,1743379560000000000,0.0001,next_minute_vwap,2123.441,3835976.31840,0.01,0.176,full,ETHUSDT-1m-2025-03.zip,2025-03-31T00:06:00.000000000Z,2025-03-31T00:05:00.000000000Z,60,increase_perp,6.67895251151315247280E-7,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1743984300000000000,2025-04-07T00:05:00.000000000Z,fill-conditional-00000254-1743984300000000000,conditional-00000254,spot,BUY,0.2582,1578.01,1577.843874505349547005109057,bar:ETHUSDT:spot:1743984240000000000,0.001,False,0.0001404062024303976491803665581,876.19490000,False,0.0000,1743984240000000000,1743984300000000000,0.0001,next_minute_vwap,1838.95010000,2901576.15080600,0.01,0.2582,full,ETHUSDT-1m-2025-04.zip,2025-04-07T00:05:00.000000000Z,2025-04-07T00:04:00.000000000Z,60,increase_spot,0.0021536738790188379771695424,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1743984360000000000,2025-04-07T00:06:00.000000000Z,fill-conditional-00000255-1743984360000000000,conditional-00000255,futures,SELL,0.258,1576.91,1577.074544238112591700600510,bar:ETHUSDT:futures:1743984300000000000,0.0005,False,0.00002043952909860092215549886711,19404.345,False,0.000,1743984300000000000,1743984360000000000,0.0001,next_minute_vwap,12622.600,19906781.14210,0.01,0.258,full,ETHUSDT-1m-2025-04.zip,2025-04-07T00:06:00.000000000Z,2025-04-07T00:05:00.000000000Z,60,increase_perp,0.001763890191705353889056100,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1745798700000000000,2025-04-28T00:05:00.000000000Z,fill-conditional-00000256-1745798700000000000,conditional-00000256,futures,BUY,2.049,1789.95,1789.770160851791874598013519,bar:ETHUSDT:futures:1745798640000000000,0.0005,False,0.001302245531435660554353656583,1446.075,False,0.000,1745798640000000000,1745798700000000000,0.0001,next_minute_vwap,1573.436,2816088.80281,0.01,2.049,full,ETHUSDT-1m-2025-04.zip,2025-04-28T00:05:00.000000000Z,2025-04-28T00:04:00.000000000Z,60,close_perp,0.001766508719916793565167320,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1745798760000000000,2025-04-28T00:06:00.000000000Z,fill-conditional-00000257-1745798760000000000,conditional-00000257,spot,SELL,0.8433,1791.29,1791.469524514779540107763527,bar:ETHUSDT:spot:1745798700000000000,0.001,False,0.009999667982090005312286559915,197.21360000,True,1.2057,1745798700000000000,1745798760000000000,0.0001,next_minute_vwap,84.33280000,151079.64111700,0.01,0.8433,capacity_or_funds,ETHUSDT-1m-2025-04.zip,2025-04-28T00:06:00.000000000Z,2025-04-28T00:05:00.000000000Z,60,close_spot,0.0003183983112548142596949183,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1745798820000000000,2025-04-28T00:07:00.000000000Z,fill-conditional-00000258-1745798820000000000,conditional-00000258,spot,SELL,1.2057,1790.55,1790.733376027385889005103257,bar:ETHUSDT:spot:1745798760000000000,0.001,False,0.006457127341491903286081749578,84.33280000,False,0.0000,1745798760000000000,1745798820000000000,0.0001,next_minute_vwap,186.72390000,334372.71983200,0.01,1.2057,full,ETHUSDT-1m-2025-04.zip,2025-04-28T00:07:00.000000000Z,2025-04-28T00:06:00.000000000Z,60,close_spot,0.0051877530715444568156520579,run_ad71d751b20623006c195ff3
BTCUSDT,permanent,False,1641254520000000000,2022-01-04T00:02:00.000000000Z,fill-permanent-00000001-1641254520000000000,permanent-00000001,spot,BUY,0.06407,46489.60,46484.94359389278897011571490,bar:BTCUSDT:spot:1641254460000000000,0.001,False,0.002440614073280894604860124663,36.01682000,False,0.00000,1641254460000000000,1641254520000000000,0.0001,next_minute_vwap,26.25159000,1220303.68040000,0.01,0.06407,full,BTCUSDT-1m-2022-01.zip,2022-01-04T00:02:00.000000000Z,2022-01-04T00:01:00.000000000Z,60,open_spot,0.0005069056829395857546150671,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1641254580000000000,2022-01-04T00:03:00.000000000Z,fill-permanent-00000002-1641254580000000000,permanent-00000002,futures,SELL,0.064,46487.0,46491.74079714449370982455396,bar:BTCUSDT:futures:1641254520000000000,0.0005,False,0.0006788722235186795935252561682,158.550,False,0.000,1641254520000000000,1641254580000000000,0.0001,next_minute_vwap,94.274,4382962.37191,0.01,0.064,full,BTCUSDT-1m-2022-01.zip,2022-01-04T00:03:00.000000000Z,2022-01-04T00:02:00.000000000Z,60,open_perp,0.00586387614587266902857600,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1641369780000000000,2022-01-05T08:03:00.000000000Z,fill-permanent-00000003-1641369780000000000,permanent-00000003,spot,BUY,0.7858,3812.26,3811.871905867494342026666183,bar:ETHUSDT:spot:1641369720000000000,0.001,False,0.005477099409563386378067625240,62.63630000,False,0.0000,1641369720000000000,1641369780000000000,0.0001,next_minute_vwap,143.47010000,546889.64352200,0.01,0.7858,full,ETHUSDT-1m-2022-01.zip,2022-01-05T08:03:00.000000000Z,2022-01-05T08:02:00.000000000Z,60,open_spot,0.0054274749598783300492576700,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1641369840000000000,2022-01-05T08:04:00.000000000Z,fill-permanent-00000004-1641369840000000000,permanent-00000004,futures,SELL,0.785,3808.53,3808.914201177548167831738181,bar:ETHUSDT:futures:1641369780000000000,0.0005,False,0.0006346116378881741536018858879,324.549,False,0.000,1641369780000000000,1641369840000000000,0.0001,next_minute_vwap,1236.977,4711539.26183,0.01,0.785,full,ETHUSDT-1m-2022-01.zip,2022-01-05T08:04:00.000000000Z,2022-01-05T08:03:00.000000000Z,60,open_perp,0.002598159582874216739680495,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1641859440000000000,2022-01-11T00:04:00.000000000Z,fill-permanent-00000005-1641859440000000000,permanent-00000005,spot,BUY,0.00701,41745.93,41741.75374746109755286781124,bar:BTCUSDT:spot:1641859380000000000,0.001,False,0.0005236544657417180796746619217,29.96020000,False,0.00000,1641859380000000000,1641859440000000000,0.0001,next_minute_vwap,13.38669000,558783.91747360,0.01,0.00701,full,BTCUSDT-1m-2022-01.zip,2022-01-11T00:04:00.000000000Z,2022-01-11T00:03:00.000000000Z,60,increase_spot,0.0000145609207359250120828798,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1641859500000000000,2022-01-11T00:05:00.000000000Z,fill-permanent-00000006-1641859500000000000,permanent-00000006,futures,SELL,0.007,41743.3,41747.49620453913984469824372,bar:BTCUSDT:futures:1641859440000000000,0.0005,False,0.00005118231139318251612242808885,168.767,False,0.000,1641859440000000000,1641859500000000000,0.0001,next_minute_vwap,136.766,5709638.06591,0.01,0.007,full,BTCUSDT-1m-2022-01.zip,2022-01-11T00:05:00.000000000Z,2022-01-11T00:04:00.000000000Z,60,increase_perp,0.00015018443080151499641730,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1641974700000000000,2022-01-12T08:05:00.000000000Z,fill-permanent-00000007-1641974700000000000,permanent-00000007,spot,BUY,0.1252,3222.42,3222.089956276748713932560023,bar:ETHUSDT:spot:1641974640000000000,0.001,False,0.0004008605053467811573790510684,285.56720000,False,0.0000,1641974640000000000,1641974700000000000,0.0001,next_minute_vwap,312.32810000,1006349.23407300,0.01,0.1252,full,ETHUSDT-1m-2022-01.zip,2022-01-12T08:05:00.000000000Z,2022-01-12T08:04:00.000000000Z,60,increase_spot,0.0009809078984761217450494692,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1641974760000000000,2022-01-12T08:06:00.000000000Z,fill-permanent-00000008-1641974760000000000,permanent-00000008,futures,SELL,0.125,3219.19,3219.513551030829996655790454,bar:ETHUSDT:futures:1641974700000000000,0.0005,False,0.0002824501306049403917244371334,1292.999,False,0.000,1641974700000000000,1641974760000000000,0.0001,next_minute_vwap,442.556,1424815.03909,0.01,0.125,full,ETHUSDT-1m-2022-01.zip,2022-01-12T08:06:00.000000000Z,2022-01-12T08:05:00.000000000Z,60,increase_perp,0.000199959465864207015609375,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1646813100000000000,2022-03-09T08:05:00.000000000Z,fill-permanent-00000009-1646813100000000000,permanent-00000009,spot,BUY,0.0080,2737.54,2737.260194053277647814801803,bar:ETHUSDT:spot:1646813040000000000,0.001,False,0.000004880983918500259119233773383,5242.14710000,False,0.0000,1646813040000000000,1646813100000000000,0.0001,next_minute_vwap,1639.01380000,4486407.23224400,0.01,0.0080,full,ETHUSDT-1m-2022-03.zip,2022-03-09T08:05:00.000000000Z,2022-03-09T08:04:00.000000000Z,60,increase_spot,0.0000486394185361953633337360,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1646813160000000000,2022-03-09T08:06:00.000000000Z,fill-permanent-00000010-1646813160000000000,permanent-00000010,futures,SELL,0.008,2729.30,2729.573999968233933782576101,bar:ETHUSDT:futures:1646813100000000000,0.0005,False,0.000001694190198262607951681695546,4747.913,False,0.000,1646813100000000000,1646813160000000000,0.0001,next_minute_vwap,4722.020,12889103.01933,0.01,0.008,full,ETHUSDT-1m-2022-03.zip,2022-03-09T08:06:00.000000000Z,2022-03-09T08:05:00.000000000Z,60,increase_perp,0.000008340545896883113582744,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1648512240000000000,2022-03-29T00:04:00.000000000Z,fill-permanent-00000011-1648512240000000000,permanent-00000011,futures,BUY,0.008,47137.9,47133.13195770487745319404443,bar:BTCUSDT:futures:1648512180000000000,0.0005,False,0.00002676059635988988014597905314,259.194,False,0.000,1648512180000000000,1648512240000000000,0.0001,next_minute_vwap,298.947,14090308.39936,0.01,0.008,full,BTCUSDT-1m-2022-03.zip,2022-03-29T00:04:00.000000000Z,2022-03-29T00:03:00.000000000Z,60,reduce_perp,0.00043783279481647248508936,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1648512300000000000,2022-03-29T00:05:00.000000000Z,fill-permanent-00000012-1648512300000000000,permanent-00000012,spot,SELL,0.00800,47157.10,47161.82313552197176249669319,bar:BTCUSDT:spot:1648512240000000000,0.001,False,0.0002446659010662845800845014856,58.12089000,False,0.00000,1648512240000000000,1648512300000000000,0.0001,next_minute_vwap,32.69765000,1542080.78624720,0.01,0.00800,full,BTCUSDT-1m-2022-03.zip,2022-03-29T00:05:00.000000000Z,2022-03-29T00:04:00.000000000Z,60,reduce_spot,0.0000556256673565225635481600,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1649721840000000000,2022-04-12T00:04:00.000000000Z,fill-permanent-00000013-1649721840000000000,permanent-00000013,spot,BUY,0.00901,39628.14,39624.17685881231961439373227,bar:BTCUSDT:spot:1649721780000000000,0.001,False,0.0001030244007747526413866970000,60.56182000,False,0.00000,1649721780000000000,1649721840000000000,0.0001,next_minute_vwap,87.45501000,3465332.78342920,0.01,0.00901,full,BTCUSDT-1m-2022-04.zip,2022-04-12T00:04:00.000000000Z,2022-04-12T00:03:00.000000000Z,60,increase_spot,0.0000065187512103743399035236,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1649721900000000000,2022-04-12T00:05:00.000000000Z,fill-permanent-00000014-1649721900000000000,permanent-00000014,futures,SELL,0.009,39640.2,39644.21278391613054734907239,bar:BTCUSDT:futures:1649721840000000000,0.0005,False,0.00002609323402441746855040488001,343.585,False,0.000,1649721840000000000,1649721900000000000,0.0001,next_minute_vwap,344.917,13673962.94079,0.01,0.009,full,BTCUSDT-1m-2022-04.zip,2022-04-12T00:05:00.000000000Z,2022-04-12T00:04:00.000000000Z,60,increase_perp,0.00043526373965040864903732,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1649837100000000000,2022-04-13T08:05:00.000000000Z,fill-permanent-00000015-1649837100000000000,permanent-00000015,spot,BUY,0.0120,3056.95,3056.641097457835268577664958,bar:ETHUSDT:spot:1649837040000000000,0.001,False,0.00007102176047556170814436119773,1177.29240000,False,0.0000,1649837040000000000,1649837100000000000,0.0001,next_minute_vwap,168.96230000,516457.11010100,0.01,0.0120,full,ETHUSDT-1m-2022-04.zip,2022-04-13T08:05:00.000000000Z,2022-04-13T08:04:00.000000000Z,60,increase_spot,0.0000388611890273747457273120,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1649837160000000000,2022-04-13T08:06:00.000000000Z,fill-permanent-00000016-1649837160000000000,permanent-00000016,futures,SELL,0.012,3052.77,3053.083309956471542291825088,bar:ETHUSDT:futures:1649837100000000000,0.0005,False,0.00001515790750139579064908686239,1324.453,False,0.000,1649837100000000000,1649837160000000000,0.0001,next_minute_vwap,791.666,2417022.25166,0.01,0.012,full,ETHUSDT-1m-2022-04.zip,2022-04-13T08:06:00.000000000Z,2022-04-13T08:05:00.000000000Z,60,increase_perp,0.000096019505710741651150860,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1653758160000000000,2022-05-28T17:16:00.000000000Z,fill-permanent-00000025-1653758160000000000,permanent-00000025,futures,BUY,0.072,28905.5,28902.56085186546911367099185,bar:BTCUSDT:futures:1653758100000000000,0.0005,False,0.00002284034251631419048274650043,0.000,False,0.000,1653758100000000000,1653758160000000000,0.0001,next_minute_vwap,3152.317,91110033.91687,0.01,0.072,full,BTCUSDT-1m-2022-05.zip,2022-05-28T17:16:00.000000000Z,2022-05-28T17:15:00.000000000Z,60,close_perp,0.00352022755279243807015560,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1653758160000000000,2022-05-28T17:16:00.000000000Z,fill-permanent-00000026-1653758160000000000,permanent-00000026,futures,BUY,0.930,1775.38,1775.195265891094071005232744,bar:ETHUSDT:futures:1653758100000000000,0.0005,False,0.00002292619387661576049118655478,0.000,False,0.000,1653758100000000000,1653758160000000000,0.0001,next_minute_vwap,40564.954,72010714.30189,0.01,0.930,full,ETHUSDT-1m-2022-05.zip,2022-05-28T17:16:00.000000000Z,2022-05-28T17:15:00.000000000Z,60,close_perp,0.006709561554642216530061690,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1653758220000000000,2022-05-28T17:17:00.000000000Z,fill-permanent-00000027-1653758220000000000,permanent-00000027,spot,SELL,0.07200,28993.54,28996.44233374245366417577768,bar:BTCUSDT:spot:1653758160000000000,0.001,False,0.0004352129596747992051318861495,720.41816000,False,0.00000,1653758160000000000,1653758220000000000,0.0001,next_minute_vwap,165.43625000,4797062.68303560,0.01,0.07200,full,BTCUSDT-1m-2022-05.zip,2022-05-28T17:17:00.000000000Z,2022-05-28T17:16:00.000000000Z,60,close_spot,0.0001936446537181542739272000,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1653758220000000000,2022-05-28T17:17:00.000000000Z,fill-permanent-00000028-1653758220000000000,permanent-00000028,spot,SELL,0.9300,1785.42,1785.602520513232741827160561,bar:ETHUSDT:spot:1653758160000000000,0.001,False,0.0001929480716365152109367448378,9863.44560000,False,0.0000,1653758160000000000,1653758220000000000,0.0001,next_minute_vwap,4819.94970000,8606514.33306700,0.01,0.9300,full,ETHUSDT-1m-2022-05.zip,2022-05-28T17:17:00.000000000Z,2022-05-28T17:16:00.000000000Z,60,close_spot,0.0036830428987192542693958500,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1654041720000000000,2022-06-01T00:02:00.000000000Z,fill-permanent-00000029-1654041720000000000,permanent-00000029,spot,BUY,0.09509,31830.69,31827.50724917310611937723037,bar:BTCUSDT:spot:1654041660000000000,0.001,False,0.002298095546059306284006811392,24.81208000,False,0.00000,1654041660000000000,1654041720000000000,0.0001,next_minute_vwap,41.37774000,1316950.31980440,0.01,0.09509,full,BTCUSDT-1m-2022-06.zip,2022-06-01T00:02:00.000000000Z,2022-06-01T00:01:00.000000000Z,60,open_spot,9.6969520423300063219E-9,run_dfea4b7ac1475668d5968c97
