symbol,strategy,funding_filter_enabled,time_ns,timestamp_utc,state,snapshot_kind,spot,short,average,collateral,spot_cost,realized_spot,realized_futures,funding,fees,liquidation_fees,slippage,spot_price,mark_price,dust_spot,tradable_spot,mark_available_at_utc,mark_close_time_ns_utc,spot_price_time_ns_utc,mark_age_seconds,mark_available_at,mark_close_time_ns,spot_price_age_seconds,spot_price_time_ns,source_run_id
BTCUSDT,conditional,True,1679356799999999999,2023-03-20T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679356799999999999,2023-03-20T23:59:59.999999999Z,HOLDING,event,1.6750090,1.675,1547.962813091530805397814008,1296.672246542901457287165100,2593.837373650014132354675213,139.2373624830141323546752131,-139.2061119283140990413384623,49.1483107100200457121,12.669267081,0,1.557919099021107291706309525,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1679443199999999999,2023-03-21T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679443199999999999,2023-03-21T23:59:59.999999999Z,HOLDING,event,1.6750090,1.675,1547.962813091530805397814008,1296.672246542901457287165100,2593.837373650014132354675213,139.2373624830141323546752131,-139.2061119283140990413384623,49.7608229612138451846,12.669267081,0,1.557919099021107291706309525,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1679529599999999999,2023-03-22T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679529599999999999,2023-03-22T23:59:59.999999999Z,HOLDING,event,1.6750090,1.675,1547.962813091530805397814008,1296.672246542901457287165100,2593.837373650014132354675213,139.2373624830141323546752131,-139.2061119283140990413384623,50.1215725353461340046,12.669267081,0,1.557919099021107291706309525,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1679615999999999999,2023-03-23T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679615999999999999,2023-03-23T23:59:59.999999999Z,HOLDING,event,1.6750090,1.675,1547.962813091530805397814008,1296.672246542901457287165100,2593.837373650014132354675213,139.2373624830141323546752131,-139.2061119283140990413384623,50.6629717339669044546,12.669267081,0,1.557919099021107291706309525,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679659140000000000,2023-03-24T11:59:00.000000000Z,CLOSING_PERP,event,1.6750090,1.675,1547.962813091530805397814008,1296.672246542901457287165100,2593.837373650014132354675213,139.2373624830141323546752131,-139.2061119283140990413384623,51.2707622339669044546,12.669267081,0,1.557919099021107291706309525,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679659200000000000,2023-03-24T12:00:00.000000000Z,CLOSING_SPOT,event,1.6750090,0.000,0,0E-24,2593.837373650014132354675213,139.2373624830141323546752131,-472.3086499999999999999999989,51.2707622339669044546,14.132237206,0,1.857371331580886396569750975,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679659200000000000,2023-03-24T12:00:00.000000000Z,CLOSING_SPOT,event,1.6750090,0.000,0,0E-24,2593.837373650014132354675213,139.2373624830141323546752131,-472.3086499999999999999999989,51.2707622339669044546,14.132237206,0,1.857371331580886396569750975,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679666460000000000,2023-03-24T14:01:00.000000000Z,COOLDOWN,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679666460000000000,2023-03-24T14:01:00.000000000Z,COOLDOWN,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1679702399999999999,2023-03-24T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679702399999999999,2023-03-24T23:59:59.999999999Z,COOLDOWN,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679760060011000000,2023-03-25T16:01:00.011000000Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1679788799999999999,2023-03-25T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679788799999999999,2023-03-25T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1679875199999999999,2023-03-26T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679875199999999999,2023-03-26T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1679961599999999999,2023-03-27T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679961599999999999,2023-03-27T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1680047999999999999,2023-03-28T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1680047999999999999,2023-03-28T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1680134399999999999,2023-03-29T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1680134399999999999,2023-03-29T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1680220799999999999,2023-03-30T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1680220799999999999,2023-03-30T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1680307199999999999,2023-03-31T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1680307199999999999,2023-03-31T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1680393599999999999,2023-04-01T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1680393599999999999,2023-04-01T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1680479999999999999,2023-04-02T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1680479999999999999,2023-04-02T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1680566399999999999,2023-04-03T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1680566399999999999,2023-04-03T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1680652799999999999,2023-04-04T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1680652799999999999,2023-04-04T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1680739199999999999,2023-04-05T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1680739199999999999,2023-04-05T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1680825599999999999,2023-04-06T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1680825599999999999,2023-04-06T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1680911999999999999,2023-04-07T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1680911999999999999,2023-04-07T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1680998399999999999,2023-04-08T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1680998399999999999,2023-04-08T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1681084799999999999,2023-04-09T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1681084799999999999,2023-04-09T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1681171199999999999,2023-04-10T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1681171199999999999,2023-04-10T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1681257599999999999,2023-04-11T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1681257599999999999,2023-04-11T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1681343999999999999,2023-04-12T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1681343999999999999,2023-04-12T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1681430399999999999,2023-04-13T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1681430399999999999,2023-04-13T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1681516799999999999,2023-04-14T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1681516799999999999,2023-04-14T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1681603199999999999,2023-04-15T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1681603199999999999,2023-04-15T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1681689599999999999,2023-04-16T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1681689599999999999,2023-04-16T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1681775999999999999,2023-04-17T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1681775999999999999,2023-04-17T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1681862399999999999,2023-04-18T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1681862399999999999,2023-04-18T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1681948799999999999,2023-04-19T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1681948799999999999,2023-04-19T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1682035199999999999,2023-04-20T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1682035199999999999,2023-04-20T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1682121599999999999,2023-04-21T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1682121599999999999,2023-04-21T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1682207999999999999,2023-04-22T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1682207999999999999,2023-04-22T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1682294399999999999,2023-04-23T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1682294399999999999,2023-04-23T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1682380799999999999,2023-04-24T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1682380799999999999,2023-04-24T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1682467199999999999,2023-04-25T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1682467199999999999,2023-04-25T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1682553599999999999,2023-04-26T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1682553599999999999,2023-04-26T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1682639999999999999,2023-04-27T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1682639999999999999,2023-04-27T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1682726399999999999,2023-04-28T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1682726399999999999,2023-04-28T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1682812799999999999,2023-04-29T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1682812799999999999,2023-04-29T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1682899199999999999,2023-04-30T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1682899199999999999,2023-04-30T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1682985599999999999,2023-05-01T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1682985599999999999,2023-05-01T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1683071999999999999,2023-05-02T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1683071999999999999,2023-05-02T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1683158399999999999,2023-05-03T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1683158399999999999,2023-05-03T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1683244799999999999,2023-05-04T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1683244799999999999,2023-05-04T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1683331199999999999,2023-05-05T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1683331199999999999,2023-05-05T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1683417599999999999,2023-05-06T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1683417599999999999,2023-05-06T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
BTCUSDT,conditional,True,1683503999999999999,2023-05-07T23:59:59.999999999Z,FLAT,event,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1683503999999999999,2023-05-07T23:59:59.999999999Z,FLAT,event,0.0000090,0.000,0,0E-24,0.013936961749369780813830,511.7719257947493697808138301,-472.3086499999999999999999989,51.2707622339669044546,17.098595206,0,2.160014946032706543719342500,,,,,,,,,,,,,run_ad71d751b20623006c195ff3
