symbol,market,open_time,end_time,available_at,open,high,low,close,base_volume,quote_volume,trade_count,source_file,open_time_utc,source_partition
ETHUSDT,futures,1679662020000000000,1679662080000000000,1679662080000000000,1773.98,1776.19,1773.90,1774.45,6716.282,11921549.03845,5814,ETHUSDT-1m-2023-03.zip,2023-03-24T12:47:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662080000000000,1679662140000000000,1679662140000000000,28029.30,28041.80,27999.00,27999.00,513.148,14380835.31250,5081,BTCUSDT-1m-2023-03.zip,2023-03-24T12:48:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662080000000000,1679662140000000000,1679662140000000000,1774.45,1774.99,1773.28,1773.37,3315.924,5882853.65806,2738,ETHUSDT-1m-2023-03.zip,2023-03-24T12:48:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662140000000000,1679662200000000000,1679662200000000000,27999.10,28004.30,27971.30,27999.80,479.232,13414069.59300,3764,BTCUSDT-1m-2023-03.zip,2023-03-24T12:49:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662140000000000,1679662200000000000,1679662200000000000,1773.39,1775.14,1771.05,1774.95,5498.388,9750660.54966,3442,ETHUSDT-1m-2023-03.zip,2023-03-24T12:49:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662200000000000,1679662260000000000,1679662260000000000,27999.80,27999.90,27962.00,27985.00,452.556,12661740.05210,4463,BTCUSDT-1m-2023-03.zip,2023-03-24T12:50:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662200000000000,1679662260000000000,1679662260000000000,1774.95,1775.28,1772.96,1773.80,3625.176,6430618.62158,3557,ETHUSDT-1m-2023-03.zip,2023-03-24T12:50:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662260000000000,1679662320000000000,1679662320000000000,27985.00,27998.70,27978.70,27994.80,417.314,11680987.55170,3767,BTCUSDT-1m-2023-03.zip,2023-03-24T12:51:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662260000000000,1679662320000000000,1679662320000000000,1773.81,1774.22,1771.69,1773.52,3438.016,6095534.90784,3116,ETHUSDT-1m-2023-03.zip,2023-03-24T12:51:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662320000000000,1679662380000000000,1679662380000000000,27994.90,27998.10,27982.90,27991.10,197.188,5519563.85180,2176,BTCUSDT-1m-2023-03.zip,2023-03-24T12:52:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662320000000000,1679662380000000000,1679662380000000000,1773.52,1773.52,1771.43,1772.57,3016.313,5346284.87669,2547,ETHUSDT-1m-2023-03.zip,2023-03-24T12:52:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662380000000000,1679662440000000000,1679662440000000000,27991.10,27992.00,27966.80,27975.70,319.153,8929431.82260,3320,BTCUSDT-1m-2023-03.zip,2023-03-24T12:53:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662380000000000,1679662440000000000,1679662440000000000,1772.57,1772.70,1770.02,1771.79,3044.469,5392324.32453,2861,ETHUSDT-1m-2023-03.zip,2023-03-24T12:53:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662440000000000,1679662500000000000,1679662500000000000,27975.60,27977.80,27956.80,27961.80,317.216,8870534.82480,2852,BTCUSDT-1m-2023-03.zip,2023-03-24T12:54:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662440000000000,1679662500000000000,1679662500000000000,1771.79,1771.79,1768.20,1769.20,4769.844,8440760.14047,3600,ETHUSDT-1m-2023-03.zip,2023-03-24T12:54:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662500000000000,1679662560000000000,1679662560000000000,27961.80,28000.00,27961.20,27995.00,319.251,8933496.03250,3729,BTCUSDT-1m-2023-03.zip,2023-03-24T12:55:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662500000000000,1679662560000000000,1679662560000000000,1769.21,1772.09,1768.52,1770.97,3433.457,6079925.65761,4278,ETHUSDT-1m-2023-03.zip,2023-03-24T12:55:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662560000000000,1679662620000000000,1679662620000000000,27995.00,28012.20,27991.60,28006.90,318.896,8930485.62200,3191,BTCUSDT-1m-2023-03.zip,2023-03-24T12:56:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662560000000000,1679662620000000000,1679662620000000000,1770.97,1772.45,1770.28,1772.33,1873.029,3317822.03886,2195,ETHUSDT-1m-2023-03.zip,2023-03-24T12:56:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662620000000000,1679662680000000000,1679662680000000000,28007.00,28007.00,27995.00,27996.10,202.477,5669129.32740,1765,BTCUSDT-1m-2023-03.zip,2023-03-24T12:57:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662620000000000,1679662680000000000,1679662680000000000,1772.33,1772.67,1771.64,1772.28,2081.032,3688098.71496,1660,ETHUSDT-1m-2023-03.zip,2023-03-24T12:57:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662680000000000,1679662740000000000,1679662740000000000,27996.00,27996.80,27975.00,27976.50,286.856,8027261.89020,2441,BTCUSDT-1m-2023-03.zip,2023-03-24T12:58:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662680000000000,1679662740000000000,1679662740000000000,1772.29,1772.39,1771.26,1771.39,1587.908,2813490.50554,1881,ETHUSDT-1m-2023-03.zip,2023-03-24T12:58:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662740000000000,1679662800000000000,1679662800000000000,27976.50,27978.00,27956.60,27965.70,175.222,4900334.42320,1769,BTCUSDT-1m-2023-03.zip,2023-03-24T12:59:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662740000000000,1679662800000000000,1679662800000000000,1771.39,1771.71,1770.24,1770.51,952.441,1686886.20970,1457,ETHUSDT-1m-2023-03.zip,2023-03-24T12:59:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662800000000000,1679662860000000000,1679662860000000000,27965.60,27965.70,27932.10,27960.00,587.839,16428334.75280,4524,BTCUSDT-1m-2023-03.zip,2023-03-24T13:00:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662800000000000,1679662860000000000,1679662860000000000,1770.50,1771.23,1769.35,1770.48,2415.514,4276020.07190,3074,ETHUSDT-1m-2023-03.zip,2023-03-24T13:00:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662860000000000,1679662920000000000,1679662920000000000,27960.00,27976.90,27950.30,27976.50,254.633,7119945.70270,2306,BTCUSDT-1m-2023-03.zip,2023-03-24T13:01:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662860000000000,1679662920000000000,1679662920000000000,1770.48,1771.96,1769.34,1771.96,1401.037,2480896.50602,2132,ETHUSDT-1m-2023-03.zip,2023-03-24T13:01:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662920000000000,1679662980000000000,1679662980000000000,27976.50,27987.60,27968.90,27968.90,255.478,7148207.43040,2239,BTCUSDT-1m-2023-03.zip,2023-03-24T13:02:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662920000000000,1679662980000000000,1679662980000000000,1771.96,1772.58,1771.45,1771.45,1692.005,2998212.61218,2518,ETHUSDT-1m-2023-03.zip,2023-03-24T13:02:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679662980000000000,1679663040000000000,1679663040000000000,27968.90,27968.90,27927.90,27945.80,340.746,9522206.19410,3218,BTCUSDT-1m-2023-03.zip,2023-03-24T13:03:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679662980000000000,1679663040000000000,1679663040000000000,1771.45,1771.45,1769.31,1769.65,1490.088,2637785.92362,1649,ETHUSDT-1m-2023-03.zip,2023-03-24T13:03:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663040000000000,1679663100000000000,1679663100000000000,27945.90,27946.00,27910.00,27914.30,447.641,12501037.55830,3887,BTCUSDT-1m-2023-03.zip,2023-03-24T13:04:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663040000000000,1679663100000000000,1679663100000000000,1769.65,1769.66,1768.18,1768.19,2293.817,4057231.00871,2280,ETHUSDT-1m-2023-03.zip,2023-03-24T13:04:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663100000000000,1679663160000000000,1679663160000000000,27914.40,27933.50,27909.80,27919.70,376.454,10511293.87330,3915,BTCUSDT-1m-2023-03.zip,2023-03-24T13:05:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663100000000000,1679663160000000000,1679663160000000000,1768.18,1769.57,1767.41,1769.03,2132.813,3772171.35773,1963,ETHUSDT-1m-2023-03.zip,2023-03-24T13:05:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663160000000000,1679663220000000000,1679663220000000000,27919.80,27919.80,27869.60,27879.90,887.849,24763655.90170,6963,BTCUSDT-1m-2023-03.zip,2023-03-24T13:06:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663160000000000,1679663220000000000,1679663220000000000,1769.03,1769.03,1765.50,1765.73,4884.311,8629393.29539,3635,ETHUSDT-1m-2023-03.zip,2023-03-24T13:06:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663220000000000,1679663280000000000,1679663280000000000,27879.80,27917.30,27875.30,27911.10,509.988,14227085.53070,3968,BTCUSDT-1m-2023-03.zip,2023-03-24T13:07:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663220000000000,1679663280000000000,1679663280000000000,1765.73,1767.96,1764.67,1767.84,5150.383,9098198.35361,3698,ETHUSDT-1m-2023-03.zip,2023-03-24T13:07:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663280000000000,1679663340000000000,1679663340000000000,27911.10,27951.30,27911.10,27943.20,608.818,17004893.84190,4906,BTCUSDT-1m-2023-03.zip,2023-03-24T13:08:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663280000000000,1679663340000000000,1679663340000000000,1767.84,1770.25,1767.84,1769.97,3304.211,5845936.05755,2759,ETHUSDT-1m-2023-03.zip,2023-03-24T13:08:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663340000000000,1679663400000000000,1679663400000000000,27943.10,27943.20,27921.30,27923.70,247.053,6900354.26490,2220,BTCUSDT-1m-2023-03.zip,2023-03-24T13:09:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663340000000000,1679663400000000000,1679663400000000000,1769.97,1770.55,1769.00,1769.80,3166.768,5604465.21623,2077,ETHUSDT-1m-2023-03.zip,2023-03-24T13:09:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663400000000000,1679663460000000000,1679663460000000000,27923.80,27928.50,27906.90,27906.90,274.276,7656824.51130,2295,BTCUSDT-1m-2023-03.zip,2023-03-24T13:10:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663400000000000,1679663460000000000,1679663460000000000,1769.80,1769.92,1768.73,1768.85,1738.827,3076748.14674,1288,ETHUSDT-1m-2023-03.zip,2023-03-24T13:10:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663460000000000,1679663520000000000,1679663520000000000,27906.90,27909.40,27874.20,27880.30,342.403,9551781.52290,2564,BTCUSDT-1m-2023-03.zip,2023-03-24T13:11:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663460000000000,1679663520000000000,1679663520000000000,1768.85,1769.51,1767.96,1768.23,2810.621,4971635.84658,1460,ETHUSDT-1m-2023-03.zip,2023-03-24T13:11:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663520000000000,1679663580000000000,1679663580000000000,27880.30,27916.10,27880.30,27898.80,844.794,23570905.82230,5910,BTCUSDT-1m-2023-03.zip,2023-03-24T13:12:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663520000000000,1679663580000000000,1679663580000000000,1768.24,1769.70,1768.23,1769.46,1408.511,2491693.95921,1608,ETHUSDT-1m-2023-03.zip,2023-03-24T13:12:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663580000000000,1679663640000000000,1679663640000000000,27898.90,27916.90,27881.40,27916.90,361.763,10091683.18330,3620,BTCUSDT-1m-2023-03.zip,2023-03-24T13:13:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663580000000000,1679663640000000000,1679663640000000000,1769.46,1769.66,1768.50,1769.57,1349.388,2387122.33494,1259,ETHUSDT-1m-2023-03.zip,2023-03-24T13:13:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663640000000000,1679663700000000000,1679663700000000000,27916.90,27916.90,27876.30,27878.40,222.907,6218419.39870,2417,BTCUSDT-1m-2023-03.zip,2023-03-24T13:14:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663640000000000,1679663700000000000,1679663700000000000,1769.58,1769.66,1766.06,1766.39,1857.173,3283355.28636,1876,ETHUSDT-1m-2023-03.zip,2023-03-24T13:14:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663700000000000,1679663760000000000,1679663760000000000,27878.40,27894.10,27816.50,27892.20,1335.748,37197246.76000,9981,BTCUSDT-1m-2023-03.zip,2023-03-24T13:15:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663700000000000,1679663760000000000,1679663760000000000,1766.38,1767.43,1763.98,1767.13,3249.263,5736216.12293,3667,ETHUSDT-1m-2023-03.zip,2023-03-24T13:15:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663760000000000,1679663820000000000,1679663820000000000,27892.20,27927.20,27892.10,27895.10,651.058,18171830.31680,4780,BTCUSDT-1m-2023-03.zip,2023-03-24T13:16:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663760000000000,1679663820000000000,1679663820000000000,1767.13,1770.81,1767.12,1768.82,6213.857,10994536.44769,3766,ETHUSDT-1m-2023-03.zip,2023-03-24T13:16:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663820000000000,1679663880000000000,1679663880000000000,27895.00,27895.10,27840.40,27858.20,476.151,13266756.93110,3970,BTCUSDT-1m-2023-03.zip,2023-03-24T13:17:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663820000000000,1679663880000000000,1679663880000000000,1768.82,1768.82,1767.08,1767.36,1066.611,1885515.90096,1550,ETHUSDT-1m-2023-03.zip,2023-03-24T13:17:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663880000000000,1679663940000000000,1679663940000000000,27858.30,27877.20,27827.90,27843.90,535.937,14925702.72080,4416,BTCUSDT-1m-2023-03.zip,2023-03-24T13:18:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663880000000000,1679663940000000000,1679663940000000000,1767.36,1767.92,1765.17,1766.32,3356.742,5929285.55310,2646,ETHUSDT-1m-2023-03.zip,2023-03-24T13:18:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679663940000000000,1679664000000000000,1679664000000000000,27843.90,27844.00,27722.00,27775.00,2442.640,67837399.20432,15039,BTCUSDT-1m-2023-03.zip,2023-03-24T13:19:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679663940000000000,1679664000000000000,1679664000000000000,1766.32,1766.62,1761.77,1763.43,5981.020,10549641.96179,5046,ETHUSDT-1m-2023-03.zip,2023-03-24T13:19:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679664000000000000,1679664060000000000,1679664060000000000,27775.60,27808.00,27686.80,27696.50,1458.307,40486381.76070,11111,BTCUSDT-1m-2023-03.zip,2023-03-24T13:20:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679664000000000000,1679664060000000000,1679664060000000000,1763.43,1765.07,1761.73,1761.94,4293.307,7571825.68585,4564,ETHUSDT-1m-2023-03.zip,2023-03-24T13:20:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679664060000000000,1679664120000000000,1679664120000000000,27696.60,27781.60,27684.50,27781.60,1642.555,45531600.83760,10910,BTCUSDT-1m-2023-03.zip,2023-03-24T13:21:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679664060000000000,1679664120000000000,1679664120000000000,1761.94,1764.54,1759.25,1764.31,10230.538,18020333.52298,7272,ETHUSDT-1m-2023-03.zip,2023-03-24T13:21:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679664120000000000,1679664180000000000,1679664180000000000,27781.60,27796.50,27750.20,27787.60,960.435,26681289.90940,7735,BTCUSDT-1m-2023-03.zip,2023-03-24T13:22:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679664120000000000,1679664180000000000,1679664180000000000,1764.31,1765.36,1762.85,1764.40,3695.544,6519531.84382,3564,ETHUSDT-1m-2023-03.zip,2023-03-24T13:22:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679664180000000000,1679664240000000000,1679664240000000000,27787.70,27806.60,27781.60,27806.60,429.889,11946553.28750,3735,BTCUSDT-1m-2023-03.zip,2023-03-24T13:23:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679664180000000000,1679664240000000000,1679664240000000000,1764.40,1765.90,1764.20,1765.52,3514.118,6202744.34110,2492,ETHUSDT-1m-2023-03.zip,2023-03-24T13:23:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679664240000000000,1679664300000000000,1679664300000000000,27806.60,27846.00,27791.40,27791.50,811.555,22578075.65270,6454,BTCUSDT-1m-2023-03.zip,2023-03-24T13:24:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679664240000000000,1679664300000000000,1679664300000000000,1765.53,1766.83,1765.26,1765.80,1891.415,3340221.38566,2206,ETHUSDT-1m-2023-03.zip,2023-03-24T13:24:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679664300000000000,1679664360000000000,1679664360000000000,27791.40,27834.40,27777.80,27811.70,553.149,15381786.39640,4724,BTCUSDT-1m-2023-03.zip,2023-03-24T13:25:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679664300000000000,1679664360000000000,1679664360000000000,1765.79,1766.52,1764.00,1765.73,3025.075,5340652.62897,3183,ETHUSDT-1m-2023-03.zip,2023-03-24T13:25:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679664360000000000,1679664420000000000,1679664420000000000,27811.90,27823.30,27809.00,27818.50,370.909,10317200.81170,3324,BTCUSDT-1m-2023-03.zip,2023-03-24T13:26:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679664360000000000,1679664420000000000,1679664420000000000,1765.72,1767.08,1765.22,1766.96,1381.103,2439234.52844,1536,ETHUSDT-1m-2023-03.zip,2023-03-24T13:26:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679664420000000000,1679664480000000000,1679664480000000000,27818.50,27861.50,27803.80,27855.70,675.104,18788546.02390,7420,BTCUSDT-1m-2023-03.zip,2023-03-24T13:27:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
ETHUSDT,futures,1679664420000000000,1679664480000000000,1679664480000000000,1766.97,1767.38,1765.89,1767.38,3292.400,5816596.00504,2916,ETHUSDT-1m-2023-03.zip,2023-03-24T13:27:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=ETHUSDT/market=futures/month=2023-03/part-00000.parquet
BTCUSDT,futures,1679664480000000000,1679664540000000000,1679664540000000000,27855.70,27917.20,27840.00,27908.90,1062.192,29609869.39020,7047,BTCUSDT-1m-2023-03.zip,2023-03-24T13:28:00.000000000Z,data/minutes/2022_2026_continuous/processed/dataset=minute_bars/symbol=BTCUSDT/market=futures/month=2023-03/part-00000.parquet
