symbol,strategy,funding_filter_enabled,time_ns,timestamp_utc,fill_id,order_id,market,side,quantity,price,reference_price,trade_id,fee_rate,liquidation,participation,recent_volume_quantity,partial,remaining_quantity,window_start,window_end,slippage_rate,execution_model,window_base_volume,window_quote_volume,max_volume_participation,capacity_used,fill_reason,source_file,window_end_utc,window_start_utc,participation_window_seconds,purpose,rounding_cost,source_run_id
ETHUSDT,conditional,True,1679659200000000000,2023-03-24T12:00:00.000000000Z,fill-conditional-00000017-1679659200000000000,conditional-00000017,futures,BUY,1.675,1746.83,1746.651222547725505012021826,bar:ETHUSDT:futures:1679659140000000000,0.0005,False,0.0002008333805941238910550251090,15170.864,False,0.000,1679659140000000000,1679659200000000000,0.0001,next_minute_vwap,8340.247,14567502.61890,0.01,1.675,full,ETHUSDT-1m-2023-03.zip,2023-03-24T12:00:00.000000000Z,2023-03-24T11:59:00.000000000Z,60,close_perp,0.006888152783035082773928100,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679666460000000000,2023-03-24T14:01:00.000000000Z,fill-conditional-00000138-1679666460000000000,conditional-00000138,spot,SELL,1.6750,1770.96,1771.140682754896609043074383,bar:ETHUSDT:spot:1679666400000000000,0.001,False,0.0004606968260904136911725564854,0,False,0.0000,1679666400000000000,1679666460000000000,0.0001,next_minute_vwap,3635.79670000,6439507.44959600,0.01,1.6750,full,ETHUSDT-1m-2023-03.zip,2023-03-24T14:01:00.000000000Z,2023-03-24T14:00:00.000000000Z,60,close_spot,0.0059775500903749651348773000,run_ad71d751b20623006c195ff3
BTCUSDT,permanent,False,1679659200000000000,2023-03-24T12:00:00.000000000Z,fill-permanent-00000093-1679659200000000000,permanent-00000093,futures,BUY,0.109,27592.2,27589.35746521915028068755914,bar:BTCUSDT:futures:1679659140000000000,0.0005,False,0.0001214808177330787808675513591,1446.915,False,0.000,1679659140000000000,1679659200000000000,0.0001,next_minute_vwap,897.261,24754854.46860,0.01,0.109,full,BTCUSDT-1m-2023-03.zip,2023-03-24T12:00:00.000000000Z,2023-03-24T11:59:00.000000000Z,60,close_perp,0.00911229474173066699655890,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1679659200000000000,2023-03-24T12:00:00.000000000Z,fill-permanent-00000094-1679659200000000000,permanent-00000094,futures,BUY,1.738,1746.83,1746.651222547725505012021826,bar:ETHUSDT:futures:1679659140000000000,0.0005,False,0.0002083871137149775060618708295,15170.864,False,0.000,1679659140000000000,1679659200000000000,0.0001,next_minute_vwap,8340.247,14567502.61890,0.01,1.738,full,ETHUSDT-1m-2023-03.zip,2023-03-24T12:00:00.000000000Z,2023-03-24T11:59:00.000000000Z,60,close_perp,0.007147229574277596334977336,run_dfea4b7ac1475668d5968c97
BTCUSDT,permanent,False,1679666460000000000,2023-03-24T14:01:00.000000000Z,fill-permanent-00000335-1679666460000000000,permanent-00000335,spot,SELL,0.10900,27972.48,27975.28334404967756015247837,bar:BTCUSDT:spot:1679666400000000000,0.001,False,0.0003716257025473100828155945191,0,False,0.00000,1679666400000000000,1679666460000000000,0.0001,next_minute_vwap,293.30587000,8205314.81972300,0.01,0.10900,full,BTCUSDT-1m-2023-03.zip,2023-03-24T14:01:00.000000000Z,2023-03-24T14:00:00.000000000Z,60,close_spot,0.0006339129647125712144800800,run_dfea4b7ac1475668d5968c97
ETHUSDT,permanent,False,1679666460000000000,2023-03-24T14:01:00.000000000Z,fill-permanent-00000336-1679666460000000000,permanent-00000336,spot,SELL,1.7380,1770.96,1771.140682754896609043074383,bar:ETHUSDT:spot:1679666400000000000,0.001,False,0.0004780245276090382061241212964,0,False,0.0000,1679666400000000000,1679666460000000000,0.0001,next_minute_vwap,3635.79670000,6439507.44959600,0.01,1.7380,full,ETHUSDT-1m-2023-03.zip,2023-03-24T14:01:00.000000000Z,2023-03-24T14:00:00.000000000Z,60,close_spot,0.0062023773475054862115920880,run_dfea4b7ac1475668d5968c97
