available_at,economic_window,funding_rate,funding_time,interval_hours,interval_verified,settlement_mark_available_at,settlement_mark_close_time,settlement_mark_method,settlement_mark_price,settlement_mark_proxy_base,settlement_mark_source_file,settlement_mark_stress_bps,source_file,symbol
1744502460000000000,True,0.00007676,1744502400000000000,8,True,,,exact,1643.60000000,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744531260000000000,True,0.00008429,1744531200000000000,8,True,,,exact,84383.61757037,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744531260000000000,True,0.00005203,1744531200000000000,8,True,,,exact,1612.94861640,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744560060000000000,True,0.00009642,1744560000000000000,8,True,,,exact,83820.10000000,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744560060000000000,True,0.00005299,1744560000000000000,8,True,,,exact,1586.15506349,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744588860000000000,True,0.00008113,1744588800000000000,8,True,,,exact,83715.61378519,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744588860000000000,True,0.00007387,1744588800000000000,8,True,,,exact,1596.93000000,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744617660000000000,True,0.00007127,1744617600000000000,8,True,,,exact,84545.16948148,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744617660000000000,True,0.00005913,1744617600000000000,8,True,,,exact,1634.92172222,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744646460000000000,True,0.00002428,1744646400000000000,8,True,,,exact,84063.10000000,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744646460000000000,True,0.00005384,1744646400000000000,8,True,,,exact,1627.19251232,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744675260000000000,True,-0.00002073,1744675200000000000,8,True,,,exact,84553.90000000,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744675260000000000,True,0.00002560,1744675200000000000,8,True,,,exact,1623.03000000,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744704060000000000,True,0.00006606,1744704000000000000,8,True,,,exact,85691.30000000,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744704060000000000,True,0.00001812,1744704000000000000,8,True,,,exact,1644.24902778,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744732860001000000,True,0.00001883,1744732800001000000,8.000000277777777777777777778,True,,,exact,84874.59705926,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744732860001000000,True,0.00000335,1744732800001000000,8.000000277777777777777777778,True,,,exact,1620.11000000,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744761660000000000,True,0.00002428,1744761600000000000,7.999999722222222222222222222,True,,,exact,83608.70000000,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744761660000000000,True,0.00004294,1744761600000000000,7.999999722222222222222222222,True,,,exact,1588.05889163,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744790460000000000,True,0.00006917,1744790400000000000,8,True,,,exact,83336.36678161,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744790460000000000,True,-0.00002960,1744790400000000000,8,True,,,exact,1563.51188013,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744819260000000000,True,0.00001978,1744819200000000000,8,True,,,exact,84801.70000000,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744819260000000000,True,-0.00002514,1744819200000000000,8,True,,,exact,1589.76000000,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744848060001000000,True,0.00001404,1744848000001000000,8.000000277777777777777777778,True,,,exact,83994.18360000,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744848060001000000,True,0.00004479,1744848000001000000,8.000000277777777777777777778,True,,,exact,1576.74085714,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744876860000000000,True,0.00005679,1744876800000000000,7.999999722222222222222222222,True,,,exact,84630.32499202,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744876860000000000,True,0.00005184,1744876800000000000,7.999999722222222222222222222,True,,,exact,1600.99000000,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744905660001000000,True,0.00003425,1744905600001000000,8.000000277777777777777777778,True,,,exact,84495.50000000,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744905660001000000,True,-0.00001791,1744905600001000000,8.000000277777777777777777778,True,,,exact,1582.34000000,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744934460000000000,True,0.00001788,1744934400000000000,7.999999722222222222222222222,True,,,exact,84916.10982222,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744934460000000000,True,-0.00003125,1744934400000000000,7.999999722222222222222222222,True,,,exact,1582.88586243,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744963260000000000,True,0.00007071,1744963200000000000,8,True,,,exact,84622.90000000,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744963260000000000,True,0.00002747,1744963200000000000,8,True,,,exact,1583.45000000,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1744992060000000000,True,0.00002995,1744992000000000000,8,True,,,exact,84337.39696296,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
1744992060000000000,True,-0.00001492,1744992000000000000,8,True,,,exact,1582.35157143,,,0,funding-1638403200000-1788220799999.json,ETHUSDT
1745020860000000000,True,0.00002930,1745020800000000000,8,True,,,exact,84429.71837548,,,0,funding-1638403200000-1788220799999.json,BTCUSDT
