symbol,strategy,funding_filter_enabled,time_ns,timestamp_utc,kind,cause,previous,state,order_id,cycle_id,next_expiry_utc,liquidation,next_expiry,purpose,source_run_id
ETHUSDT,conditional,True,1679663280000000000,2023-03-24T13:08:00.000000000Z,attempt_failed,timeout,,,conditional-00000085,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679663340000000000,2023-03-24T13:09:00.000000000Z,attempt_failed,timeout,,,conditional-00000086,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679663400000000000,2023-03-24T13:10:00.000000000Z,attempt_failed,timeout,,,conditional-00000087,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679663460000000000,2023-03-24T13:11:00.000000000Z,attempt_failed,timeout,,,conditional-00000088,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679663520000000000,2023-03-24T13:12:00.000000000Z,attempt_failed,timeout,,,conditional-00000089,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679663580000000000,2023-03-24T13:13:00.000000000Z,attempt_failed,timeout,,,conditional-00000090,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679663640000000000,2023-03-24T13:14:00.000000000Z,attempt_failed,timeout,,,conditional-00000091,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679663700000000000,2023-03-24T13:15:00.000000000Z,attempt_failed,timeout,,,conditional-00000092,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679663760000000000,2023-03-24T13:16:00.000000000Z,attempt_failed,timeout,,,conditional-00000093,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679663820000000000,2023-03-24T13:17:00.000000000Z,attempt_failed,timeout,,,conditional-00000094,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679663880000000000,2023-03-24T13:18:00.000000000Z,attempt_failed,timeout,,,conditional-00000095,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679663940000000000,2023-03-24T13:19:00.000000000Z,attempt_failed,timeout,,,conditional-00000096,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664000000000000,2023-03-24T13:20:00.000000000Z,attempt_failed,timeout,,,conditional-00000097,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664060000000000,2023-03-24T13:21:00.000000000Z,attempt_failed,timeout,,,conditional-00000098,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664120000000000,2023-03-24T13:22:00.000000000Z,attempt_failed,timeout,,,conditional-00000099,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664180000000000,2023-03-24T13:23:00.000000000Z,attempt_failed,timeout,,,conditional-00000100,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664240000000000,2023-03-24T13:24:00.000000000Z,attempt_failed,timeout,,,conditional-00000101,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664300000000000,2023-03-24T13:25:00.000000000Z,attempt_failed,timeout,,,conditional-00000102,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664360000000000,2023-03-24T13:26:00.000000000Z,attempt_failed,timeout,,,conditional-00000103,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664420000000000,2023-03-24T13:27:00.000000000Z,attempt_failed,timeout,,,conditional-00000104,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664480000000000,2023-03-24T13:28:00.000000000Z,attempt_failed,timeout,,,conditional-00000105,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664540000000000,2023-03-24T13:29:00.000000000Z,attempt_failed,timeout,,,conditional-00000106,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664600000000000,2023-03-24T13:30:00.000000000Z,attempt_failed,timeout,,,conditional-00000107,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664660000000000,2023-03-24T13:31:00.000000000Z,attempt_failed,timeout,,,conditional-00000108,,,,,close_spot,run_ad71d751b20623006c195ff3
ETHUSDT,conditional,True,1679664720000000000,2023-03-24T13:32:00.000000000Z,attempt_failed,timeout,,,conditional-00000109,,,,,close_spot,run_ad71d751b20623006c195ff3
