scenario,strategy,run_id,period,symbol,observations,excluded,exclusion_reasons,weight,mae_ewma,mae_no_change
BTC_PROMO_DECISION,permanent,run_a45c9456ea5d541c9ddce187,2026,BTCUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004019129757656670348710042433,0.0006051677861829238509684582744
BTC_PROMO_DECISION,permanent,run_a45c9456ea5d541c9ddce187,2026,ETHUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004822225134618685572545544554,0.0007742086825071785946858557284
BTC_PROMO_DECISION,permanent,run_a45c9456ea5d541c9ddce187,2026,EQUAL_WEIGHT,1414,44,see asset rows,1,0.0004420677446137677960627793494,0.0006896882343450512228271570015
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,full,BTCUSDT,5090,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005738673687550344265736146450,0.0007883688661062381786037283772
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,full,ETHUSDT,5090,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0006859281684077233802725445059,0.0009522955567889761709151788703
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,full,EQUAL_WEIGHT,10180,44,see asset rows,1,0.0006298977685813789034230795755,0.000870332211447607174759453624
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2022-2023,BTCUSDT,2190,0,{},0.5,0.0006289535940745395062795205479,0.0008781982522651851738222134977
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2022-2023,ETHUSDT,2190,0,{},0.5,0.0008478924536525869472219624128,0.001177098409233068060946235352
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2022-2023,EQUAL_WEIGHT,4380,0,see asset rows,1,0.0007384230238635632267507414805,0.001027648330749126617384224425
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2024+,BTCUSDT,2900,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005322677710137530043129477738,0.0007205321917310333787663206483
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2024+,ETHUSDT,2900,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005636172081710850314383289145,0.0007825306440811964332710362172
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2024+,EQUAL_WEIGHT,5800,44,see asset rows,1,0.000547942489592419017875638344,0.000751531417906114906018678433
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2022,BTCUSDT,1095,0,{},0.5,0.0007383722695559857529445662100,0.001065118819929190527881362311
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2022,ETHUSDT,1095,0,{},0.5,0.001093934867927324822638273973,0.001552108900476259518368493151
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2022,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0009161535687416552877914200915,0.001308613860202725023124927731
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2023,BTCUSDT,1095,0,{},0.5,0.0005195349185930932596144748858,0.0006912776846011798197630646849
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2023,ETHUSDT,1095,0,{},0.5,0.0006018500393778490718056508528,0.0008020879179898766035239775525
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2023,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0005606924789854711657100628695,0.0007466828012955282116435211185
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2024,BTCUSDT,1098,0,{},0.5,0.0007620327403636963496922300035,0.0009242768300233504932302574863
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2024,ETHUSDT,1098,0,{},0.5,0.0007437248359846636040328086079,0.0009062940543107856617976401093
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2024,EQUAL_WEIGHT,2196,0,see asset rows,1,0.0007528787881741799768625193055,0.000915285442167068077513948798
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2025,BTCUSDT,1095,0,{},0.5,0.0003860384595015694309513059361,0.0005907157733543660221194585936
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2025,ETHUSDT,1095,0,{},0.5,0.0004355696043538309442595068493,0.0006638013312051614003555216347
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2025,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0004108040319277001876054063927,0.000627258552279763711237490114
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2026,BTCUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004019129757656670348710042433,0.0006051677861829238509684582744
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2026,ETHUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004822225134618685572545544554,0.0007742086825071785946858557284
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,2026,EQUAL_WEIGHT,1414,44,see asset rows,1,0.0004420677446137677960627793494,0.0006896882343450512228271570015
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,full,BTCUSDT,5090,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005738673687550344265736146450,0.0007883688661062381786037283772
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,full,ETHUSDT,5090,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0006859281684077233802725445059,0.0009522955567889761709151788703
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,full,EQUAL_WEIGHT,10180,44,see asset rows,1,0.0006298977685813789034230795755,0.000870332211447607174759453624
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2022-2023,BTCUSDT,2190,0,{},0.5,0.0006289535940745395062795205479,0.0008781982522651851738222134977
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2022-2023,ETHUSDT,2190,0,{},0.5,0.0008478924536525869472219624128,0.001177098409233068060946235352
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2022-2023,EQUAL_WEIGHT,4380,0,see asset rows,1,0.0007384230238635632267507414805,0.001027648330749126617384224425
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2024+,BTCUSDT,2900,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005322677710137530043129477738,0.0007205321917310333787663206483
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2024+,ETHUSDT,2900,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005636172081710850314383289145,0.0007825306440811964332710362172
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2024+,EQUAL_WEIGHT,5800,44,see asset rows,1,0.000547942489592419017875638344,0.000751531417906114906018678433
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2022,BTCUSDT,1095,0,{},0.5,0.0007383722695559857529445662100,0.001065118819929190527881362311
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2022,ETHUSDT,1095,0,{},0.5,0.001093934867927324822638273973,0.001552108900476259518368493151
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2022,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0009161535687416552877914200915,0.001308613860202725023124927731
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2023,BTCUSDT,1095,0,{},0.5,0.0005195349185930932596144748858,0.0006912776846011798197630646849
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2023,ETHUSDT,1095,0,{},0.5,0.0006018500393778490718056508528,0.0008020879179898766035239775525
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2023,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0005606924789854711657100628695,0.0007466828012955282116435211185
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2024,BTCUSDT,1098,0,{},0.5,0.0007620327403636963496922300035,0.0009242768300233504932302574863
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2024,ETHUSDT,1098,0,{},0.5,0.0007437248359846636040328086079,0.0009062940543107856617976401093
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2024,EQUAL_WEIGHT,2196,0,see asset rows,1,0.0007528787881741799768625193055,0.000915285442167068077513948798
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2025,BTCUSDT,1095,0,{},0.5,0.0003860384595015694309513059361,0.0005907157733543660221194585936
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2025,ETHUSDT,1095,0,{},0.5,0.0004355696043538309442595068493,0.0006638013312051614003555216347
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2025,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0004108040319277001876054063927,0.000627258552279763711237490114
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2026,BTCUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004019129757656670348710042433,0.0006051677861829238509684582744
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2026,ETHUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004822225134618685572545544554,0.0007742086825071785946858557284
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2026,EQUAL_WEIGHT,1414,44,see asset rows,1,0.0004420677446137677960627793494,0.0006896882343450512228271570015
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,full,BTCUSDT,5090,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005738673687550344265736146450,0.0007883688661062381786037283772
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,full,ETHUSDT,5090,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0006859281684077233802725445059,0.0009522955567889761709151788703
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,full,EQUAL_WEIGHT,10180,44,see asset rows,1,0.0006298977685813789034230795755,0.000870332211447607174759453624
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022-2023,BTCUSDT,2190,0,{},0.5,0.0006289535940745395062795205479,0.0008781982522651851738222134977
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022-2023,ETHUSDT,2190,0,{},0.5,0.0008478924536525869472219624128,0.001177098409233068060946235352
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022-2023,EQUAL_WEIGHT,4380,0,see asset rows,1,0.0007384230238635632267507414805,0.001027648330749126617384224425
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024+,BTCUSDT,2900,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005322677710137530043129477738,0.0007205321917310333787663206483
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024+,ETHUSDT,2900,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005636172081710850314383289145,0.0007825306440811964332710362172
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024+,EQUAL_WEIGHT,5800,44,see asset rows,1,0.000547942489592419017875638344,0.000751531417906114906018678433
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022,BTCUSDT,1095,0,{},0.5,0.0007383722695559857529445662100,0.001065118819929190527881362311
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022,ETHUSDT,1095,0,{},0.5,0.001093934867927324822638273973,0.001552108900476259518368493151
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0009161535687416552877914200915,0.001308613860202725023124927731
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2023,BTCUSDT,1095,0,{},0.5,0.0005195349185930932596144748858,0.0006912776846011798197630646849
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2023,ETHUSDT,1095,0,{},0.5,0.0006018500393778490718056508528,0.0008020879179898766035239775525
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2023,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0005606924789854711657100628695,0.0007466828012955282116435211185
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024,BTCUSDT,1098,0,{},0.5,0.0007620327403636963496922300035,0.0009242768300233504932302574863
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024,ETHUSDT,1098,0,{},0.5,0.0007437248359846636040328086079,0.0009062940543107856617976401093
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024,EQUAL_WEIGHT,2196,0,see asset rows,1,0.0007528787881741799768625193055,0.000915285442167068077513948798
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2025,BTCUSDT,1095,0,{},0.5,0.0003860384595015694309513059361,0.0005907157733543660221194585936
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2025,ETHUSDT,1095,0,{},0.5,0.0004355696043538309442595068493,0.0006638013312051614003555216347
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2025,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0004108040319277001876054063927,0.000627258552279763711237490114
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2026,BTCUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004019129757656670348710042433,0.0006051677861829238509684582744
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2026,ETHUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004822225134618685572545544554,0.0007742086825071785946858557284
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2026,EQUAL_WEIGHT,1414,44,see asset rows,1,0.0004420677446137677960627793494,0.0006896882343450512228271570015
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,full,BTCUSDT,5090,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005738673687550344265736146450,0.0007883688661062381786037283772
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,full,ETHUSDT,5090,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0006859281684077233802725445059,0.0009522955567889761709151788703
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,full,EQUAL_WEIGHT,10180,44,see asset rows,1,0.0006298977685813789034230795755,0.000870332211447607174759453624
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022-2023,BTCUSDT,2190,0,{},0.5,0.0006289535940745395062795205479,0.0008781982522651851738222134977
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022-2023,ETHUSDT,2190,0,{},0.5,0.0008478924536525869472219624128,0.001177098409233068060946235352
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022-2023,EQUAL_WEIGHT,4380,0,see asset rows,1,0.0007384230238635632267507414805,0.001027648330749126617384224425
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024+,BTCUSDT,2900,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005322677710137530043129477738,0.0007205321917310333787663206483
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024+,ETHUSDT,2900,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005636172081710850314383289145,0.0007825306440811964332710362172
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024+,EQUAL_WEIGHT,5800,44,see asset rows,1,0.000547942489592419017875638344,0.000751531417906114906018678433
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022,BTCUSDT,1095,0,{},0.5,0.0007383722695559857529445662100,0.001065118819929190527881362311
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022,ETHUSDT,1095,0,{},0.5,0.001093934867927324822638273973,0.001552108900476259518368493151
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0009161535687416552877914200915,0.001308613860202725023124927731
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2023,BTCUSDT,1095,0,{},0.5,0.0005195349185930932596144748858,0.0006912776846011798197630646849
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2023,ETHUSDT,1095,0,{},0.5,0.0006018500393778490718056508528,0.0008020879179898766035239775525
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2023,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0005606924789854711657100628695,0.0007466828012955282116435211185
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024,BTCUSDT,1098,0,{},0.5,0.0007620327403636963496922300035,0.0009242768300233504932302574863
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024,ETHUSDT,1098,0,{},0.5,0.0007437248359846636040328086079,0.0009062940543107856617976401093
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024,EQUAL_WEIGHT,2196,0,see asset rows,1,0.0007528787881741799768625193055,0.000915285442167068077513948798
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2025,BTCUSDT,1095,0,{},0.5,0.0003860384595015694309513059361,0.0005907157733543660221194585936
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2025,ETHUSDT,1095,0,{},0.5,0.0004355696043538309442595068493,0.0006638013312051614003555216347
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2025,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0004108040319277001876054063927,0.000627258552279763711237490114
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2026,BTCUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004019129757656670348710042433,0.0006051677861829238509684582744
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2026,ETHUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004822225134618685572545544554,0.0007742086825071785946858557284
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2026,EQUAL_WEIGHT,1414,44,see asset rows,1,0.0004420677446137677960627793494,0.0006896882343450512228271570015
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,full,BTCUSDT,5090,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005738673687550344265736146450,0.0007883688661062381786037283772
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,full,ETHUSDT,5090,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0006859281684077233802725445059,0.0009522955567889761709151788703
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,full,EQUAL_WEIGHT,10180,44,see asset rows,1,0.0006298977685813789034230795755,0.000870332211447607174759453624
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022-2023,BTCUSDT,2190,0,{},0.5,0.0006289535940745395062795205479,0.0008781982522651851738222134977
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022-2023,ETHUSDT,2190,0,{},0.5,0.0008478924536525869472219624128,0.001177098409233068060946235352
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022-2023,EQUAL_WEIGHT,4380,0,see asset rows,1,0.0007384230238635632267507414805,0.001027648330749126617384224425
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024+,BTCUSDT,2900,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005322677710137530043129477738,0.0007205321917310333787663206483
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024+,ETHUSDT,2900,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005636172081710850314383289145,0.0007825306440811964332710362172
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024+,EQUAL_WEIGHT,5800,44,see asset rows,1,0.000547942489592419017875638344,0.000751531417906114906018678433
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022,BTCUSDT,1095,0,{},0.5,0.0007383722695559857529445662100,0.001065118819929190527881362311
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022,ETHUSDT,1095,0,{},0.5,0.001093934867927324822638273973,0.001552108900476259518368493151
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0009161535687416552877914200915,0.001308613860202725023124927731
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2023,BTCUSDT,1095,0,{},0.5,0.0005195349185930932596144748858,0.0006912776846011798197630646849
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2023,ETHUSDT,1095,0,{},0.5,0.0006018500393778490718056508528,0.0008020879179898766035239775525
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2023,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0005606924789854711657100628695,0.0007466828012955282116435211185
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024,BTCUSDT,1098,0,{},0.5,0.0007620327403636963496922300035,0.0009242768300233504932302574863
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024,ETHUSDT,1098,0,{},0.5,0.0007437248359846636040328086079,0.0009062940543107856617976401093
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024,EQUAL_WEIGHT,2196,0,see asset rows,1,0.0007528787881741799768625193055,0.000915285442167068077513948798
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2025,BTCUSDT,1095,0,{},0.5,0.0003860384595015694309513059361,0.0005907157733543660221194585936
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2025,ETHUSDT,1095,0,{},0.5,0.0004355696043538309442595068493,0.0006638013312051614003555216347
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2025,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0004108040319277001876054063927,0.000627258552279763711237490114
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2026,BTCUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004019129757656670348710042433,0.0006051677861829238509684582744
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2026,ETHUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004822225134618685572545544554,0.0007742086825071785946858557284
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2026,EQUAL_WEIGHT,1414,44,see asset rows,1,0.0004420677446137677960627793494,0.0006896882343450512228271570015
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,full,BTCUSDT,5090,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005738673687550344265736146450,0.0007883688661062381786037283772
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,full,ETHUSDT,5090,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0006859281684077233802725445059,0.0009522955567889761709151788703
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,full,EQUAL_WEIGHT,10180,44,see asset rows,1,0.0006298977685813789034230795755,0.000870332211447607174759453624
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022-2023,BTCUSDT,2190,0,{},0.5,0.0006289535940745395062795205479,0.0008781982522651851738222134977
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022-2023,ETHUSDT,2190,0,{},0.5,0.0008478924536525869472219624128,0.001177098409233068060946235352
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022-2023,EQUAL_WEIGHT,4380,0,see asset rows,1,0.0007384230238635632267507414805,0.001027648330749126617384224425
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024+,BTCUSDT,2900,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005322677710137530043129477738,0.0007205321917310333787663206483
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024+,ETHUSDT,2900,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0005636172081710850314383289145,0.0007825306440811964332710362172
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024+,EQUAL_WEIGHT,5800,44,see asset rows,1,0.000547942489592419017875638344,0.000751531417906114906018678433
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022,BTCUSDT,1095,0,{},0.5,0.0007383722695559857529445662100,0.001065118819929190527881362311
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022,ETHUSDT,1095,0,{},0.5,0.001093934867927324822638273973,0.001552108900476259518368493151
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0009161535687416552877914200915,0.001308613860202725023124927731
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2023,BTCUSDT,1095,0,{},0.5,0.0005195349185930932596144748858,0.0006912776846011798197630646849
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2023,ETHUSDT,1095,0,{},0.5,0.0006018500393778490718056508528,0.0008020879179898766035239775525
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2023,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0005606924789854711657100628695,0.0007466828012955282116435211185
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024,BTCUSDT,1098,0,{},0.5,0.0007620327403636963496922300035,0.0009242768300233504932302574863
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024,ETHUSDT,1098,0,{},0.5,0.0007437248359846636040328086079,0.0009062940543107856617976401093
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024,EQUAL_WEIGHT,2196,0,see asset rows,1,0.0007528787881741799768625193055,0.000915285442167068077513948798
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2025,BTCUSDT,1095,0,{},0.5,0.0003860384595015694309513059361,0.0005907157733543660221194585936
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2025,ETHUSDT,1095,0,{},0.5,0.0004355696043538309442595068493,0.0006638013312051614003555216347
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2025,EQUAL_WEIGHT,2190,0,see asset rows,1,0.0004108040319277001876054063927,0.000627258552279763711237490114
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2026,BTCUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004019129757656670348710042433,0.0006051677861829238509684582744
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2026,ETHUSDT,707,22,"{""funding_calendar_boundary_unverified"": 1, ""horizon_outside_sample"": 21}",0.5,0.0004822225134618685572545544554,0.0007742086825071785946858557284
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2026,EQUAL_WEIGHT,1414,44,see asset rows,1,0.0004420677446137677960627793494,0.0006896882343450512228271570015
