scenario,strategy,run_id,period,start_utc,end_exclusive_utc,old_invested_seconds,old_unhedged_seconds,old_invested_fraction,raw_invested_seconds,raw_unhedged_seconds,raw_invested_fraction,invested_seconds,unhedged_seconds,covered_seconds,dust_seconds,dust_only_seconds,no_active_seconds,no_inventory_seconds,calendar_seconds,invested_fraction,delta_invested_seconds,delta_unhedged_seconds,h2_before,h2_after,h2_changed
FUT4_DECISION,conditional,run_8f497f6f609b074f796e043f,2026,2026-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,20995200,20995200,1,20995200.000000000,20995200.000000000,1.000000000,0E-9,0E-9,0E-9,20995200.000000000,20995200.000000000,20995200.000000000,0E-9,20995200,0E-9,-20995200.000000000,-20995200.000000000,no_favorable,no_favorable,False
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,full,2022-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,114537420.000,85776060.000,0.7779721733176838810641627543,114537420.000000000,85776060.000000000,0.7779721733176838810641627543,30267420.000000000,10440.000000000,30259320.000000000,85765860.000000000,84270000.000000000,116958180.000000000,32688180.000000000,147225600,0.2055853058163797600417318727,-84270000.000000000,-85765620.000000000,no_favorable,no_favorable,False
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022-2023,2022-01-01T00:00:00.000000000Z,2024-01-01T00:00:00.000000000Z,30383820.000,20002440.000,0.4817323059360730593607305936,30383820.000000000,20002440.000000000,0.4817323059360730593607305936,10389480.000000000,8100.000000000,10381680.000000000,19994340.000000000,19994340.000000000,52682520.000000000,32688180.000000000,63072000,0.1647241248097412480974124810,-19994340.000000000,-19994340.000000000,no_favorable,no_favorable,False
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024+,2024-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,84153600.000,65773620.000,1.000,84153600.000000000,65773620.000000000,1.000000000,19877940.000000000,2340.000000000,19877640.000000000,65771520.000000000,64275660.000000000,64275660.000000000,0E-9,84153600,0.2362102156057494866529774127,-64275660.000000000,-65771280.000000000,no_favorable,no_favorable,False
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2022,2022-01-01T00:00:00.000000000Z,2023-01-01T00:00:00.000000000Z,0,0,0,0E-9,0E-9,0E-9,0E-9,0E-9,0E-9,0E-9,0E-9,31536000.000000000,31536000.000000000,31536000,0E-9,0E-9,0E-9,no_concluyente,no_concluyente,False
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2023,2023-01-01T00:00:00.000000000Z,2024-01-01T00:00:00.000000000Z,30383820.000,20002440.000,0.9634646118721461187214611872,30383820.000000000,20002440.000000000,0.9634646118721461187214611872,10389480.000000000,8100.000000000,10381680.000000000,19994340.000000000,19994340.000000000,21146520.000000000,1152180.000000000,31536000,0.3294482496194824961948249619,-19994340.000000000,-19994340.000000000,no_favorable,no_favorable,False
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2024,2024-01-01T00:00:00.000000000Z,2025-01-01T00:00:00.000000000Z,31622400.000,13242420.000,1.000,31622400.000000000,13242420.000000000,1.000000000,19877940.000000000,2340.000000000,19877640.000000000,13240320.000000000,11744460.000000000,11744460.000000000,0E-9,31622400,0.6286031420765027322404371585,-11744460.000000000,-13240080.000000000,no_favorable,no_favorable,False
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2025,2025-01-01T00:00:00.000000000Z,2026-01-01T00:00:00.000000000Z,31536000,31536000,1,31536000.000000000,31536000.000000000,1.000000000,0E-9,0E-9,0E-9,31536000.000000000,31536000.000000000,31536000.000000000,0E-9,31536000,0E-9,-31536000.000000000,-31536000.000000000,no_favorable,no_favorable,False
MARGEN_2X,conditional,run_70383794701c4f0fc157b2ed,2026,2026-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,20995200,20995200,1,20995200.000000000,20995200.000000000,1.000000000,0E-9,0E-9,0E-9,20995200.000000000,20995200.000000000,20995200.000000000,0E-9,20995200,0E-9,-20995200.000000000,-20995200.000000000,no_favorable,no_favorable,False
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,full,2022-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,146966280.000,15241740.000,0.9982386215440792905581637976,146966280.000000000,15241740.000000000,0.9982386215440792905581637976,144565800.000000000,16260.000000000,144556920.000000000,15226320.000000000,2400480.000000000,2659800.000000000,259320.000000000,147225600,0.9819338484611371935315597287,-2400480.000000000,-15225480.000000000,no_favorable,no_favorable,False
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022-2023,2022-01-01T00:00:00.000000000Z,2024-01-01T00:00:00.000000000Z,62812680.000,7035060.000,0.9958885083713850837138508371,62812680.000000000,7035060.000000000,0.9958885083713850837138508371,60736260.000000000,10680.000000000,60728280.000000000,7024680.000000000,2076420.000000000,2335740.000000000,259320.000000000,63072000,0.9629670852359208523592085236,-2076420.000000000,-7024380.000000000,no_favorable,no_favorable,False
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024+,2024-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,84153600.000,8206680.000,1.000,84153600.000000000,8206680.000000000,1.000000000,83829540.000000000,5580.000000000,83828640.000000000,8201640.000000000,324060.000000000,324060.000000000,0E-9,84153600,0.9961491843486196668948208989,-324060.000000000,-8201100.000000000,no_favorable,no_favorable,False
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2022,2022-01-01T00:00:00.000000000Z,2023-01-01T00:00:00.000000000Z,31276680.000,4892700.000,0.9917770167427701674277016743,31276680.000000000,4892700.000000000,0.9917770167427701674277016743,30993180.000000000,1440.000000000,30992760.000000000,4891560.000000000,283500.000000000,542820.000000000,259320.000000000,31536000,0.9827872907153729071537290715,-283500.000000000,-4891260.000000000,no_concluyente,no_concluyente,False
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2023,2023-01-01T00:00:00.000000000Z,2024-01-01T00:00:00.000000000Z,31536000.000,2142360.000,1.000,31536000.000000000,2142360.000000000,1.000000000,29743080.000000000,9240.000000000,29735520.000000000,2133120.000000000,1792920.000000000,1792920.000000000,0E-9,31536000,0.9431468797564687975646879756,-1792920.000000000,-2133120.000000000,no_favorable,no_favorable,False
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2024,2024-01-01T00:00:00.000000000Z,2025-01-01T00:00:00.000000000Z,31622400.000,7764600.000,1.000,31622400.000000000,7764600.000000000,1.000000000,31298340.000000000,3480.000000000,31297440.000000000,7761660.000000000,324060.000000000,324060.000000000,0E-9,31622400,0.9897522009714632665452337583,-324060.000000000,-7761120.000000000,no_favorable,no_favorable,False
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2025,2025-01-01T00:00:00.000000000Z,2026-01-01T00:00:00.000000000Z,31536000.000,441960.000,1.000,31536000.000000000,441960.000000000,1.000000000,31536000.000000000,1980.000000000,31536000.000000000,439980.000000000,0E-9,0E-9,0E-9,31536000,1.000000000,0E-9,-439980.000000000,no_favorable,no_favorable,False
MARGEN_2X,permanent,run_3f5d9cce8ff1c2ba5447e3b6,2026,2026-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,20995200.000,120.000,1.000,20995200.000000000,120.000000000,1.000000000,20995200.000000000,120.000000000,20995200.000000000,0E-9,0E-9,0E-9,0E-9,20995200,1.000000000,0E-9,0E-9,no_favorable,no_favorable,False
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,full,2022-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,146966280.000,8164560.000,0.9982386215440792905581637976,146966280.000000000,8164560.000000000,0.9982386215440792905581637976,144560880.000000000,16200.000000000,144552180.000000000,8148960.000000000,2405400.000000000,2664720.000000000,259320.000000000,147225600,0.9819004303599374021909233177,-2405400.000000000,-8148360.000000000,no_favorable,no_favorable,False
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022-2023,2022-01-01T00:00:00.000000000Z,2024-01-01T00:00:00.000000000Z,62812680.000,7035060.000,0.9958885083713850837138508371,62812680.000000000,7035060.000000000,0.9958885083713850837138508371,60736260.000000000,10680.000000000,60728280.000000000,7024680.000000000,2076420.000000000,2335740.000000000,259320.000000000,63072000,0.9629670852359208523592085236,-2076420.000000000,-7024380.000000000,no_favorable,no_favorable,False
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024+,2024-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,84153600.000,1129500.000,1.000,84153600.000000000,1129500.000000000,1.000000000,83824620.000000000,5520.000000000,83823900.000000000,1124280.000000000,328980.000000000,328980.000000000,0E-9,84153600,0.9960907198266027834816335843,-328980.000000000,-1123980.000000000,no_favorable,no_favorable,False
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2022,2022-01-01T00:00:00.000000000Z,2023-01-01T00:00:00.000000000Z,31276680.000,4892700.000,0.9917770167427701674277016743,31276680.000000000,4892700.000000000,0.9917770167427701674277016743,30993180.000000000,1440.000000000,30992760.000000000,4891560.000000000,283500.000000000,542820.000000000,259320.000000000,31536000,0.9827872907153729071537290715,-283500.000000000,-4891260.000000000,no_concluyente,no_concluyente,False
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2023,2023-01-01T00:00:00.000000000Z,2024-01-01T00:00:00.000000000Z,31536000.000,2142360.000,1.000,31536000.000000000,2142360.000000000,1.000000000,29743080.000000000,9240.000000000,29735520.000000000,2133120.000000000,1792920.000000000,1792920.000000000,0E-9,31536000,0.9431468797564687975646879756,-1792920.000000000,-2133120.000000000,no_favorable,no_favorable,False
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2024,2024-01-01T00:00:00.000000000Z,2025-01-01T00:00:00.000000000Z,31622400.000,701160.000,1.000,31622400.000000000,701160.000000000,1.000000000,31293420.000000000,3360.000000000,31292700.000000000,698100.000000000,328980.000000000,328980.000000000,0E-9,31622400,0.9895966150576806314511232544,-328980.000000000,-697800.000000000,no_favorable,no_favorable,False
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2025,2025-01-01T00:00:00.000000000Z,2026-01-01T00:00:00.000000000Z,31536000.000,428220.000,1.000,31536000.000000000,428220.000000000,1.000000000,31536000.000000000,2040.000000000,31536000.000000000,426180.000000000,0E-9,0E-9,0E-9,31536000,1.000000000,0E-9,-426180.000000000,no_favorable,no_favorable,False
FUT4_REALIZADA,permanent,run_edc965655c124abd4318e838,2026,2026-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,20995200.000,120.000,1.000,20995200.000000000,120.000000000,1.000000000,20995200.000000000,120.000000000,20995200.000000000,0E-9,0E-9,0E-9,0E-9,20995200,1.000000000,0E-9,0E-9,no_favorable,no_favorable,False
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,full,2022-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,146966280.000,8164560.000,0.9982386215440792905581637976,146966280.000000000,8164560.000000000,0.9982386215440792905581637976,144560880.000000000,16200.000000000,144552180.000000000,8148960.000000000,2405400.000000000,2664720.000000000,259320.000000000,147225600,0.9819004303599374021909233177,-2405400.000000000,-8148360.000000000,no_favorable,no_favorable,False
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022-2023,2022-01-01T00:00:00.000000000Z,2024-01-01T00:00:00.000000000Z,62812680.000,7035060.000,0.9958885083713850837138508371,62812680.000000000,7035060.000000000,0.9958885083713850837138508371,60736260.000000000,10680.000000000,60728280.000000000,7024680.000000000,2076420.000000000,2335740.000000000,259320.000000000,63072000,0.9629670852359208523592085236,-2076420.000000000,-7024380.000000000,no_favorable,no_favorable,False
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024+,2024-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,84153600.000,1129500.000,1.000,84153600.000000000,1129500.000000000,1.000000000,83824620.000000000,5520.000000000,83823900.000000000,1124280.000000000,328980.000000000,328980.000000000,0E-9,84153600,0.9960907198266027834816335843,-328980.000000000,-1123980.000000000,no_favorable,no_favorable,False
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2022,2022-01-01T00:00:00.000000000Z,2023-01-01T00:00:00.000000000Z,31276680.000,4892700.000,0.9917770167427701674277016743,31276680.000000000,4892700.000000000,0.9917770167427701674277016743,30993180.000000000,1440.000000000,30992760.000000000,4891560.000000000,283500.000000000,542820.000000000,259320.000000000,31536000,0.9827872907153729071537290715,-283500.000000000,-4891260.000000000,no_concluyente,no_concluyente,False
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2023,2023-01-01T00:00:00.000000000Z,2024-01-01T00:00:00.000000000Z,31536000.000,2142360.000,1.000,31536000.000000000,2142360.000000000,1.000000000,29743080.000000000,9240.000000000,29735520.000000000,2133120.000000000,1792920.000000000,1792920.000000000,0E-9,31536000,0.9431468797564687975646879756,-1792920.000000000,-2133120.000000000,no_favorable,no_favorable,False
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2024,2024-01-01T00:00:00.000000000Z,2025-01-01T00:00:00.000000000Z,31622400.000,701160.000,1.000,31622400.000000000,701160.000000000,1.000000000,31293420.000000000,3360.000000000,31292700.000000000,698100.000000000,328980.000000000,328980.000000000,0E-9,31622400,0.9895966150576806314511232544,-328980.000000000,-697800.000000000,no_favorable,no_favorable,False
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2025,2025-01-01T00:00:00.000000000Z,2026-01-01T00:00:00.000000000Z,31536000.000,428220.000,1.000,31536000.000000000,428220.000000000,1.000000000,31536000.000000000,2040.000000000,31536000.000000000,426180.000000000,0E-9,0E-9,0E-9,31536000,1.000000000,0E-9,-426180.000000000,no_favorable,no_favorable,False
FUT4_DECISION,permanent,run_9a4b6b4c853215594e14bd86,2026,2026-01-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,20995200.000,120.000,1.000,20995200.000000000,120.000000000,1.000000000,20995200.000000000,120.000000000,20995200.000000000,0E-9,0E-9,0E-9,0E-9,20995200,1.000000000,0E-9,0E-9,no_favorable,no_favorable,False
