scenario,strategy,run_id,period,symbol,covered_seconds,unhedged_seconds,dust_seconds,flat_seconds,invested_seconds,raw_invested_seconds,raw_unhedged_seconds,dust_only_seconds,no_active_seconds,no_inventory_seconds,calendar_seconds,cash_seconds,covered_fraction,unhedged_fraction,dust_fraction,flat_fraction,invested_fraction,raw_invested_fraction,raw_unhedged_fraction,dust_only_fraction,no_active_fraction,no_inventory_fraction,cash_fraction,both_covered_seconds,any_covered_seconds,any_unhedged_seconds,cash_or_dust_seconds,both_covered_fraction,any_covered_fraction,any_unhedged_fraction,cash_or_dust_fraction
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2024+,PORTFOLIO,83850960.000000000,5760.000000000,1148040.000000000,,83851560.000000000,84153600.000000000,1153620.000000000,302040.000000000,302040.000000000,0E-9,84153600,0E-9,0.9964037189139858544375998175,0.00006844626967830253251197809719,0.01364219712525667351129363450,,0.9964108487337440109514031485,1.000000000,0.01370850444900752908966461328,0.003589151266255989048596851472,0.003589151266255989048596851472,0E-9,0E-9,82999980.000000000,83850960.000000000,5760.000000000,302040.000000000,0.9862914955509924709103353867,0.9964037189139858544375998175,0.00006844626967830253251197809719,0.003589151266255989048596851472
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2022,BTCUSDT,30992340.000000000,840,283500.000000000,259320.000000000,30993180.000000000,31276680.000000000,284340.000000000,283500.000000000,542820.000000000,259320.000000000,31536000,259320.000000000,0.9827606544901065449010654490,0.00002663622526636225266362252664,0.008989726027397260273972602740,0.008222983257229832572298325723,0.9827872907153729071537290715,0.9917770167427701674277016743,0.009016362252663622526636225266,0.008989726027397260273972602740,0.01721270928462709284627092846,0.008222983257229832572298325723,0.008222983257229832572298325723,,,,,,,,
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2022,ETHUSDT,26269200.000000000,660,4891560.000000000,374580.000000000,26269860.000000000,31161420.000000000,4892220.000000000,4891560.000000000,5266140.000000000,374580.000000000,31536000,374580.000000000,0.8329908675799086757990867580,0.00002092846270928462709284627093,0.1551103500761035007610350076,0.01187785388127853881278538813,0.8330117960426179604261796043,0.9881221461187214611872146119,0.1551312785388127853881278539,0.1551103500761035007610350076,0.1669882039573820395738203957,0.01187785388127853881278538813,0.01187785388127853881278538813,,,,,,,,
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2022,PORTFOLIO,30992760.000000000,1440.000000000,4891560.000000000,,30993180.000000000,31276680.000000000,4892700.000000000,283500.000000000,542820.000000000,259320.000000000,31536000,259320.000000000,0.9827739726027397260273972603,0.00004566210045662100456621004566,0.1551103500761035007610350076,,0.9827872907153729071537290715,0.9917770167427701674277016743,0.1551464992389649923896499239,0.008989726027397260273972602740,0.01721270928462709284627092846,0.008222983257229832572298325723,0.008222983257229832572298325723,26268780.000000000,30992760.000000000,1440.000000000,542820.000000000,0.8329775494672754946727549467,0.9827739726027397260273972603,0.00004566210045662100456621004566,0.01721270928462709284627092846
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2023,BTCUSDT,29622420.000000000,8220,1905360.000000000,0,29630640.000000000,31536000.000000000,1913580.000000000,1905360.000000000,1905360.000000000,0E-9,31536000,0E-9,0.9393207762557077625570776256,0.0002606544901065449010654490107,0.06041856925418569254185692542,0,0.9395814307458143074581430746,1.000000000,0.06067922374429223744292237443,0.06041856925418569254185692542,0.06041856925418569254185692542,0E-9,0E-9,,,,,,,,
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2023,ETHUSDT,29506740.000000000,8580,2020680.000000000,0,29515320.000000000,31536000.000000000,2029260.000000000,2020680.000000000,2020680.000000000,0E-9,31536000,0E-9,0.9356525875190258751902587519,0.0002720700152207001522070015221,0.06407534246575342465753424658,0,0.9359246575342465753424657534,1.000000000,0.06434741248097412480974124810,0.06407534246575342465753424658,0.06407534246575342465753424658,0E-9,0E-9,,,,,,,,
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2023,PORTFOLIO,29735520.000000000,9240.000000000,2133120.000000000,,29743080.000000000,31536000.000000000,2142360.000000000,1792920.000000000,1792920.000000000,0E-9,31536000,0E-9,0.9429071537290715372907153729,0.0002929984779299847792998477930,0.06764079147640791476407914764,,0.9431468797564687975646879756,1.000000000,0.06793378995433789954337899543,0.05685312024353120243531202435,0.05685312024353120243531202435,0E-9,0E-9,29393640.000000000,29735520.000000000,9240.000000000,1792920.000000000,0.9320662100456621004566210046,0.9429071537290715372907153729,0.0002929984779299847792998477930,0.05685312024353120243531202435
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2024,BTCUSDT,31123380.000000000,2100,496920.000000000,0,31125480.000000000,31622400.000000000,499020.000000000,496920.000000000,496920.000000000,0E-9,31622400,0E-9,0.9842194140862173649058894961,0.00006640862173649058894960534305,0.01571417729204614450516089860,0,0.9842858227079538554948391014,1.000000000,0.01578058591378263509411050395,0.01571417729204614450516089860,0.01571417729204614450516089860,0E-9,0E-9,,,,,,,,
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2024,ETHUSDT,31093320.000000000,2040,527040.000000000,0,31095360.000000000,31622400.000000000,529080.000000000,527040.000000000,527040.000000000,0E-9,31622400,0E-9,0.9832688221007893139040680024,0.00006451123254401942926533090468,0.01666666666666666666666666667,0,0.9833333333333333333333333333,1.000000000,0.01673117789921068609593199757,0.01666666666666666666666666667,0.01666666666666666666666666667,0E-9,0E-9,,,,,,,,
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2024,PORTFOLIO,31319760.000000000,3720.000000000,721920.000000000,,31320360.000000000,31622400.000000000,725460.000000000,302040.000000000,302040.000000000,0E-9,31622400,0E-9,0.9904295689131754705525197328,0.0001176381299332119004250151791,0.02282938676381299332119004250,,0.9904485428051001821493624772,1.000000000,0.02294133272616879174256223437,0.009551457194899817850637522769,0.009551457194899817850637522769,0E-9,0E-9,30896940.000000000,31319760.000000000,3720.000000000,302040.000000000,0.9770586672738312082574377656,0.9904295689131754705525197328,0.0001176381299332119004250151791,0.009551457194899817850637522769
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2025,BTCUSDT,31535340.000000000,660,0,0,31536000.000000000,31536000.000000000,660.000000000,0E-9,0E-9,0E-9,31536000,0E-9,0.9999790715372907153729071537,0.00002092846270928462709284627093,0,0,1.000000000,1.000000000,0.00002092846270928462709284627093,0E-9,0E-9,0E-9,0E-9,,,,,,,,
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2025,ETHUSDT,31108620.000000000,1260,426120.000000000,0,31109880.000000000,31536000.000000000,427380.000000000,426120.000000000,426120.000000000,0E-9,31536000,0E-9,0.9864478691019786910197869102,0.00003995433789954337899543378995,0.01351217656012176560121765601,0,0.9864878234398782343987823440,1.000000000,0.01355213089802130898021308980,0.01351217656012176560121765601,0.01351217656012176560121765601,0E-9,0E-9,,,,,,,,
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2025,PORTFOLIO,31536000.000000000,1920.000000000,426120.000000000,,31536000.000000000,31536000.000000000,428040.000000000,0E-9,0E-9,0E-9,31536000,0E-9,1.000000000,0.00006088280060882800608828006088,0.01351217656012176560121765601,,1.000000000,1.000000000,0.01357305936073059360730593607,0E-9,0E-9,0E-9,0E-9,31107960.000000000,31536000.000000000,1920.000000000,0E-9,0.9864269406392694063926940639,1.000000000,0.00006088280060882800608828006088,0E-9
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2026,BTCUSDT,20995200.000000000,0,0,0,20995200.000000000,20995200.000000000,0E-9,0E-9,0E-9,0E-9,20995200,0E-9,1.000000000,0,0,0,1.000000000,1.000000000,0E-9,0E-9,0E-9,0E-9,0E-9,,,,,,,,
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2026,ETHUSDT,20995080.000000000,120,0,0,20995200.000000000,20995200.000000000,120.000000000,0E-9,0E-9,0E-9,20995200,0E-9,0.9999942844078646547782350251,0.000005715592135345221764974851395,0,0,1.000000000,1.000000000,0.000005715592135345221764974851395,0E-9,0E-9,0E-9,0E-9,,,,,,,,
BASE_E3,permanent,run_dfea4b7ac1475668d5968c97,2026,PORTFOLIO,20995200.000000000,120.000000000,0E-9,,20995200.000000000,20995200.000000000,120.000000000,0E-9,0E-9,0E-9,20995200,0E-9,1.000000000,0.000005715592135345221764974851395,0E-9,,1.000000000,1.000000000,0.000005715592135345221764974851395,0E-9,0E-9,0E-9,0E-9,20995080.000000000,20995200.000000000,120.000000000,0E-9,0.9999942844078646547782350251,1.000000000,0.000005715592135345221764974851395,0E-9
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,BTCUSDT,23978940.000000000,1440,64435440.000000000,58809780.000000000,23980380.000000000,88415820.000000000,64436880.000000000,64435440.000000000,123245220.000000000,58809780.000000000,147225600,58809780.000000000,0.1628720820292123109024517475,0.000009780907668231611893583724570,0.4376646452790818988002086594,0.3994534917840375586854460094,0.1628818629368805425143453312,0.6005465082159624413145539906,0.4376744261867501304121022431,0.4376646452790818988002086594,0.8371181370631194574856546688,0.3994534917840375586854460094,0.3994534917840375586854460094,,,,,,,,
