scenario,strategy,run_id,period,symbol,spot_pnl_usdt,futures_pnl_usdt,funding_usdt,fees_usdt,liquidation_fees_usdt,slippage_informational_usdt,spot_realized_pnl_usdt,spot_unrealized_pnl_usdt,futures_realized_pnl_usdt,futures_unrealized_pnl_usdt,net_pnl_usdt
BTC_PROMO_DECISION,permanent,run_a45c9456ea5d541c9ddce187,2022,ETHUSDT,-2339.524021016000000000000000,2348.884021328400000000000000,10.5432793496105198271,-14.747035414,0,2.011863524652266169281517309,-1642.189951185925732051081344,-697.334069830074267948918656,1649.122830755905511811023622,699.7611905724944881889763777,5.156244248010519827099999222
BTC_PROMO_DECISION,permanent,run_a45c9456ea5d541c9ddce187,2023,BTCUSDT,2791.265303953000000000000000,-2754.494086602020000000000000,236.5527948332846227354,-23.9788856414,0,3.350084318163696052760850259,941.9950290772050363537566228,1849.270274875794963646243377,-906.0443373646723646723646770,-1848.449749237347635327635323,249.3451265428646227353999984
BTC_PROMO_DECISION,permanent,run_a45c9456ea5d541c9ddce187,2023,ETHUSDT,1489.454657806000000000000000,-1434.407737579620000000000005,235.0626302095647768650,-30.971451992,0,4.234743469710818387611016009,493.145745622782819353610058,996.308912183217180646389942,-432.629588616290869047857063,-1001.778148963329130952142941,259.1380984439447768649999959
BTC_PROMO_DECISION,permanent,run_a45c9456ea5d541c9ddce187,2024,BTCUSDT,2874.481517473700000000000000,-2872.557397929040000000000002,385.1032436760659877299,-58.3581672487,0,7.585194401780427552549933402,3350.375673914523936531772355,-475.894156440823936531772355,-3349.222400000000000000000002,476.6650020709600000000000001,328.6691959720259877298999982
BTC_PROMO_DECISION,permanent,run_a45c9456ea5d541c9ddce187,2024,ETHUSDT,1868.645429400000000000000001,-1867.500463609759999999999999,417.1082140219199257395,-59.780747936,0,7.881471104451382243256462182,2149.765092763143349245218342,-281.119663363143349245218340,-2155.864084709447044997803436,288.3636210996870449978034368,358.4724318761599257395000038
BTC_PROMO_DECISION,permanent,run_a45c9456ea5d541c9ddce187,2025,BTCUSDT,-94.968324607500000000000000,94.89622175024000000000000110,168.3312792318656171585,-2.9705624200,0,0.39704075947396316529447764,161.253659406867431328671833,-256.221984014367431328671833,-160.936817647058823529411764,255.8330393972988235294117653,165.2886139546056171585000011
BTC_PROMO_DECISION,permanent,run_a45c9456ea5d541c9ddce187,2025,ETHUSDT,-562.272383660000000000000001,563.7787198609800000000000000,160.7286478208296251907,-19.027671453,0,2.57167900390525121698484701,875.3802311542362410787987340,-1437.652614814236241078798735,-873.6132545629721643063246605,1437.391974423952164306324661,143.2073125688096251906999982
BTC_PROMO_DECISION,permanent,run_a45c9456ea5d541c9ddce187,2026,BTCUSDT,-290.537108662500000000000000,290.5671030723200000000000000,40.7241621613858578400,0E-10,0,0E-26,0E-24,-290.537108662500000000000000,0E-24,290.5671030723200000000000000,40.75415657120585784000000000
BTC_PROMO_DECISION,permanent,run_a45c9456ea5d541c9ddce187,2026,ETHUSDT,-531.162197009000000000000000,531.3256900042500000000000000,27.6586069891937878912,-0.081443450,0,0.01114344555396725086897893,0E-24,-531.162197009000000000000000,0E-24,531.3256900042500000000000000,27.74065653444378789120000058
FUT4_REALIZADA,conditional,run_d17c6848d9a0c5c85249b152,full,BTCUSDT,2536.434766313400000000000000,-2530.000700000000000000000000,354.8101028673891782148,-42.1707701934,0,6.052255360734292845718653717,2536.448942802128693471417312,-0.014176488728693471417312,-2530.000700000000000000000000,0E-25,319.0733989873891782148000000
