scenario,strategy,run_id,period,metric,value_before,value_after,unchanged
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,run_id,run_1ae1cf88ac71b976740edc03,run_1ae1cf88ac71b976740edc03,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,period,full,full,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,start_utc,2022-01-01T00:00:00.000000000Z,2022-01-01T00:00:00.000000000Z,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,end_exclusive_utc,2026-09-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,days,1704,1704,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,coverage_complete,True,True,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,starting_equity_usdt,10000,10000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,final_equity_usdt,10785.76304964716593690000000,10785.76304964716593690000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,net_pnl_usdt,785.76304964716593690000000,785.76304964716593690000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,net_return,0.07857630496471659369000,0.07857630496471659369000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,cagr,0.016334619265710986,0.016334619265710986,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,cagr_reason,,,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,sharpe,4.9623712776540545,4.9623712776540545,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,sharpe_reason,,,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,annual_volatility,0.0032662470755764556,0.0032662470755764556,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,max_drawdown,-0.0020616558706701528492637308,-0.0020616558706701528492637308,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,max_drawdown_days,493,493,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,spot_pnl_usdt,2211.193604481400000000000000,2211.193604481400000000000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,futures_pnl_usdt,-2161.487990000000000000000000,-2161.487990000000000000000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,funding_usdt,850.9550632121659369000,850.9550632121659369000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,fees_usdt,-114.8976280464,-114.8976280464,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,liquidation_fees_usdt,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,slippage_informational_usdt,15.34780638071242939671804124,15.34780638071242939671804124,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,spot_realized_pnl_usdt,2211.210988979846943548434474,2211.210988979846943548434474,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,spot_unrealized_pnl_usdt,-0.017384498446943548434474,-0.017384498446943548434474,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,futures_realized_pnl_usdt,-2161.487989999999999999999999,-2161.487989999999999999999999,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,futures_unrealized_pnl_usdt,-1.023E-24,-1.023E-24,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,reconciliation_residual_usdt,0E-24,0E-24,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,capital_deployed_usdt_daily_mean,2074.621944697141096005307256,2074.621944697141096005307256,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,capital_deployed_usdt_daily_max,10811.783139323008315565031983,10811.783139323008315565031983,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,capital_utilization_daily_mean,0.1980684995507296294809487908,0.1980684995507296294809487908,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,capital_utilization_daily_max,1.0274044222483662865705574630022333774275912665613,1.0274044222483662865705574630022333774275912665613,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,gross_exposure_usdt_daily_mean,2737.391763002225211267605634,2737.391763002225211267605634,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,gross_exposure_usdt_daily_max,14684.3520215261000000,14684.3520215261000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,collateral_usdt_daily_mean,705.7249109386284786344152218,705.7249109386284786344152218,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,collateral_usdt_daily_max,3544.742637206845047924596894,3544.742637206845047924596894,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,debt_usdt_daily_mean,0E-27,0E-27,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,debt_usdt_daily_max,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,orders_submitted,258,258,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,failed_attempts,123,123,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,fills,138,138,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,partial_fills,3,3,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,openings,10,10,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,completed_openings,9,9,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,renewals,100,100,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,rebalances,49,49,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,corrections,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,close_requests,98,98,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,margin_close_requests,5,5,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,liquidation_fills,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,blocked_orders,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,turnover_usdt,151394.8450414,151394.8450414,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,maintenance_daily_mean_usdt,7.628296337430747250586854460,7.628296337430747250586854460,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,maintenance_daily_max_usdt,39.136299750000000,39.136299750000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,maintenance_ratio_daily_max,0.03531794991078364508968137174,0.03531794991078364508968137174,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,full,maintenance_reason,,,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,scenario,BTC_PROMO_REALIZADA,BTC_PROMO_REALIZADA,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,strategy,conditional,conditional,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,run_id,run_1ae1cf88ac71b976740edc03,run_1ae1cf88ac71b976740edc03,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,period,2022-2023,2022-2023,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,start_utc,2022-01-01T00:00:00.000000000Z,2022-01-01T00:00:00.000000000Z,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,end_exclusive_utc,2024-01-01T00:00:00.000000000Z,2024-01-01T00:00:00.000000000Z,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,days,730,730,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,coverage_complete,True,True,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,starting_equity_usdt,10000,10000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,final_equity_usdt,10217.44071106276812412970000,10217.44071106276812412970000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,net_pnl_usdt,217.44071106276812412970000,217.44071106276812412970000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,net_return,0.02174407110627681241297,0.02174407110627681241297,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,cagr,0.010813568916779457,0.010813568916779457,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,cagr_reason,,,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,sharpe,3.3374368352976136,3.3374368352976136,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,sharpe_reason,,,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,annual_volatility,0.0032242892635432276,0.0032242892635432276,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,max_drawdown,-0.001223820050450,-0.001223820050450,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,max_drawdown_days,206,206,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,spot_pnl_usdt,1285.579227767000000000000000,1285.579227767000000000000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,futures_pnl_usdt,-1241.311098371979999999999999,-1241.311098371979999999999999,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,funding_usdt,200.8804361967481241297,200.8804361967481241297,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,fees_usdt,-27.7078545290,-27.7078545290,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,liquidation_fees_usdt,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,slippage_informational_usdt,3.590470572963450080154911384,3.590470572963450080154911384,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,spot_realized_pnl_usdt,620.6437845934466274456304127,620.6437845934466274456304127,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,spot_unrealized_pnl_usdt,664.935443173553372554369587,664.935443173553372554369587,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,futures_realized_pnl_usdt,-580.8928499999999999999999989,-580.8928499999999999999999989,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,futures_unrealized_pnl_usdt,-660.4182483719799999999999998,-660.4182483719799999999999998,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,reconciliation_residual_usdt,-1E-24,-1E-24,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,capital_deployed_usdt_daily_mean,1051.040075854035127333250440,1051.040075854035127333250440,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,capital_deployed_usdt_daily_max,9667.791514294600000000000000,9667.791514294600000000000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,capital_utilization_daily_mean,0.1042204491765538707102810628,0.1042204491765538707102810628,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,capital_utilization_daily_max,0.95489695136064988465951677277067404821792009153841,0.95489695136064988465951677277067404821792009153841,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,gross_exposure_usdt_daily_mean,1427.100965892637917808219178,1427.100965892637917808219178,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,gross_exposure_usdt_daily_max,13476.0297036588600000,13476.0297036588600000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,collateral_usdt_daily_mean,337.5202026836221136346203025,337.5202026836221136346203025,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,collateral_usdt_daily_max,3023.078550207000000000000000,3023.078550207000000000000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,debt_usdt_daily_mean,0E-26,0E-26,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,debt_usdt_daily_max,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,orders_submitted,150,150,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,failed_attempts,121,121,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,fills,30,30,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,partial_fills,1,1,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,openings,4,4,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,completed_openings,3,3,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,renewals,23,23,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,rebalances,10,10,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,corrections,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,close_requests,2,2,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,margin_close_requests,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,liquidation_fills,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,blocked_orders,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,turnover_usdt,35149.6756140,35149.6756140,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,maintenance_daily_mean_usdt,4.113869596876340335616438356,4.113869596876340335616438356,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,maintenance_daily_max_usdt,35.425191432213190,35.425191432213190,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,maintenance_ratio_daily_max,0.02321153030002510659919636475,0.02321153030002510659919636475,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022-2023,maintenance_reason,,,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,scenario,BTC_PROMO_REALIZADA,BTC_PROMO_REALIZADA,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,strategy,conditional,conditional,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,run_id,run_1ae1cf88ac71b976740edc03,run_1ae1cf88ac71b976740edc03,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,period,2024+,2024+,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,start_utc,2024-01-01T00:00:00.000000000Z,2024-01-01T00:00:00.000000000Z,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,end_exclusive_utc,2026-09-01T00:00:00.000000000Z,2026-09-01T00:00:00.000000000Z,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,days,974,974,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,coverage_complete,True,True,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,starting_equity_usdt,10217.44071106276812412970000,10217.44071106276812412970000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,final_equity_usdt,10785.76304964716593690000000,10785.76304964716593690000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,net_pnl_usdt,568.32233858439781277030000,568.32233858439781277030000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,net_return,0.055622768426642889470764155,0.055622768426642889470764155,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,cagr,0.020492334276123285,0.020492334276123285,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,cagr_reason,,,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,sharpe,6.181079222662197,6.181079222662197,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,sharpe_reason,,,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,annual_volatility,0.0032827820497003694,0.0032827820497003694,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,max_drawdown,-0.0020616558706701528492637308,-0.0020616558706701528492637308,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,max_drawdown_days,493,493,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,spot_pnl_usdt,925.614376714400000000000000,925.614376714400000000000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,futures_pnl_usdt,-920.1768916280200000000000013,-920.1768916280200000000000013,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,funding_usdt,650.0746270154178127703,650.0746270154178127703,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,fees_usdt,-87.1897735174,-87.1897735174,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,liquidation_fees_usdt,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,slippage_informational_usdt,11.75733580774897931656312986,11.75733580774897931656312986,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,spot_realized_pnl_usdt,1590.567204386400316102804061,1590.567204386400316102804061,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,spot_unrealized_pnl_usdt,-664.952827672000316102804061,-664.952827672000316102804061,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,futures_realized_pnl_usdt,-1580.595140000000000000000000,-1580.595140000000000000000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,futures_unrealized_pnl_usdt,660.4182483719800000000000000,660.4182483719800000000000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,reconciliation_residual_usdt,1.3E-24,1.3E-24,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,capital_deployed_usdt_daily_mean,2841.782893624725651580873451,2841.782893624725651580873451,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,capital_deployed_usdt_daily_max,10811.783139323008315565031983,10811.783139323008315565031983,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,capital_utilization_daily_mean,0.2684063607141262453973630015,0.2684063607141262453973630015,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,capital_utilization_daily_max,1.0274044222483662865705574630022333774275912665613,1.0274044222483662865705574630022333774275912665613,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,gross_exposure_usdt_daily_mean,3719.437226954995975359342916,3719.437226954995975359342916,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,gross_exposure_usdt_daily_max,14684.3520215261000000,14684.3520215261000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,collateral_usdt_daily_mean,981.6894253391979308416537153,981.6894253391979308416537153,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,collateral_usdt_daily_max,3544.742637206845047924596894,3544.742637206845047924596894,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,debt_usdt_daily_mean,0E-27,0E-27,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,debt_usdt_daily_max,0E-26,0E-26,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,orders_submitted,108,108,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,failed_attempts,2,2,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,fills,108,108,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,partial_fills,2,2,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,openings,6,6,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,completed_openings,6,6,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,renewals,77,77,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,rebalances,39,39,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,corrections,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,close_requests,96,96,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,margin_close_requests,5,5,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,liquidation_fills,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,blocked_orders,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,turnover_usdt,116245.1694274,116245.1694274,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,maintenance_daily_mean_usdt,10.26231227234318775154004107,10.26231227234318775154004107,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,maintenance_daily_max_usdt,39.136299750000000,39.136299750000000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,maintenance_ratio_daily_max,0.03531794991078364508968137174,0.03531794991078364508968137174,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2024+,maintenance_reason,,,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,scenario,BTC_PROMO_REALIZADA,BTC_PROMO_REALIZADA,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,strategy,conditional,conditional,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,run_id,run_1ae1cf88ac71b976740edc03,run_1ae1cf88ac71b976740edc03,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,period,2022,2022,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,start_utc,2022-01-01T00:00:00.000000000Z,2022-01-01T00:00:00.000000000Z,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,end_exclusive_utc,2023-01-01T00:00:00.000000000Z,2023-01-01T00:00:00.000000000Z,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,days,365,365,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,coverage_complete,True,True,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,starting_equity_usdt,10000,10000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,final_equity_usdt,10000,10000,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,net_pnl_usdt,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,net_return,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,cagr,0.0,0.0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,cagr_reason,,,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,sharpe,,,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,sharpe_reason,zero sample volatility,zero sample volatility,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,annual_volatility,0.0,0.0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,max_drawdown,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,max_drawdown_days,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,spot_pnl_usdt,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,futures_pnl_usdt,0E-8,0E-8,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,funding_usdt,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,fees_usdt,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,liquidation_fees_usdt,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,slippage_informational_usdt,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,spot_realized_pnl_usdt,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,spot_unrealized_pnl_usdt,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,futures_realized_pnl_usdt,0,0,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,futures_unrealized_pnl_usdt,0E-8,0E-8,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,reconciliation_residual_usdt,0E-8,0E-8,True
BTC_PROMO_REALIZADA,conditional,run_1ae1cf88ac71b976740edc03,2022,capital_deployed_usdt_daily_mean,0E-8,0E-8,True
