date,strategy,equity_usdt,daily_return,net_pnl_usdt
2024-02-18,conditional,10252.91744400196279415150000,5.38126050382109268013E-7,0.00551735900000000000000
2024-02-19,conditional,10244.84208550343679415150000,-0.0007876156755022101660997725,-8.07535849852600000000000
2024-02-20,conditional,10245.87533426156040343690000,0.000100855508508585753523005,1.03324875812360928540000
2024-02-21,conditional,10241.29019809881983511550000,-0.0004475104384110708827981311,-4.58513616274056832140000
2024-02-22,conditional,10244.05939746554903205150000,0.000270395556923410646589791,2.76919936672919693600000
2024-02-23,conditional,10246.69201216272360076970000,0.000256989401860154750420227,2.63261469717456871820000
2024-02-24,conditional,10246.49028648826059376970000,-0.0000196869071719497950668922,-0.20172567446300700000000
2024-02-25,conditional,10249.45293956511657769570000,0.000289138328737084314250357,2.96265307685598392600000
2024-02-26,conditional,10253.81564902677567064490000,0.000425652909221924028179031,4.36270946165909294920000
2024-02-27,conditional,10262.15963523536050036570000,0.000813744511720062538620455,8.34398620858482972080000
2024-02-28,conditional,10267.68793976368325560580000,0.000538707711127509148678154,5.52830452832275524010000
2024-02-29,conditional,10282.78417963251410125090000,0.001470266719966003786608410,15.09623986883084564510000
2024-03-01,conditional,10293.16119813087468993650000,0.001009164280517987330568640,10.37701849836058868560000
2024-03-02,conditional,10302.86830660655949115130000,0.000943063874045565882207801,9.70710847568480121480000
2024-03-03,conditional,10310.21784431059092852080000,0.000713348699149988819194186,7.34953770403143736950000
2024-03-04,conditional,10316.19982439605575705190000,0.000580199194216426677147259,5.98198008546482853110000
2024-03-05,conditional,10324.06783344776685952390000,0.000762684824416118905576744,7.86800905171110247200000
2024-03-06,conditional,10323.97556553942533965770000,-0.0000089371660308731816362633,-0.09226790834151986620000
2024-03-07,conditional,10325.81141135782261667400000,0.000177823533845351027441757,1.83584581839727701630000
2024-03-08,conditional,10330.32182258665887660040000,0.000436809374987718304441359,4.51041122883625992640000
2024-03-09,conditional,10328.67251397445158026000000,-0.0001596570407517389461858762,-1.64930861220729634040000
2024-03-10,conditional,10337.71863930373758602320000,0.000875826522435173584284153,9.04612532928600576320000
2024-03-11,conditional,10345.63599292488034801950000,0.000765870488198545983179003,7.91735362114276199630000
2024-03-12,conditional,10357.27047838005160629210000,0.001124579045998505029671400,11.63448545517125827260000
2024-03-13,conditional,10366.72320992135813446210000,0.000912666282206139744247675,9.45273154130652817000000
2024-03-14,conditional,10373.83283162792632400060000,0.000685811858057906328766126,7.10962170656818953850000
2024-03-15,conditional,10381.03252604715243030590000,0.000694024526525581722629991,7.19969441922610630530000
2024-03-16,conditional,10383.92307093428809191110000,0.000278444834835356362559516,2.89054488713566160520000
2024-03-17,conditional,10386.48395668172295966270000,0.000246620254208456244357457,2.56088574743486775160000
2024-03-18,conditional,10391.72272445551613262670000,0.000504383176794205156514640,5.23876777379317296400000
2024-03-19,conditional,10397.92321044518693649580000,0.000596675465087111822827951,6.20048598967080386910000
2024-03-20,conditional,10396.83286704670325849580000,-0.0001048616513524910867925609,-1.09034339848367800000000
2024-03-21,conditional,10399.18711846179676546400000,0.000226439286386475247325363,2.35425141509350696820000
2024-03-22,conditional,10403.25367503248118037190000,0.000391045619658579866472290,4.06655657068441490790000
2024-03-23,conditional,10405.51336556512014524790000,0.000217209980956453956644480,2.25969053263896487600000
2024-03-24,conditional,10405.49612945677634172190000,-0.0000016564399792943265705283,-0.01723610834380352600000
2024-03-25,conditional,10409.13147301473348128290000,0.000349367633482260910219972,3.63534355795713956100000
2024-03-26,conditional,10414.25673713287468595130000,0.000492381533601362571077849,5.12526411814120466840000
2024-03-27,conditional,10418.37093311226990086070000,0.000395054211091773491119325,4.11419597939521490940000
2024-03-28,conditional,10425.70734559020509916350000,0.000704180387225241449419429,7.33641247793519830280000
2024-03-29,conditional,10431.63921029226642451050000,0.000568965203552384884501742,5.93186470206132534700000
2024-03-30,conditional,10436.55452330171029861850000,0.000471192773288615325960430,4.91531300944387410800000
2024-03-31,conditional,10442.49195517364163122690000,0.000568907282444107384876214,5.93743187193133260840000
2024-04-01,conditional,10453.09709443345913874050000,0.001015575525970435025595993,10.60513925981750751360000
2024-04-02,conditional,10456.46862825258344622530000,0.000322539223415396691503106,3.37153381912430748480000
2024-04-03,conditional,10458.74593441602011522530000,0.000217789221619578223809175,2.27730616343666900000000
2024-04-04,conditional,10460.64511575860876022530000,0.000181587864787795771267606,1.89918134258864500000000
2024-04-05,conditional,10462.87381644378465122530000,0.000213055759039031794434080,2.22870068517589100000000
2024-04-06,conditional,10465.92110721628065422530000,0.000291247971251147469698036,3.04729077249600300000000
2024-04-07,conditional,10466.16146555808414122530000,0.000022965808679539852361126,0.24035834180348700000000
2024-04-08,conditional,10466.63552267804088087330000,0.000045294267771117520731707,0.47405711995673964800000
2024-04-09,conditional,10471.45230515458734622390000,0.000460203516794862225134758,4.81678247654646535060000
2024-04-10,conditional,10474.94419048788283547370000,0.000333467147778212551231413,3.49188533329548924980000
2024-04-11,conditional,10477.80427505050297107870000,0.000273040553783315556301870,2.86008456262013560500000
2024-04-12,conditional,10481.80049798674721237650000,0.000381398891536841531677806,3.99622293624424129780000
2024-04-13,conditional,10487.70749192181721237650000,0.000563547640141077275557064,5.90699393507000000000000
2024-04-14,conditional,10490.77769152925720037650000,0.000292742680877095102610757,3.07019960743998800000000
2024-04-15,conditional,10491.34371843153913149860000,0.000053954713265820857208918,0.56602690228193112210000
2024-04-16,conditional,10493.04978729913399184990000,0.000162616811857720591129321,1.70606886759486035130000
2024-04-17,conditional,10493.54277306553955230090000,0.000046982124015295735363475,0.49298576640556045100000
2024-04-18,conditional,10494.25286551245099053230000,0.000067669467049210378705830,0.71009244691143823140000
2024-04-19,conditional,10494.75425015190100013730000,0.000047777068637036906281200,0.50138463945000960500000
2024-04-20,conditional,10496.12982157533286608930000,0.000131072285319301873197242,1.37557142343186595200000
2024-04-21,conditional,10496.61590196132867751040000,0.000046310439586660625313806,0.48608038599581142110000
2024-04-22,conditional,10497.40550081465922506170000,0.000075224135159885987422860,0.78959885333054755130000
2024-04-23,conditional,10497.19692523432769235850000,-0.0000198692505796166524118986,-0.20857558033153270320000
2024-04-24,conditional,10498.71725493579629168210000,0.000144831969172061729468238,1.52032970146859932360000
2024-04-25,conditional,10498.33480801819095665110000,-0.0000364279662284965346957854,-0.38244691760533503100000
2024-04-26,conditional,10499.12978496624213279860000,0.000075724099353738066999093,0.79497694805117614750000
2024-04-27,conditional,10501.01460017994384707660000,0.000179521089109746110933137,1.88481521370171427800000
2024-04-28,conditional,10501.07202079015270022840000,0.000005468101168802222276644,0.05742061020885315180000
2024-04-29,conditional,10502.70630591981073246680000,0.000155630313402522547981497,1.63428512965803223840000
2024-04-30,conditional,10504.37645907496191335980000,0.000159021218579615558378743,1.67015315515118089300000
2024-05-01,conditional,10506.09606602370657050600000,0.000163703857667729613098099,1.71960694874465714620000
2024-05-02,conditional,10506.46122496371570309960000,0.000034756862845566581513532,0.36515894000913259360000
2024-05-03,conditional,10505.99632213394877996650000,-0.0000442492310029468257363055,-0.46490282976692313310000
2024-05-04,conditional,10507.92229469543525352950000,0.000183321267439324152362347,1.92597256148647356300000
2024-05-05,conditional,10508.17585206649312129490000,0.000024130114778814792110138,0.25355737105786776540000
2024-05-06,conditional,10509.08102987937955479850000,0.000086140337355357931984849,0.90517781288643350360000
2024-05-07,conditional,10509.66512759724368353410000,0.000055580284917722520816000,0.58409771786412873560000
2024-05-08,conditional,10512.36973694081441685810000,0.000257344959209853582675677,2.70460934357073332400000
2024-05-09,conditional,10513.76591493439981328150000,0.000132812869840296888194416,1.39617799358539642340000
2024-05-10,conditional,10514.31911699690600593960000,0.000052616927843180379424594,0.55320206250619265810000
2024-05-11,conditional,10515.05308081192279565760000,0.000069806119335897050053232,0.73396381501678971800000
2024-05-12,conditional,10516.82100273884562520760000,0.000168132477633324411018486,1.76792192692282955000000
2024-05-13,conditional,10518.42896722372981871120000,0.000152894537661660207776402,1.60796448488419350360000
2024-05-14,conditional,10520.23424996336478623120000,0.000171630454059287147689495,1.80528273963496752000000
2024-05-15,conditional,10521.86054068491928682720000,0.000154586930567650042701968,1.62629072155450059600000
2024-05-16,conditional,10522.34192572003727729690000,0.000045750942360109894298888,0.48138503511799046970000
2024-05-17,conditional,10523.32450471478675687340000,0.000093380257141020658326012,0.98257899474947957650000
2024-05-18,conditional,10523.66038532304833599420000,0.000031917727911088728655598,0.33588060826157912080000
2024-05-19,conditional,10525.36625618148403121670000,0.000162098623100267363107281,1.70587085843569522250000
2024-05-20,conditional,10520.00750611930514941770000,-0.0005091271820618802935457120,-5.35875006217888179900000
2024-05-21,conditional,10523.39556380588717893360000,0.000322058485662795902585619,3.38805768658202951590000
2024-05-22,conditional,10523.31517971416942110510000,-0.0000076386078267579774324515,-0.08038409171775782850000
2024-05-23,conditional,10527.53336789590609610510000,0.000400842140494669469841258,4.21818818173667500000000
2024-05-24,conditional,10529.40207065688461610510000,0.000177506230156172829758978,1.86870276097852000000000
2024-05-25,conditional,10530.60234928499060510510001,0.000113993047283368553224658,1.20027862810598900000001
2024-05-26,conditional,10532.79478850905486010510001,0.000208196943664207182859612,2.19243922406425500000000
2024-05-27,conditional,10533.68082952426797810510001,0.000084122118868181183304358,0.88604101521311800000000
2024-05-28,conditional,10534.89582324837831110510001,0.000115343700248150170288755,1.21499372411033300000000
2024-05-29,conditional,10538.29149292832114955510001,0.000322325890726824673758886,3.39566967994283845000000
2024-05-30,conditional,10540.62871249833577706490001,0.000221783537832770090262624,2.33721957001462750980000
2024-05-31,conditional,10543.55087825157231399510001,0.000277228790894763081307241,2.92216575323653693020000
2024-06-01,conditional,10544.82570369167788845230001,0.000120910446094131963697432,1.27482544010557445720000
2024-06-02,conditional,10546.05966208057449045230001,0.000117020273598699772102923,1.23395838889660200000000
2024-06-03,conditional,10549.03956320315539427750001,0.000282560616767174197262957,2.97990112258090382520000
2024-06-04,conditional,10550.57931920034595103750001,0.000145961723620933949519246,1.53975599719055676000000
2024-06-05,conditional,10553.77485899192650855140001,0.000302878135399180643401311,3.19553979158055751390000
2024-06-06,conditional,10556.85877325403240943660001,0.000292209593563422825415309,3.08391426210590088520000
2024-06-07,conditional,10560.42935469130624883120001,0.000338223851807126905343182,3.57058143727383939460000
2024-06-08,conditional,10562.29114028546283883120001,0.000176298285952693840942357,1.86178559415659000000000
2024-06-09,conditional,10564.65815778149283883120001,0.000224100762286507807832824,2.36701749603000000000000
2024-06-10,conditional,10565.51035524114429083120001,0.000080664934626754429234146,0.85219745965145200000000
2024-06-11,conditional,10569.74756193573154383120001,0.000401041364981042997089341,4.23720669458725300000000
2024-06-12,conditional,10571.41829559158083283120001,0.000158067507862346027398981,1.67073365584928900000000
2024-06-13,conditional,10573.53432985839963283120001,0.000200165598186689278926179,2.11603426681880000000000
2024-06-14,conditional,10576.60278844073902283120001,0.000290201789355752976490862,3.06845858233939000000000
2024-06-15,conditional,10578.47920230490715583120001,0.000177411774054603052382724,1.87641386416813300000000
2024-06-16,conditional,10580.85059843870899483120001,0.000224171744203566042144323,2.37139613380183900000000
2024-06-17,conditional,10583.03065821425612283120001,0.000206038234380590691079154,2.18005977554712800000000
2024-06-18,conditional,10584.04584207738686802650001,0.000095925628103778336625351,1.01518386313074519530000
2024-06-19,conditional,10585.55040954233248908090001,0.000142154284608645611300593,1.50456746494562105440000
2024-06-20,conditional,10586.69862825372147741610001,0.000108470383396779053794865,1.14821871138898833520000
2024-06-21,conditional,10587.70852812403799753970001,0.000095393276580227291658623,1.00989987031652012360000
2024-06-22,conditional,10588.98206305507959353970001,0.000120284283200535436800259,1.27353493104159600000000
2024-06-23,conditional,10589.89857919600735916310001,0.000086553753275821209392319,0.91651614092776562340000
2024-06-24,conditional,10590.98985679786859361030001,0.000103048919090222771500304,1.09127760186123444720000
2024-06-25,conditional,10593.59964314808289061030001,0.000246415716141885958116283,2.60978635021429700000000
2024-06-26,conditional,10592.57469337350710561030001,-0.0000967517943949033674666564,-1.02494977457578500000000
2024-06-27,conditional,10595.52568947253063861030001,0.000278591011576214266268108,2.95099609902353300000000
2024-06-28,conditional,10596.21463400871193961030001,0.000065022213750641967964800,0.68894453618130100000000
2024-06-29,conditional,10598.87868744804524261030001,0.000251415579180793770495182,2.66405343933330300000000
2024-06-30,conditional,10601.26298454231809061030001,0.000224957485087220044810113,2.38429709427284800000000
2024-07-01,conditional,10602.70127870174380961030001,0.000135671963003171702100544,1.43829415942571900000000
2024-07-02,conditional,10605.42693337996656361030001,0.000257071722250435688478226,2.72565467822275400000000
2024-07-03,conditional,10606.34212523070203661030001,0.000086294673140876554053648,0.91519185073547300000000
2024-07-04,conditional,10608.13631627532100361030001,0.000169162094097538925124427,1.79419104461896700000000
2024-07-05,conditional,10611.09200728611373519720000,0.000278624908529693548618683,2.95569101079273158689999
2024-07-06,conditional,10610.30775991942974271000001,-0.0000739082618589574461634004,-0.78424736668399248719999
2024-07-07,conditional,10611.45812585839836984000000,0.000108419658034251263767593,1.15036593896862712999999
2024-07-08,conditional,10613.58156271381192589750001,0.000200107923927917657575284,2.12343685541355605750001
2024-07-09,conditional,10616.00137391537587377150001,0.000227991954201859507798263,2.41981120156394787400000
2024-07-10,conditional,10615.92050770440802450300001,-0.0000076173888943294595488553,-0.08086621096784926850000
2024-07-11,conditional,10617.51932886540835350200001,0.000150605984647303928316450,1.59882116100032899900000
2024-07-12,conditional,10618.35098608514930466240001,0.000078328769082619822033478,0.83165721974095116040000
2024-07-13,conditional,10620.73531711280146057040001,0.000224548146014075992939086,2.38433102765215590800000
2024-07-14,conditional,10622.58242088803109135950001,0.000173914867481299547202830,1.84710377522963078910000
2024-07-15,conditional,10622.47413652965438500550001,-0.0000101937884862891892615160,-0.10828435837670635400000
2024-07-16,conditional,10624.25176347459043091840001,0.000167345848254217905168424,1.77762694493604591290000
2024-07-17,conditional,10624.35157144594055564820001,0.000009394352992768612703381,0.09980797135012472980000
2024-07-18,conditional,10626.04340876947271804710001,0.000159241466376089501387417,1.69183732353216239890000
2024-07-19,conditional,10626.65198622604821804710001,0.000057272253948563068309792,0.60857745657550000000000
2024-07-20,conditional,10626.67950329200871251840000,0.000002589438893469107463098,0.02751706596049447129999
2024-07-21,conditional,10626.75467971043424923310000,0.000007074309374085105945414,0.07517641842553671470000
2024-07-22,conditional,10628.53019800798159508620000,0.000167080011824995521790124,1.77551829754734585310000
2024-07-23,conditional,10629.13414160373060206470000,0.000056822870566073113523039,0.60394359574900697850000
2024-07-24,conditional,10630.24194809280855306470000,0.000104223587200942450778864,1.10780648907795100000000
2024-07-25,conditional,10632.28869655808825551070000,0.000192540158095546770571050,2.04674846527970244600000
2024-07-26,conditional,10632.75683767979349151070000,0.000044030136414258939717815,0.46814112170523600000000
2024-07-27,conditional,10633.39439829304667944470000,0.000059961929251860140583422,0.63756061325318793400000
2024-07-28,conditional,10635.92289641471782810070000,0.000237788426438601995248008,2.52849812167114865600000
2024-07-29,conditional,10637.45704731220699013270000,0.000144242386150271142666593,1.53415089748916203200000
2024-07-30,conditional,10639.03747739222763021590000,0.000148572170302673167926007,1.58043008002064008320000
2024-07-31,conditional,10638.98153513097454221590000,-0.0000052582069921235212067949,-0.05594226125308800000000
2024-08-01,conditional,10641.49358436280898853750000,0.000236117453869001469807544,2.51204923183444632160000
2024-08-02,conditional,10642.48709331095033064310000,0.000093361795528520388853363,0.99350894814134210560000
2024-08-03,conditional,10644.37579357332569568910000,0.000177467940136141382993934,1.88870026237536504600000
2024-08-04,conditional,10644.68966429179171408620000,0.000029487000886939913189770,0.31387071846601839710000
2024-08-05,conditional,10644.73225521478081150160000,0.000004001142760598371832025,0.04259092298909741540000
2024-08-06,conditional,10645.50084507188992021370000,0.000072203775415072732294183,0.76858985710910871210000
2024-08-07,conditional,10644.84004943957523553780000,-0.0000620727612473570068131899,-0.66079563231468467590000
2024-08-08,conditional,10644.12480008404993553780000,-0.0000671921186418349355341949,-0.71524935552530000000000
2024-08-09,conditional,10645.73062089997937711580000,0.000150864523489687139380943,1.60582081592944157800000
2024-08-10,conditional,10639.55483048513843235910001,-0.0005801189824131441000387399,-6.17579041484094475669999
2024-08-11,conditional,10639.40189785294949199450001,-0.0000143739690828744006550090,-0.15293263218894036460000
2024-08-12,conditional,10639.79254099073655301570001,0.000036716644557425122886774,0.39064313778706102120000
2024-08-13,conditional,10640.09607925658559157660001,0.000028528588755808038077937,0.30353826584903856090000
2024-08-14,conditional,10640.04885933238063896220001,-0.0000044379227267515266740464,-0.04721992420495261440000
2024-08-15,conditional,10639.26551808873092443940001,-0.0000736219592603323786052364,-0.78334124364971452280000
2024-08-16,conditional,10638.49457078147882396330001,-0.0000724624557908952089948701,-0.77094730725210047610000
2024-08-17,conditional,10638.93124134879468900950001,0.000041046274396301943307445,0.43667056731586504620000
2024-08-18,conditional,10639.35060123569774278390001,0.000039417482582572615934916,0.41935988690305377440000
2024-08-19,conditional,10639.33426664396750926980001,-0.0000015352996947329048196533,-0.01633459173023351410000
2024-08-20,conditional,10638.77289372932610746840001,-0.0000527639136596541213832811,-0.56137291464140180140000
2024-08-21,conditional,10631.92497592458257551240000,-0.0006436755322392313977558390,-6.84791780474353195600001
2024-08-22,conditional,10631.91909913238257551240000,-5.527495926944252499273E-7,-0.00587679220000000000000
2024-08-23,conditional,10631.95204671998257551240000,0.000003098931368156167295545,0.03294758760000000000000
2024-08-24,conditional,10631.95294639238257551240000,8.4619681884057597027E-8,0.00089967240000000000000
2024-08-25,conditional,10631.95301879498257551240000,6.809905984823562965E-9,0.00007240260000000000000
2024-08-26,conditional,10631.93938826578257551240000,-0.0000012820343709104231684932,-0.01363052920000000000000
2024-08-27,conditional,10631.90392740018257551240000,-0.0000033353148757730231166901,-0.03546086560000000000000
2024-08-28,conditional,10631.90467178518257551240000,7.0014270734858335107E-8,0.00074438500000000000000
2024-08-29,conditional,10631.90722222018257551240000,2.39885051524992782492E-7,0.00255043500000000000000
2024-08-30,conditional,10631.90524860778257551240000,-1.856310781075331011882E-7,-0.00197361240000000000000
2024-08-31,conditional,10631.90361080458257551240000,-1.540460681037827740412E-7,-0.00163780320000000000000
2024-09-01,conditional,10631.88766417238257551240000,-0.0000014998849485236462471225,-0.01594663220000000000000
2024-09-02,conditional,10631.90598737238257551240000,0.000001723419262766103709728,0.01832320000000000000000
2024-09-03,conditional,10631.88799463238257551240000,-0.0000016923343774267898034890,-0.01799274000000000000000
2024-09-04,conditional,10631.89323482018257551240000,4.92874624210259026525E-7,0.00524018780000000000000
2024-09-05,conditional,10631.87650818018257551240000,-0.0000015732513138129624943813,-0.01672664000000000000000
2024-09-06,conditional,10631.85341138298257551240000,-0.0000021724102214909369723487,-0.02309679720000000000000
2024-09-07,conditional,10631.85774392678257551240000,4.07505975897049763397E-7,0.00433254380000000000000
2024-09-08,conditional,10631.86361422178257551240000,5.52141981334661696525E-7,0.00587029500000000000000
2024-09-09,conditional,10631.88159535238257551240000,0.000001691249178172998937553,0.01798113060000000000000
2024-09-10,conditional,10631.88766564078257551240000,5.70951467579695769868E-7,0.00607028840000000000000
2024-09-11,conditional,10631.88276771238257551240000,-4.606828584004609544094E-7,-0.00489792840000000000000
2024-09-12,conditional,10631.88937139238257551240000,6.21120467962128029109E-7,0.00660368000000000000000
2024-09-13,conditional,10631.91006373778257551240000,0.000001946252888567262376472,0.02069234540000000000000
2024-09-14,conditional,10631.90514109578257551240000,-4.630063620261083066073E-7,-0.00492264200000000000000
2024-09-15,conditional,10631.89423595238257551240000,-0.0000010256998398008709084325,-0.01090514340000000000000
2024-09-16,conditional,10631.88611393518257551240000,-7.639294578885967346520E-7,-0.00812201720000000000000
2024-09-17,conditional,10631.90296045898257551240000,0.000001584528240753003332969,0.01684652380000000000000
2024-09-18,conditional,10631.91375533298257551240000,0.000001015328492006287265224,0.01079487400000000000000
2024-09-19,conditional,10631.92771887858257551240000,0.000001313361443794243186453,0.01396354560000000000000
2024-09-20,conditional,10631.93490512458257551240000,6.75911856251594168383E-7,0.00718624600000000000000
2024-09-21,conditional,10631.93907914718257551240000,3.92592941665597016764E-7,0.00417402260000000000000
2024-09-22,conditional,10631.93903142018257551240000,-4.4890212072046894671E-9,-0.00004772700000000000000
2024-09-23,conditional,10631.94066786938257551240000,1.53918226502603261888E-7,0.00163644920000000000000
2024-09-24,conditional,10631.94733150018257551240000,6.26755830206808038249E-7,0.00666363080000000000000
2024-09-25,conditional,10631.93562128018257551240000,-0.0000011014181725021461001970,-0.01171022000000000000000
2024-09-26,conditional,10631.95225368458257551240000,0.000001564381594515082846340,0.01663240440000000000000
2024-09-27,conditional,10631.95986436458257551240000,7.15830904654642511369E-7,0.00761068000000000000000
2024-09-28,conditional,10631.95943719238257551240000,-4.01781238313139437313E-8,-0.00042717220000000000000
2024-09-29,conditional,10631.95684369298257551240000,-2.439342827933958091549E-7,-0.00259349940000000000000
2024-09-30,conditional,10631.93832731238257551240000,-0.0000017415778555369289220707,-0.01851638060000000000000
2024-10-01,conditional,10631.91268932498257551240000,-0.0000024114123512303098406696,-0.02563798740000000000000
2024-10-02,conditional,10631.90655439238257551240000,-5.770300019637863773482E-7,-0.00613493260000000000000
2024-10-03,conditional,10631.90653527438257551240000,-1.7981723129518796669E-9,-0.00001911800000000000000
2024-10-04,conditional,10631.91906892638257551240000,0.000001178871537143035860166,0.01253365200000000000000
2024-10-05,conditional,10631.91921159238257551240000,1.3418649923414672528E-8,0.00014266600000000000000
2024-10-06,conditional,10631.92564324358257551240000,6.04937930019946735559E-7,0.00643165120000000000000
2024-10-07,conditional,10631.92066115238257551240000,-4.685972576535125296589E-7,-0.00498209120000000000000
2024-10-08,conditional,10631.92125807238257551240000,5.6144136043176649882E-8,0.00059692000000000000000
2024-10-09,conditional,10631.90689002018257551240000,-0.0000013514069424743835593349,-0.01436805220000000000000
2024-10-10,conditional,10631.90557646858257551240000,-1.235480721932381860526E-7,-0.00131355160000000000000
2024-10-11,conditional,10631.92301042418257551240000,0.000001639777128813698280132,0.01743395560000000000000
2024-10-12,conditional,10631.93022723178257551240000,6.78786668500534083790E-7,0.00721680760000000000000
2024-10-13,conditional,10631.92757859038257551240000,-2.491214053696458667559E-7,-0.00264864140000000000000
2024-10-14,conditional,10631.95829127358257551240000,0.000002888722009529714354877,0.03071268320000000000000
2024-10-15,conditional,10631.96358827238257551240000,4.98214783662914683299E-7,0.00529699880000000000000
2024-10-16,conditional,10631.96776331978257551240000,3.92688271111584487618E-7,0.00417504740000000000000
2024-10-17,conditional,10631.96618743578257551240000,-1.482212921522193871846E-7,-0.00157588400000000000000
2024-10-18,conditional,10631.97485149958257551240000,8.14907012236238004827E-7,0.00866406380000000000000
2024-10-19,conditional,10631.97481976538257551240000,-2.9847888509183279951E-9,-0.00003173420000000000000
2024-10-20,conditional,10631.98481894958257551240000,9.40482306392506442797E-7,0.00999918420000000000000
2024-10-21,conditional,10631.96914112458257551240000,-0.0000014745906119106870275551,-0.01567782500000000000000
2024-10-22,conditional,10631.96689173058257551240000,-2.115688984930662903743E-7,-0.00224939400000000000000
2024-10-23,conditional,10631.95675243238257551240000,-9.536615664112183771326E-7,-0.01013929820000000000000
2024-10-24,conditional,10631.96736925018257551240000,9.98576089727893307977E-7,0.01061681780000000000000
2024-10-25,conditional,10631.95241046218257551240000,-0.0000014069633098445979904598,-0.01495878800000000000000
2024-10-26,conditional,10631.95696336458257551240000,4.28228252368755699069E-7,0.00455290240000000000000
2024-10-27,conditional,10631.96445547238257551240000,7.04678153402631171272E-7,0.00749210780000000000000
2024-10-28,conditional,10631.98111702078257551240000,0.000001567118519797545778899,0.01666154840000000000000
2024-10-29,conditional,10632.00387662018257551240000,0.000002140673421961224434421,0.02275959940000000000000
2024-10-30,conditional,10632.00249808718257551240000,-1.296588127691901401597E-7,-0.00137853300000000000000
2024-10-31,conditional,10631.98074640518257551240000,-0.0000020458687819075826453434,-0.02175168200000000000000
2024-11-01,conditional,10631.97502851878257551240000,-5.378006729304222291741E-7,-0.00571788640000000000000
2024-11-02,conditional,10631.97263324458257551240000,-2.252896751144554740679E-7,-0.00239527420000000000000
2024-11-03,conditional,10631.96693971238257551240000,-5.355104265597128612039E-7,-0.00569353220000000000000
2024-11-04,conditional,10631.95740283238257551240000,-8.970005318938654433727E-7,-0.00953688000000000000000
2024-11-05,conditional,10631.96894962538257551240000,0.000001086045829804011697362,0.01154679300000000000000
2024-11-06,conditional,10632.02775964458257551240000,0.000005531432557661125507564,0.05881001920000000000000
2024-11-07,conditional,10632.03922786018257551240000,0.000001078648011391513738687,0.01146821560000000000000
2024-11-08,conditional,10632.04762821758257551240000,7.90098420441086574802E-7,0.00840035740000000000000
2024-11-09,conditional,10632.05852675238257551240000,0.000001025064520128291869014,0.01089853480000000000000
2024-11-10,conditional,10632.08678813358257551240000,0.000002658128821327377086653,0.02826138120000000000000
2024-11-11,conditional,10623.78278786782792324200000,-0.0007810320242139769110627988,-8.30400026575465227040000
2024-11-12,conditional,10635.62090716438981721400000,0.001114303589685664212545424,11.83811929656189397200000
2024-11-13,conditional,10638.34971254599948751000000,0.000256572268363898392538059,2.72880538160967029600000
2024-11-14,conditional,10641.07140595702327751000000,0.000255837933943273871873385,2.72169341102379000000000
2024-11-15,conditional,10642.09701734411449051000000,0.000096382342337921080310773,1.02561138709121300000000
2024-11-16,conditional,10644.12952901041673751000000,0.000190987891107338257707411,2.03251166630224700000000
2024-11-17,conditional,10646.88572891454804950850000,0.000258940845901896453676426,2.75619990413131199850000
2024-11-18,conditional,10649.37437056530545609410000,0.000233743623639992241918706,2.48864165075740658560000
2024-11-19,conditional,10656.80134727508273741110000,0.000697409674159387432922493,7.42697670977728131700000
2024-11-20,conditional,10660.64566488745561939310000,0.000360738413628763410568402,3.84431761237288198200000
2024-11-21,conditional,10659.92769906292162109790000,-0.0000673473115140421334564531,-0.71796582453399829520000
2024-11-22,conditional,10665.64346585158349930690000,0.000536191890791560625388051,5.71576678866187820900000
2024-11-23,conditional,10668.73262439139148268510000,0.000289636396500465038012734,3.08915853980798337820000
2024-11-24,conditional,10672.60215416737726436610000,0.000362698167834768740880199,3.86952977598578168100000
2024-11-25,conditional,10676.23147421894394887810000,0.000340059528045794170851847,3.62932005156668451200000
2024-11-26,conditional,10680.40484510869237379330000,0.000390902997918911463759384,4.17337088974842491520000
2024-11-27,conditional,10684.46116725262797379330000,0.000379791047508210781639232,4.05632214393560000000000
2024-11-28,conditional,10686.75837742517904406090000,0.000215004775307894012663791,2.29721017255107026760000
2024-11-29,conditional,10689.78766831713316283450000,0.000283462092523138238074671,3.02929089195411877360000
2024-11-30,conditional,10693.43302590876022025050000,0.000341013096306050113230413,3.64535759162705741600000
2024-12-01,conditional,10694.42997306155834633130000,0.000093229849607946883095231,0.99694715279812608080000
2024-12-02,conditional,10698.63650720956735954730000,0.000393338790249218262895096,4.20653414800901321600000
2024-12-03,conditional,10702.84799419815213259050000,0.000393647076965999165026752,4.21148698858477304320000
2024-12-04,conditional,10705.78629590877264177450000,0.000274534564277967598931268,2.93830171062050918400000
2024-12-05,conditional,10715.06559253437781307050000,0.000866755263847482565978249,9.27929662560517129600000
2024-12-06,conditional,10717.78923948000072980650000,0.000254188546220434934745209,2.72364694562291673600000
2024-12-07,conditional,10721.74151653991950907050000,0.000368758609784953512667296,3.95227705991877926400000
2024-12-08,conditional,10726.88860999941006848170000,0.000480061326935590053562452,5.14709345949055941120000
2024-12-09,conditional,10731.02314338026497523050000,0.000385436404830452894008705,4.13453338085490674880000
2024-12-10,conditional,10735.25657191652193723050000,0.000394503718768743135600753,4.23342853625696200000000
2024-12-11,conditional,10738.90430955529253123050000,0.000339790447888603947223603,3.64773763877059400000000
