run_id,symbol,strategy,funding_filter_enabled,time_ns,timestamp_utc,units,data_kind,orders,fills,failed_attempts,openings,renewals,rebalances,corrections,closes,liquidations,blocked_orders,rejected_signals,turnover_usdt,turnover_over_initial_capital,invested_seconds,unhedged_seconds,cash_seconds,cooldown_seconds,risk_events,participation_observations,participation_missing,participation_p50,participation_p90,participation_p95,participation_max,native_fill_count,native_reconciliation_count
run_70383794701c4f0fc157b2ed,PORTFOLIO,conditional,True,1788220799999999999,2026-08-31T23:59:59.999999999Z,"{""blocked_orders"":""identifier, label or count as column indicates"",""cash_seconds"":""seconds"",""closes"":""identifier, label or count as column indicates"",""cooldown_seconds"":""seconds"",""corrections"":""identifier, label or count as column indicates"",""data_kind"":""identifier, label or count as column indicates"",""failed_attempts"":""identifier, label or count as column indicates"",""fills"":""identifier, label or count as column indicates"",""funding_filter_enabled"":""boolean"",""invested_seconds"":""seconds"",""liquidations"":""identifier, label or count as column indicates"",""native_fill_count"":""identifier, label or count as column indicates"",""native_reconciliation_count"":""identifier, label or count as column indicates"",""openings"":""identifier, label or count as column indicates"",""orders"":""identifier, label or count as column indicates"",""participation_max"":""dimensionless ratio (1 = 100%)"",""participation_missing"":""identifier, label or count as column indicates"",""participation_observations"":""identifier, label or count as column indicates"",""participation_p50"":""dimensionless ratio (1 = 100%)"",""participation_p90"":""dimensionless ratio (1 = 100%)"",""participation_p95"":""dimensionless ratio (1 = 100%)"",""rebalances"":""identifier, label or count as column indicates"",""rejected_signals"":""identifier, label or count as column indicates"",""renewals"":""identifier, label or count as column indicates"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC"",""turnover_over_initial_capital"":""identifier, label or count as column indicates"",""turnover_usdt"":""USDT"",""unhedged_seconds"":""seconds""}",historical_assumptions,230,110,121,10,82,36,0,98,0,0,10214,140863.2340857,14.08632340857,114537419.999999999,,32688180.000000000,,528,109,121,0.0001510155516187935,0.0009898656757493449,0.0034914541249730646,0.011477552270958112,110,110
run_70383794701c4f0fc157b2ed,BTCUSDT,conditional,True,1788220799999999999,2026-08-31T23:59:59.999999999Z,"{""blocked_orders"":""identifier, label or count as column indicates"",""cash_seconds"":""seconds"",""closes"":""identifier, label or count as column indicates"",""cooldown_seconds"":""seconds"",""corrections"":""identifier, label or count as column indicates"",""data_kind"":""identifier, label or count as column indicates"",""failed_attempts"":""identifier, label or count as column indicates"",""fills"":""identifier, label or count as column indicates"",""funding_filter_enabled"":""boolean"",""invested_seconds"":""seconds"",""liquidations"":""identifier, label or count as column indicates"",""native_fill_count"":""identifier, label or count as column indicates"",""native_reconciliation_count"":""identifier, label or count as column indicates"",""openings"":""identifier, label or count as column indicates"",""orders"":""identifier, label or count as column indicates"",""participation_max"":""dimensionless ratio (1 = 100%)"",""participation_missing"":""identifier, label or count as column indicates"",""participation_observations"":""identifier, label or count as column indicates"",""participation_p50"":""dimensionless ratio (1 = 100%)"",""participation_p90"":""dimensionless ratio (1 = 100%)"",""participation_p95"":""dimensionless ratio (1 = 100%)"",""rebalances"":""identifier, label or count as column indicates"",""rejected_signals"":""identifier, label or count as column indicates"",""renewals"":""identifier, label or count as column indicates"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC"",""turnover_over_initial_capital"":""identifier, label or count as column indicates"",""turnover_usdt"":""USDT"",""unhedged_seconds"":""seconds""}",historical_assumptions,52,52,0,4,37,18,0,48,0,0,5108,61385.1678857,6.13851678857,88415819.999999999,64445939.999999999,,377040.000000000,193,52,0,0.00013485226509967054,0.0006143141682068645,0.001974156323532986,0.009796033747934243,,
run_70383794701c4f0fc157b2ed,ETHUSDT,conditional,True,1788220799999999999,2026-08-31T23:59:59.999999999Z,"{""blocked_orders"":""identifier, label or count as column indicates"",""cash_seconds"":""seconds"",""closes"":""identifier, label or count as column indicates"",""cooldown_seconds"":""seconds"",""corrections"":""identifier, label or count as column indicates"",""data_kind"":""identifier, label or count as column indicates"",""failed_attempts"":""identifier, label or count as column indicates"",""fills"":""identifier, label or count as column indicates"",""funding_filter_enabled"":""boolean"",""invested_seconds"":""seconds"",""liquidations"":""identifier, label or count as column indicates"",""native_fill_count"":""identifier, label or count as column indicates"",""native_reconciliation_count"":""identifier, label or count as column indicates"",""openings"":""identifier, label or count as column indicates"",""orders"":""identifier, label or count as column indicates"",""participation_max"":""dimensionless ratio (1 = 100%)"",""participation_missing"":""identifier, label or count as column indicates"",""participation_observations"":""identifier, label or count as column indicates"",""participation_p50"":""dimensionless ratio (1 = 100%)"",""participation_p90"":""dimensionless ratio (1 = 100%)"",""participation_p95"":""dimensionless ratio (1 = 100%)"",""rebalances"":""identifier, label or count as column indicates"",""rejected_signals"":""identifier, label or count as column indicates"",""renewals"":""identifier, label or count as column indicates"",""risk_events"":""identifier, label or count as column indicates"",""run_id"":""identifier, label or count as column indicates"",""strategy"":""identifier, label or count as column indicates"",""symbol"":""identifier, label or count as column indicates"",""time_ns"":""UTC nanoseconds when numeric; otherwise ISO 8601 UTC"",""timestamp_utc"":""ISO 8601 UTC"",""turnover_over_initial_capital"":""identifier, label or count as column indicates"",""turnover_usdt"":""USDT"",""unhedged_seconds"":""seconds""}",historical_assumptions,178,58,121,6,45,18,0,50,0,0,5106,79478.066200,7.94780662,114537419.999999999,85606079.999999999,,620880.011000000,335,57,121,0.00023528048542674086,0.0011870763254969937,0.004440602504738638,0.011477552270958112,,
